-50000.00 0.00 55559.75 4620.00 #x_min(m) z_min(m) x_max(m) z_max(m)
5000.0000 10.0000                #dx(m) dz(m)
-14813.42 1220.00 1484.4699  1033.1593 34.5535 3.5358
-14813.42 1230.00 1484.5133  1033.2102 34.5548 3.5057
-14813.42 1240.00 1484.5567  1033.2612 34.5561 3.4756
-14813.42 1250.00 1484.6001  1033.3122 34.5574 3.4455
-14813.42 1260.00 1484.6435  1033.3631 34.5587 3.4154
-14813.42 1270.00 1484.6869  1033.4141 34.5600 3.3854
-14813.42 1280.00 1484.7303  1033.4650 34.5612 3.3553
-14813.42 1290.00 1484.7737  1033.5160 34.5625 3.3252
-14813.42 1300.00 1484.8171  1033.5670 34.5638 3.2951
-14813.42 1310.00 1484.8661  1033.6177 34.5651 3.2664
-14813.42 1320.00 1484.9245  1033.6682 34.5664 3.2399
-14813.42 1330.00 1484.9829  1033.7187 34.5677 3.2135
-14813.42 1340.00 1485.0412  1033.7691 34.5690 3.1870
-14813.42 1350.00 1485.0996  1033.8196 34.5703 3.1605
-14813.42 1360.00 1485.1579  1033.8701 34.5716 3.1341
-14813.42 1370.00 1485.2163  1033.9206 34.5728 3.1076
-14813.42 1380.00 1485.2746  1033.9710 34.5741 3.0811
-14813.42 1390.00 1485.3330  1034.0215 34.5754 3.0546
-14813.42 1400.00 1485.3914  1034.0720 34.5767 3.0282
-14813.42 1410.00 1485.4510  1034.1224 34.5780 3.0020
-14813.42 1420.00 1485.5245  1034.1723 34.5792 2.9791
-14813.42 1430.00 1485.5981  1034.2223 34.5805 2.9563
-14813.42 1440.00 1485.6716  1034.2722 34.5817 2.9334
-14813.42 1450.00 1485.7452  1034.3222 34.5830 2.9105
-14813.42 1460.00 1485.8187  1034.3721 34.5842 2.8876
-14813.42 1470.00 1485.8923  1034.4221 34.5855 2.8648
-14813.42 1480.00 1485.9658  1034.4720 34.5867 2.8419
-14813.42 1490.00 1486.0393  1034.5220 34.5880 2.8190
-14813.42 1500.00 1486.1129  1034.5719 34.5892 2.7961
-14813.42 1510.00 1486.1864  1034.6219 34.5905 2.7733
-14813.42 1520.00 1486.2645  1034.6717 34.5917 2.7514
-14813.42 1530.00 1486.3535  1034.7210 34.5928 2.7322
-14813.42 1540.00 1486.4425  1034.7704 34.5940 2.7129
-14813.42 1550.00 1486.5316  1034.8198 34.5952 2.6937
-14813.42 1560.00 1486.6206  1034.8692 34.5963 2.6744
-14813.42 1570.00 1486.7097  1034.9186 34.5975 2.6552
-14813.42 1580.00 1486.7987  1034.9680 34.5987 2.6359
-14813.42 1590.00 1486.8877  1035.0173 34.5998 2.6166
-14813.42 1600.00 1486.9768  1035.0667 34.6010 2.5974
-14813.42 1610.00 1487.0658  1035.1161 34.6021 2.5781
-14813.42 1620.00 1487.1549  1035.1655 34.6033 2.5589
-14813.42 1630.00 1487.2439  1035.2149 34.6045 2.5396
-14813.42 1640.00 1487.3420  1035.2639 34.6056 2.5224
-14813.42 1650.00 1487.4466  1035.3127 34.6066 2.5067
-14813.42 1660.00 1487.5513  1035.3615 34.6076 2.4911
-14813.42 1670.00 1487.6559  1035.4103 34.6087 2.4754
-14813.42 1680.00 1487.7605  1035.4591 34.6097 2.4597
-14813.42 1690.00 1487.8652  1035.5079 34.6107 2.4440
-14813.42 1700.00 1487.9698  1035.5567 34.6118 2.4283
-14813.42 1710.00 1488.0744  1035.6055 34.6128 2.4127
-14813.42 1720.00 1488.1791  1035.6543 34.6139 2.3970
-14813.42 1730.00 1488.2837  1035.7031 34.6149 2.3813
-14813.42 1740.00 1488.3883  1035.7519 34.6159 2.3656
-14813.42 1750.00 1488.4930  1035.8007 34.6170 2.3499
-14813.42 1760.00 1488.5976  1035.8495 34.6180 2.3343
-14813.42 1770.00 1488.7093  1035.8980 34.6190 2.3202
-14813.42 1780.00 1488.8284  1035.9462 34.6199 2.3078
-14813.42 1790.00 1488.9475  1035.9944 34.6207 2.2954
-14813.42 1800.00 1489.0666  1036.0426 34.6216 2.2830
-14813.42 1810.00 1489.1857  1036.0908 34.6225 2.2705
-14813.42 1820.00 1489.3048  1036.1390 34.6234 2.2581
-14813.42 1830.00 1489.4239  1036.1872 34.6243 2.2457
-14813.42 1840.00 1489.5430  1036.2354 34.6252 2.2333
-14813.42 1850.00 1489.6622  1036.2836 34.6261 2.2209
-14813.42 1860.00 1489.7813  1036.3318 34.6269 2.2085
-14813.42 1870.00 1489.9004  1036.3800 34.6278 2.1961
-14813.42 1880.00 1490.0195  1036.4283 34.6287 2.1837
-14813.42 1890.00 1490.1386  1036.4765 34.6296 2.1713
-14813.42 1900.00 1490.2577  1036.5247 34.6305 2.1589
-14813.42 1910.00 1490.3768  1036.5729 34.6314 2.1464
-14813.42 1920.00 1490.5030  1036.6208 34.6322 2.1356
-14813.42 1930.00 1490.6341  1036.6684 34.6329 2.1259
-14813.42 1940.00 1490.7653  1036.7161 34.6336 2.1161
-14813.42 1950.00 1490.8965  1036.7638 34.6343 2.1064
-14813.42 1960.00 1491.0276  1036.8115 34.6351 2.0966
-14813.42 1970.00 1491.1588  1036.8591 34.6358 2.0869
-14813.42 1980.00 1491.2899  1036.9068 34.6365 2.0771
-14813.42 1990.00 1491.4211  1036.9545 34.6372 2.0674
-14813.42 2000.00 1491.5522  1037.0021 34.6380 2.0576
-14813.42 2010.00 1491.6834  1037.0498 34.6387 2.0479
-14813.42 2020.00 1491.8146  1037.0975 34.6394 2.0382
-14813.42 2030.00 1491.9457  1037.1452 34.6401 2.0284
-14813.42 2040.00 1492.0769  1037.1928 34.6409 2.0187
-14813.42 2050.00 1492.2080  1037.2405 34.6416 2.0089
-14813.42 2060.00 1492.3392  1037.2882 34.6423 1.9992
-14813.42 2070.00 1492.4703  1037.3358 34.6430 1.9894
-14813.42 2080.00 1492.6015  1037.3835 34.6438 1.9797
-14813.42 2090.00 1492.7381  1037.4309 34.6444 1.9711
-14813.42 2100.00 1492.8785  1037.4781 34.6450 1.9634
-14813.42 2110.00 1493.0189  1037.5253 34.6455 1.9556
-14813.42 2120.00 1493.1592  1037.5725 34.6461 1.9478
-14813.42 2130.00 1493.2996  1037.6197 34.6467 1.9401
-14813.42 2140.00 1493.4399  1037.6669 34.6472 1.9323
-14813.42 2150.00 1493.5803  1037.7141 34.6478 1.9245
-14813.42 2160.00 1493.7206  1037.7613 34.6484 1.9167
-14813.42 2170.00 1493.8610  1037.8085 34.6489 1.9090
-14813.42 2180.00 1494.0014  1037.8557 34.6495 1.9012
-14813.42 2190.00 1494.1417  1037.9029 34.6501 1.8934
-14813.42 2200.00 1494.2821  1037.9501 34.6506 1.8857
-14813.42 2210.00 1494.4224  1037.9973 34.6512 1.8779
-14813.42 2220.00 1494.5628  1038.0445 34.6518 1.8701
-14813.42 2230.00 1494.7031  1038.0917 34.6523 1.8624
-14813.42 2240.00 1494.8435  1038.1390 34.6529 1.8546
-14813.42 2250.00 1494.9839  1038.1862 34.6535 1.8468
-14813.42 2260.00 1495.1242  1038.2334 34.6540 1.8391
-14813.42 2270.00 1495.2646  1038.2806 34.6546 1.8313
-14813.42 2280.00 1495.4075  1038.3276 34.6551 1.8240
-14813.42 2290.00 1495.5547  1038.3744 34.6555 1.8177
-14813.42 2300.00 1495.7019  1038.4212 34.6560 1.8113
-14813.42 2310.00 1495.8491  1038.4680 34.6564 1.8049
-14813.42 2320.00 1495.9963  1038.5148 34.6568 1.7986
-14813.42 2330.00 1496.1435  1038.5616 34.6573 1.7922
-14813.42 2340.00 1496.2907  1038.6084 34.6577 1.7858
-14813.42 2350.00 1496.4378  1038.6552 34.6581 1.7795
-14813.42 2360.00 1496.5850  1038.7020 34.6585 1.7731
-14813.42 2370.00 1496.7322  1038.7488 34.6590 1.7667
-14813.42 2380.00 1496.8794  1038.7956 34.6594 1.7603
-14813.42 2390.00 1497.0266  1038.8424 34.6598 1.7540
-14813.42 2400.00 1497.1738  1038.8892 34.6603 1.7476
-14813.42 2410.00 1497.3210  1038.9360 34.6607 1.7412
-14813.42 2420.00 1497.4682  1038.9828 34.6611 1.7349
-14813.42 2430.00 1497.6154  1039.0296 34.6615 1.7285
-14813.42 2440.00 1497.7626  1039.0764 34.6620 1.7221
-14813.42 2450.00 1497.9098  1039.1232 34.6624 1.7158
-14813.42 2460.00 1498.0570  1039.1700 34.6628 1.7094
-14813.42 2470.00 1498.2041  1039.2168 34.6633 1.7030
-14813.42 2480.00 1498.3513  1039.2636 34.6637 1.6967
-14813.42 2490.00 1498.4985  1039.3104 34.6641 1.6903
-14813.42 2500.00 1498.6506  1039.3569 34.6645 1.6848
-14813.42 2510.00 1498.8033  1039.4033 34.6648 1.6796
-14813.42 2520.00 1498.9561  1039.4498 34.6651 1.6743
-14813.42 2530.00 1499.1088  1039.4962 34.6654 1.6690
-14813.42 2540.00 1499.2616  1039.5426 34.6657 1.6637
-14813.42 2550.00 1499.4143  1039.5891 34.6660 1.6584
-14813.42 2560.00 1499.5671  1039.6355 34.6664 1.6531
-14813.42 2570.00 1499.7198  1039.6819 34.6667 1.6478
-14813.42 2580.00 1499.8726  1039.7284 34.6670 1.6425
-14813.42 2590.00 1500.0253  1039.7748 34.6673 1.6372
-14813.42 2600.00 1500.1780  1039.8213 34.6676 1.6319
-14813.42 2610.00 1500.3308  1039.8677 34.6679 1.6266
-14813.42 2620.00 1500.4835  1039.9141 34.6683 1.6213
-14813.42 2630.00 1500.6363  1039.9606 34.6686 1.6160
-14813.42 2640.00 1500.7890  1040.0070 34.6689 1.6107
-14813.42 2650.00 1500.9418  1040.0534 34.6692 1.6054
-14813.42 2660.00 1501.0945  1040.0999 34.6695 1.6001
-14813.42 2670.00 1501.2473  1040.1463 34.6698 1.5948
-14813.42 2680.00 1501.4000  1040.1927 34.6702 1.5895
-14813.42 2690.00 1501.5528  1040.2392 34.6705 1.5842
-14813.42 2700.00 1501.7055  1040.2856 34.6708 1.5789
-14813.42 2710.00 1501.8583  1040.3321 34.6711 1.5736
-14813.42 2720.00 1502.0110  1040.3785 34.6714 1.5683
-14813.42 2730.00 1502.1641  1040.4249 34.6717 1.5631
-14813.42 2740.00 1502.3215  1040.4710 34.6720 1.5586
-14813.42 2750.00 1502.4789  1040.5171 34.6722 1.5541
-14813.42 2760.00 1502.6363  1040.5632 34.6724 1.5497
-14813.42 2770.00 1502.7937  1040.6093 34.6727 1.5452
-14813.42 2780.00 1502.9510  1040.6554 34.6729 1.5407
-14813.42 2790.00 1503.1084  1040.7015 34.6731 1.5363
-14813.42 2800.00 1503.2658  1040.7476 34.6734 1.5318
-14813.42 2810.00 1503.4232  1040.7937 34.6736 1.5273
-14813.42 2820.00 1503.5806  1040.8399 34.6739 1.5229
-14813.42 2830.00 1503.7380  1040.8860 34.6741 1.5184
-14813.42 2840.00 1503.8954  1040.9321 34.6743 1.5139
-14813.42 2850.00 1504.0528  1040.9782 34.6746 1.5095
-14813.42 2860.00 1504.2102  1041.0243 34.6748 1.5050
-14813.42 2870.00 1504.3675  1041.0704 34.6750 1.5005
-14813.42 2880.00 1504.5249  1041.1165 34.6753 1.4961
-14813.42 2890.00 1504.6823  1041.1626 34.6755 1.4916
-14813.42 2900.00 1504.8397  1041.2087 34.6757 1.4871
-14813.42 2910.00 1504.9971  1041.2548 34.6760 1.4827
-14813.42 2920.00 1505.1545  1041.3009 34.6762 1.4782
-14813.42 2930.00 1505.3119  1041.3470 34.6765 1.4737
-14813.42 2940.00 1505.4693  1041.3931 34.6767 1.4693
-14813.42 2950.00 1505.6267  1041.4392 34.6769 1.4648
-14813.42 2960.00 1505.7840  1041.4853 34.6772 1.4603
-14813.42 2970.00 1505.9414  1041.5315 34.6774 1.4559
-14813.42 2980.00 1506.0988  1041.5776 34.6776 1.4514
-14813.42 2990.00 1506.2562  1041.6237 34.6779 1.4469
-14813.42 3000.00 1506.4170  1041.6695 34.6781 1.4430
-14813.42 3010.00 1506.5778  1041.7153 34.6783 1.4390
-14813.42 3020.00 1506.7386  1041.7612 34.6785 1.4351
-14813.42 3030.00 1506.8994  1041.8070 34.6786 1.4312
-14813.42 3040.00 1507.0603  1041.8528 34.6788 1.4272
-14813.42 3050.00 1507.2211  1041.8986 34.6790 1.4233
-14813.42 3060.00 1507.3819  1041.9445 34.6792 1.4193
-14813.42 3070.00 1507.5427  1041.9903 34.6794 1.4154
-14813.42 3080.00 1507.7036  1042.0361 34.6796 1.4115
-14813.42 3090.00 1507.8644  1042.0819 34.6798 1.4075
-14813.42 3100.00 1508.0252  1042.1278 34.6800 1.4036
-14813.42 3110.00 1508.1860  1042.1736 34.6802 1.3996
-14813.42 3120.00 1508.3469  1042.2194 34.6804 1.3957
-14813.42 3130.00 1508.5077  1042.2653 34.6806 1.3918
-14813.42 3140.00 1508.6685  1042.3111 34.6808 1.3878
-14813.42 3150.00 1508.8293  1042.3569 34.6810 1.3839
-14813.42 3160.00 1508.9902  1042.4027 34.6812 1.3799
-14813.42 3170.00 1509.1510  1042.4486 34.6813 1.3760
-14813.42 3180.00 1509.3118  1042.4944 34.6815 1.3721
-14813.42 3190.00 1509.4726  1042.5402 34.6817 1.3681
-14813.42 3200.00 1509.6334  1042.5860 34.6819 1.3642
-14813.42 3210.00 1509.7943  1042.6319 34.6821 1.3602
-14813.42 3220.00 1509.9551  1042.6777 34.6823 1.3563
-14813.42 3230.00 1510.1159  1042.7235 34.6825 1.3524
-14813.42 3240.00 1510.2767  1042.7693 34.6827 1.3484
-14813.42 3250.00 1510.4376  1042.8152 34.6829 1.3445
-14813.42 3260.00 1510.5984  1042.8610 34.6831 1.3405
-14813.42 3270.00 1510.7592  1042.9068 34.6833 1.3366
-14813.42 3280.00 1510.9213  1042.9525 34.6835 1.3328
-14813.42 3290.00 1511.0844  1042.9981 34.6836 1.3291
-14813.42 3300.00 1511.2474  1043.0437 34.6838 1.3254
-14813.42 3310.00 1511.4105  1043.0893 34.6840 1.3216
-14813.42 3320.00 1511.5735  1043.1350 34.6842 1.3179
-14813.42 3330.00 1511.7366  1043.1806 34.6844 1.3142
-14813.42 3340.00 1511.8996  1043.2262 34.6846 1.3105
-14813.42 3350.00 1512.0627  1043.2718 34.6848 1.3068
-14813.42 3360.00 1512.2257  1043.3174 34.6850 1.3031
-14813.42 3370.00 1512.3888  1043.3630 34.6851 1.2993
-14813.42 3380.00 1512.5518  1043.4086 34.6853 1.2956
-14813.42 3390.00 1512.7149  1043.4542 34.6855 1.2919
-14813.42 3400.00 1512.8779  1043.4998 34.6857 1.2882
-14813.42 3410.00 1513.0410  1043.5454 34.6859 1.2845
-14813.42 3420.00 1513.2040  1043.5910 34.6861 1.2808
-14813.42 3430.00 1513.3670  1043.6366 34.6863 1.2770
-14813.42 3440.00 1513.5301  1043.6822 34.6864 1.2733
-14813.42 3450.00 1513.6931  1043.7278 34.6866 1.2696
-14813.42 3460.00 1513.8562  1043.7734 34.6868 1.2659
-14813.42 3470.00 1514.0192  1043.8190 34.6870 1.2622
-14813.42 3480.00 1514.1823  1043.8646 34.6872 1.2585
-14813.42 3490.00 1514.3453  1043.9103 34.6874 1.2547
-14813.42 3500.00 1514.5084  1043.9559 34.6876 1.2510
-14813.42 3510.00 1514.6714  1044.0015 34.6878 1.2473
-14813.42 3520.00 1514.8345  1044.0471 34.6879 1.2436
-14813.42 3530.00 1514.9975  1044.0927 34.6881 1.2399
-14813.42 3540.00 1515.1606  1044.1383 34.6883 1.2362
-14813.42 3550.00 1515.3236  1044.1839 34.6885 1.2325
-14813.42 3560.00 1515.4867  1044.2295 34.6887 1.2287
-14813.42 3570.00 1515.6497  1044.2751 34.6889 1.2250
-14813.42 3580.00 1515.8128  1044.3207 34.6891 1.2213
-14813.42 3590.00 1515.9772  1044.3661 34.6893 1.2176
-14813.42 3600.00 1516.1419  1044.4115 34.6895 1.2140
-14813.42 3610.00 1516.3066  1044.4570 34.6897 1.2104
-14813.42 3620.00 1516.4713  1044.5024 34.6899 1.2067
-14813.42 3630.00 1516.6359  1044.5478 34.6901 1.2031
-14813.42 3640.00 1516.8006  1044.5932 34.6903 1.1994
-14813.42 3650.00 1516.9653  1044.6386 34.6905 1.1958
-14813.42 3660.00 1517.1300  1044.6840 34.6907 1.1921
-14813.42 3670.00 1517.2946  1044.7294 34.6909 1.1885
-14813.42 3680.00 1517.4593  1044.7748 34.6911 1.1848
-14813.42 3690.00 1517.6240  1044.8202 34.6913 1.1812
-14813.42 3700.00 1517.7887  1044.8656 34.6915 1.1775
-14813.42 3710.00 1517.9533  1044.9111 34.6917 1.1739
-14813.42 3720.00 1518.1180  1044.9565 34.6919 1.1702
-14813.42 3730.00 1518.2827  1045.0019 34.6921 1.1666
-14813.42 3740.00 1518.4474  1045.0473 34.6923 1.1629
-14813.42 3750.00 1518.6120  1045.0927 34.6925 1.1593
-14813.42 3760.00 1518.7767  1045.1381 34.6927 1.1556
-14813.42 3770.00 1518.9414  1045.1835 34.6929 1.1520
-14813.42 3780.00 1519.1061  1045.2289 34.6931 1.1483
-14813.42 3790.00 1519.2708  1045.2743 34.6933 1.1447
-14813.42 3800.00 1519.4354  1045.3197 34.6935 1.1410
-14813.42 3810.00 1519.6001  1045.3652 34.6937 1.1374
-14813.42 3820.00 1519.7648  1045.4106 34.6939 1.1337
-14813.42 3830.00 1519.9295  1045.4560 34.6941 1.1301
-14813.42 3840.00 1520.0941  1045.5014 34.6943 1.1264
-14813.42 3850.00 1520.2588  1045.5468 34.6945 1.1228
-14813.42 3860.00 1520.4235  1045.5922 34.6947 1.1192
-14813.42 3870.00 1520.5882  1045.6376 34.6949 1.1155
-14813.42 3880.00 1520.7528  1045.6830 34.6951 1.1119
-14813.42 3890.00 1520.9175  1045.7284 34.6953 1.1082
-14813.42 3900.00 1521.0822  1045.7738 34.6955 1.1046
-14813.42 3910.00 1521.2469  1045.8193 34.6957 1.1009
-14813.42 3920.00 1521.4121  1045.8645 34.6960 1.0971
-14813.42 3930.00 1521.5775  1045.9098 34.6962 1.0933
-14813.42 3940.00 1521.7428  1045.9550 34.6964 1.0895
-14813.42 3950.00 1521.9081  1046.0003 34.6967 1.0857
-14813.42 3960.00 1522.0735  1046.0455 34.6969 1.0819
-14813.42 3970.00 1522.2388  1046.0907 34.6971 1.0781
-14813.42 3980.00 1522.4041  1046.1360 34.6973 1.0743
-14813.42 3990.00 1522.5695  1046.1812 34.6976 1.0704
-14813.42 4000.00 1522.7348  1046.2265 34.6978 1.0666
-14813.42 4010.00 1522.9002  1046.2717 34.6980 1.0628
-14813.42 4020.00 1523.0655  1046.3170 34.6983 1.0590
-14813.42 4030.00 1523.2308  1046.3622 34.6985 1.0552
-14813.42 4040.00 1523.3962  1046.4075 34.6987 1.0514
-14813.42 4050.00 1523.5615  1046.4527 34.6990 1.0476
-14813.42 4060.00 1523.7269  1046.4980 34.6992 1.0438
-14813.42 4070.00 1523.8922  1046.5432 34.6994 1.0400
-14813.42 4080.00 1524.0575  1046.5884 34.6996 1.0361
-14813.42 4090.00 1524.2229  1046.6337 34.6999 1.0323
-14813.42 4100.00 1524.3882  1046.6789 34.7001 1.0285
-14813.42 4110.00 1524.5536  1046.7242 34.7003 1.0247
-14813.42 4120.00 1524.7189  1046.7694 34.7006 1.0209
-14813.42 4130.00 1524.8842  1046.8147 34.7008 1.0171
-14813.42 4140.00 1525.0496  1046.8599 34.7010 1.0133
-14813.42 4150.00 1525.2149  1046.9052 34.7012 1.0095
-14813.42 4160.00 1525.3802  1046.9504 34.7015 1.0057
-14813.42 4170.00 1525.5456  1046.9957 34.7017 1.0018
-14813.42 4180.00 1525.7109  1047.0409 34.7019 0.9980
-14813.42 4190.00 1525.8763  1047.0861 34.7022 0.9942
-14813.42 4200.00 1526.0416  1047.1314 34.7024 0.9904
-14813.42 4210.00 1526.2069  1047.1766 34.7026 0.9866
-14813.42 4220.00 1526.3723  1047.2219 34.7029 0.9828
-14813.42 4230.00 1526.5376  1047.2671 34.7031 0.9790
-14813.42 4240.00 1526.7030  1047.3124 34.7033 0.9752
-14813.42 4250.00 1526.8683  1047.3576 34.7035 0.9714
-14813.42 4260.00 1527.0336  1047.4029 34.7038 0.9676
-14813.42 4270.00 1527.2036  1047.4478 34.7040 0.9646
-14813.42 4280.00 1527.3769  1047.4925 34.7041 0.9623
-14813.42 4290.00 1527.5503  1047.5371 34.7042 0.9600
-14813.42 4300.00 1527.7236  1047.5818 34.7044 0.9576
-14813.42 4310.00 1527.8970  1047.6265 34.7045 0.9553
-14813.42 4320.00 1528.0703  1047.6712 34.7047 0.9530
-14813.42 4330.00 1528.2437  1047.7159 34.7048 0.9507
-14813.42 4340.00 1528.4170  1047.7605 34.7050 0.9484
-14813.42 4350.00 1528.5904  1047.8052 34.7051 0.9461
-14813.42 4360.00 1528.7637  1047.8499 34.7053 0.9437
-14813.42 4370.00 1528.9370  1047.8946 34.7054 0.9414
-14813.42 4380.00 1529.1104  1047.9393 34.7056 0.9391
-14813.42 4390.00 1529.2837  1047.9839 34.7057 0.9368
-14813.42 4400.00 1529.4571  1048.0286 34.7059 0.9345
-14813.42 4410.00 1529.6304  1048.0733 34.7060 0.9322
-14813.42 4420.00 1529.8038  1048.1180 34.7061 0.9298
-14813.42 4430.00 1529.9771  1048.1627 34.7063 0.9275
-14813.42 4440.00 1530.1505  1048.2073 34.7064 0.9252
-14813.42 4450.00 1530.3238  1048.2520 34.7066 0.9229
-14813.42 4460.00 1530.4972  1048.2967 34.7067 0.9206
-14813.42 4470.00 1530.6705  1048.3414 34.7069 0.9183
-14813.42 4480.00 1530.8439  1048.3861 34.7070 0.9159
-14813.42 4490.00 1531.0172  1048.4307 34.7072 0.9136
-14813.42 4500.00 1531.1906  1048.4754 34.7073 0.9113
-14813.42 4510.00 1531.3639  1048.5201 34.7075 0.9090
-14813.42 4520.00 1531.5373  1048.5648 34.7076 0.9067
-14813.42 4530.00 1531.7106  1048.6095 34.7077 0.9043
-14813.42 4540.00 1531.8839  1048.6541 34.7079 0.9020
-14813.42 4550.00 1532.0573  1048.6988 34.7080 0.8997
-14813.42 4560.00 1532.2306  1048.7435 34.7082 0.8974
-14813.42 4570.00 1532.4040  1048.7882 34.7083 0.8951
-14813.42 4580.00 1532.5773  1048.8329 34.7085 0.8928
-14813.42 4590.00 1532.7507  1048.8775 34.7086 0.8904
-14813.42 4600.00 1532.9240  1048.9222 34.7088 0.8881
-14813.42 4610.00 1533.0974  1048.9669 34.7089 0.8858
-14813.42 4620.00 1533.2707  1049.0116 34.7091 0.8835
-9786.76 0.00 1542.9829  1022.8809 35.8146 28.3857
-9786.76 10.00 1543.1254  1022.9294 35.8158 28.3721
-9786.76 20.00 1543.2599  1022.9817 35.8198 28.3532
-9786.76 30.00 1543.3478  1023.0488 35.8321 28.3083
-9786.76 40.00 1543.3400  1023.1413 35.8561 28.2131
-9786.76 50.00 1543.2141  1023.2627 35.8922 28.0574
-9786.76 60.00 1542.9871  1023.4104 35.9405 27.8497
-9786.76 70.00 1542.6785  1023.5817 36.0022 27.5991
-9786.76 80.00 1542.2653  1023.7776 36.0750 27.2975
-9786.76 90.00 1541.6956  1024.0011 36.1551 26.9251
-9786.76 100.00 1540.9075  1024.2532 36.2354 26.4607
-9786.76 110.00 1539.8842  1024.5207 36.3013 25.9079
-9786.76 120.00 1538.7321  1024.7741 36.3382 25.3232
-9786.76 130.00 1537.6113  1024.9900 36.3437 24.7763
-9786.76 140.00 1536.6038  1025.1662 36.3260 24.2956
-9786.76 150.00 1535.6980  1025.3063 36.2873 23.8751
-9786.76 160.00 1534.7396  1025.4388 36.2361 23.4443
-9786.76 170.00 1533.7388  1025.5651 36.1749 23.0054
-9786.76 180.00 1532.4660  1025.6968 36.0922 22.4810
-9786.76 190.00 1531.1072  1025.8302 36.0026 21.9297
-9786.76 200.00 1529.4672  1025.9737 35.9009 21.2934
-9786.76 210.00 1527.5743  1026.1264 35.7884 20.5808
-9786.76 220.00 1525.6814  1026.2791 35.6759 19.8681
-9786.76 230.00 1523.5251  1026.4381 35.5661 19.0978
-9786.76 240.00 1521.2709  1026.5994 35.4574 18.3060
-9786.76 250.00 1519.0166  1026.7607 35.3487 17.5143
-9786.76 260.00 1516.7855  1026.9182 35.2475 16.7424
-9786.76 270.00 1514.6224  1027.0644 35.1686 16.0292
-9786.76 280.00 1512.4593  1027.2105 35.0897 15.3159
-9786.76 290.00 1510.2962  1027.3567 35.0107 14.6027
-9786.76 300.00 1508.1365  1027.5027 34.9321 13.8907
-9786.76 310.00 1506.4573  1027.6207 34.8882 13.3601
-9786.76 320.00 1504.7781  1027.7387 34.8444 12.8296
-9786.76 330.00 1503.0988  1027.8567 34.8006 12.2990
-9786.76 340.00 1501.4196  1027.9746 34.7567 11.7684
-9786.76 350.00 1499.7403  1028.0926 34.7129 11.2379
-9786.76 360.00 1498.6571  1028.1850 34.6929 10.8940
-9786.76 370.00 1497.6175  1028.2756 34.6747 10.5637
-9786.76 380.00 1496.5778  1028.3661 34.6565 10.2335
-9786.76 390.00 1495.5381  1028.4566 34.6383 9.9032
-9786.76 400.00 1494.4984  1028.5472 34.6201 9.5730
-9786.76 410.00 1493.4623  1028.6376 34.6020 9.2437
-9786.76 420.00 1492.9449  1028.7086 34.5963 9.0622
-9786.76 430.00 1492.4275  1028.7796 34.5906 8.8807
-9786.76 440.00 1491.9101  1028.8506 34.5849 8.6992
-9786.76 450.00 1491.3926  1028.9216 34.5792 8.5177
-9786.76 460.00 1490.8752  1028.9926 34.5735 8.3362
-9786.76 470.00 1490.3578  1029.0637 34.5678 8.1546
-9786.76 480.00 1489.9004  1029.1323 34.5628 7.9897
-9786.76 490.00 1489.6204  1029.1938 34.5600 7.8739
-9786.76 500.00 1489.3404  1029.2554 34.5573 7.7580
-9786.76 510.00 1489.0604  1029.3170 34.5545 7.6422
-9786.76 520.00 1488.7804  1029.3785 34.5518 7.5263
-9786.76 530.00 1488.5005  1029.4401 34.5490 7.4105
-9786.76 540.00 1488.2205  1029.5017 34.5463 7.2946
-9786.76 550.00 1487.9405  1029.5632 34.5435 7.1788
-9786.76 560.00 1487.7248  1029.6220 34.5413 7.0809
-9786.76 570.00 1487.5330  1029.6798 34.5393 6.9897
-9786.76 580.00 1487.3412  1029.7376 34.5372 6.8984
-9786.76 590.00 1487.1494  1029.7955 34.5352 6.8072
-9786.76 600.00 1486.9576  1029.8533 34.5332 6.7160
-9786.76 610.00 1486.7658  1029.9111 34.5312 6.6247
-9786.76 620.00 1486.5740  1029.9689 34.5292 6.5335
-9786.76 630.00 1486.3822  1030.0267 34.5271 6.4423
-9786.76 640.00 1486.2234  1030.0833 34.5256 6.3600
-9786.76 650.00 1486.0944  1030.1390 34.5245 6.2858
-9786.76 660.00 1485.9653  1030.1947 34.5233 6.2116
-9786.76 670.00 1485.8363  1030.2503 34.5222 6.1374
-9786.76 680.00 1485.7072  1030.3060 34.5211 6.0632
-9786.76 690.00 1485.5782  1030.3617 34.5200 5.9890
-9786.76 700.00 1485.4491  1030.4173 34.5188 5.9148
