#automaid v3.4.0-Z (https://github.com/earthscopeoceans/automaid)
#created 2021-05-28T16:42:41Z
#                               filename          interp_STLA    interp_STLO      STDP
20190122T051820.10_5D5F7E3A.MER.REQ.WLT5           -14.423349    -164.079987    -12345
20190122T173411.10_5C4993BA.MER.DET.WLT5           -14.424462    -164.074661      1519
20190122T191708.10_5D5F7E3A.MER.REQ.WLT5           -14.424618    -164.073914    -12345
20190124T005333.10_5C4993BA.MER.DET.WLT5           -14.427305    -164.061050      1512
20190126T195828.10_5C4D0B6D.MER.DET.WLT5           -14.436546    -163.992828      1525
20190130T140232.10_5C535684.MER.DET.WLT5           -14.420010    -163.902863      1550
20190131T143607.10_5C535684.MER.DET.WLT5           -14.415679    -163.881287      1513
20190201T162234.10_5D566D0C.MER.REQ.WLT5           -14.398655    -163.864563    -12345
20190202T011404.10_5C5E7BFB.MER.DET.WLT5           -14.394348    -163.859634      1541
20190202T070300.10_5C5E7BFB.MER.DET.WLT5           -14.391521    -163.856400      1510
20190211T201457.10_5C6227AD.MER.DET.WLT5           -14.268706    -163.711227      1525
20190222T102627.10_5D566D0C.MER.REQ.WLT5           -14.206272    -163.598282    -12345
20190222T102822.10_5C786B6E.MER.DET.WLT5           -14.206264    -163.598267      1526
20190304T005812.10_5C803BEA.MER.DET.WLT5           -14.176567    -163.477219      1534
20190306T154746.10_5D566D0C.MER.REQ.WLT5           -14.183585    -163.440918    -12345
20190306T154941.10_5C803BEA.MER.DET.WLT5           -14.183588    -163.440903      1509
20190310T081401.10_5C85174E.MER.DET.WLT5           -14.197192    -163.374237      1523
20190311T163254.10_5C8C365C.MER.DET.WLT5           -14.195799    -163.348679      1509
20190315T175616.10_5C8C365C.MER.DET.WLT5           -14.195548    -163.273087      1499
20190326T215527.10_5C9C9F54.MER.DET.WLT5           -14.186836    -163.101974      1532
20190328T044436.10_5C9C9F54.MER.DET.WLT5           -14.173748    -163.085693      1532
20190329T043500.10_5CA7C1E2.MER.DET.WLT5           -14.168499    -163.078049      1515
20190402T214308.10_5D566D0C.MER.REQ.WLT5           -14.154565    -163.065399    -12345
20190403T073803.10_5CA7C1E2.MER.DET.WLT5           -14.153344    -163.064301      1519
20190405T124101.10_5CA7C1E2.MER.DET.WLT5           -14.146811    -163.058365      1520
20190405T124520.10_5DB7E16E.MER.REQ.WLT5           -14.146801    -163.058365    -12345
20190407T191617.10_5CB0CB50.MER.DET.WLT5           -14.146579    -163.088974      1509
20190408T201813.10_5CB0CB50.MER.DET.WLT5           -14.146814    -163.101379      1515
20190408T202623.10_5CB0CB50.MER.DET.WLT5           -14.146815    -163.101440      1519
20190409T180420.10_5DB7E16E.MER.REQ.WLT5           -14.147018    -163.112167    -12345
20190412T114908.10_5DB7E16E.MER.REQ.WLT5           -14.147636    -163.144760    -12345
20190412T115103.10_5CB0CB50.MER.DET.WLT5           -14.147636    -163.144775      1525
20190418T145239.10_5DB7E16E.MER.REQ.WLT5           -14.181830    -163.211823    -12345
20190423T054612.10_5DB1411C.MER.REQ.WLT5           -14.200569    -163.234756    -12345
20190423T142229.10_5CBF6F49.MER.DET.WLT5           -14.200480    -163.233521      1510
20190501T153426.10_5CCA90F0.MER.DET.WLT5           -14.166331    -163.282425      1545
20190506T212646.10_5CD0F6C9.MER.DET.WLT5           -14.109389    -163.312485      1521
20190509T230938.10_5CDB108C.MER.DET.WLT5           -14.069682    -163.347229      1515
20190514T130506.10_5CDB108C.MER.DET.WLT5           -14.006464    -163.406006      1520
20190519T012734.10_5CE0FF83.MER.DET.WLT5           -13.940029    -163.497345      1482
20190520T051159.10_5CEA9616.MER.DET.WLT5           -13.931705    -163.512207      1471
20190526T075033.10_5DB1411C.MER.REQ.WLT5           -13.855024    -163.631912    -12345
20190526T075215.10_5CEA9616.MER.DET.WLT5           -13.855009    -163.631927      1534
20190530T091206.10_5DB1411C.MER.REQ.WLT5           -13.821448    -163.727310    -12345
20190530T153944.10_5CF3FA30.MER.DET.WLT5           -13.819504    -163.733429      1528
20190602T103748.10_5CF3FA30.MER.DET.WLT5           -13.799342    -163.796967      1536
20190602T105042.10_5CF3FA30.MER.DET.WLT5           -13.799277    -163.797165      1538
20190604T044805.10_5CFF1EA6.MER.DET.WLT5           -13.773232    -163.843689      1503
20190604T094739.10_5CFF1EA6.MER.DET.WLT5           -13.771362    -163.850479      1504
20190608T142424.10_5CFF1EA6.MER.DET.WLT5           -13.733685    -163.987198      1519
20190624T030226.10_5D1089F1.MER.DET.WLT5           -13.271210    -164.954407      1515
20190706T102042.10_5D24DB80.MER.DET.WLT5           -13.158505    -165.171600      1515
20190709T124707.10_5D24DB80.MER.DET.WLT5           -13.110892    -165.225845      1522
20190711T171356.10_5D2B11F4.MER.DET.WLT5           -13.110481    -165.254898      1529
20190714T054924.10_5D2B11F4.MER.DET.WLT5           -13.114264    -165.278320      1519
20190715T082834.10_5D2F422A.MER.DET.WLT5           -13.106975    -165.307327      1491
20190717T101613.10_5D2F422A.MER.DET.WLT5           -13.101389    -165.338562      1503
20190731T151301.10_5D41FE44.MER.DET.WLT5           -13.161265    -165.598099      1507
20190806T110706.10_5D4D1F3C.MER.DET.WLT5           -13.212203    -165.718353      1517
20190816T032047.10_5D566D0C.MER.DET.WLT5           -13.282086    -165.930725      1469
20190823T000705.10_5D5F7E3A.MER.DET.WLT5           -13.372205    -166.116562      1538
20190824T155515.10_5D6AAB9E.MER.DET.WLT5           -13.392088    -166.174072      1514
20190829T122942.10_5D6AAB9E.MER.DET.WLT5           -13.433464    -166.326263      1519
20190901T155537.10_5D75DB4E.MER.DET.WLT5           -13.462131    -166.440750      1479
20190907T110441.10_5D75DB4E.MER.DET.WLT5           -13.498867    -166.632156      1523
20190920T091501.10_5D877D2E.MER.DET.WLT5           -13.589799    -167.048752      1507
20190922T073223.10_5D877D2E.MER.DET.WLT5           -13.603761    -167.115952      1513
20190922T075635.10_5D877D2E.MER.DET.WLT5           -13.603883    -167.116531      1512
20190927T120750.10_5D8E4C1D.MER.DET.WLT5           -13.600369    -167.290131      1502
20191022T093626.10_5DB1411C.MER.DET.WLT5           -13.643197    -168.042831      1510
20191024T003423.10_5DB1411C.MER.DET.WLT5           -13.647783    -168.079025      1526
20191029T011425.10_5DB7E16E.MER.DET.WLT5           -13.689778    -168.237274      1505
20191031T191835.10_5DC0F846.MER.DET.WLT5           -13.710912    -168.323105      1524
20191104T224355.10_5DC0F846.MER.DET.WLT5           -13.743393    -168.414230      1514
20191108T104600.10_5DC5978D.MER.DET.WLT5           -13.780309    -168.523270      1523
20191109T112523.10_5DCA36DA.MER.DET.WLT5           -13.788431    -168.555893      1485
20191111T230043.10_5DCA36DA.MER.DET.WLT5           -13.789269    -168.614227      1491
20191114T055920.10_5DCD3E4E.MER.DET.WLT5           -13.796054    -168.668625      1500
20191117T121419.10_5DD1894A.MER.DET.WLT5           -13.784399    -168.757431      1523
20191120T024703.10_5DDCAC23.MER.DET.WLT5           -13.807337    -168.828476      1507
20191123T083058.10_5DDCAC23.MER.DET.WLT5           -13.841717    -168.916000      1486
20191127T022704.10_5DE24280.MER.DET.WLT5           -13.885831    -169.002258      1533
20191127T100156.10_5DE24280.MER.DET.WLT5           -13.890802    -169.007477      1527
20191130T045122.10_5DE24280.MER.DET.WLT5           -13.934624    -169.053421      1511
20191204T201250.10_5DE860CC.MER.DET.WLT5           -13.999351    -169.137344      1496
20191206T130439.10_5DF380F4.MER.DET.WLT5           -14.018569    -169.160034      1503
20191206T154242.10_5DF380F4.MER.DET.WLT5           -14.019764    -169.160675      1504
20191209T053840.10_5DF380F4.MER.DET.WLT5           -14.047868    -169.175735      1510
20191215T062118.10_5DF9D679.MER.DET.WLT5           -14.102257    -169.208725      1484
20191218T015927.10_5DF9D679.MER.DET.WLT5           -14.118034    -169.226715      1496
20191224T072917.10_5E0492C8.MER.DET.WLT5           -14.196778    -169.224411      1516
20191224T140228.10_5E0492C8.MER.DET.WLT5           -14.200105    -169.224335      1504
20191226T050012.10_5E0492C8.MER.DET.WLT5           -14.219879    -169.223907      1518
20191227T160215.10_5E0FB63C.MER.DET.WLT5           -14.234641    -169.211548      1507
20191229T180608.10_5E0FB63C.MER.DET.WLT5           -14.273623    -169.204361      1516
20200105T072141.10_5E1AD7A6.MER.DET.WLT5           -14.382010    -169.184982      1527
20200120T090307.10_5E25F868.MER.DET.WLT5           -14.483482    -169.076340      1506
20200123T154245.10_5E3118F8.MER.DET.WLT5           -14.504966    -169.072540      1517
20200131T110853.10_5E345890.MER.DET.WLT5           -14.545438    -169.090500      1529
20200202T042441.10_5E37932E.MER.DET.WLT5           -14.552135    -169.106674      1508
20200202T215319.10_5E37932E.MER.DET.WLT5           -14.554890    -169.114807      1506
20200205T182155.10_5E3B56F4.MER.DET.WLT5           -14.540326    -169.117737      1500
20200208T185509.10_5E3F5392.MER.DET.WLT5           -14.548297    -169.130173      1531
20200210T165717.10_5E42DBC2.MER.DET.WLT5           -14.566204    -169.158142      1512
20200211T102229.10_5E42DBC2.MER.DET.WLT5           -14.571599    -169.165131      1518
20200211T110834.10_5E42DBC2.MER.DET.WLT5           -14.571837    -169.165436      1506
20200212T145832.10_5E47D2A8.MER.DET.WLT5           -14.583327    -169.190460      1513
20200213T045759.10_5E47D2A8.MER.DET.WLT5           -14.582392    -169.200790      1516
20200213T082548.10_5E47D2A8.MER.DET.WLT5           -14.582160    -169.203354      1518
20200213T104310.10_5E47D2A8.MER.DET.WLT5           -14.582006    -169.205032      1537
20200215T052234.10_5E47D2A8.MER.DET.WLT5           -14.579152    -169.236526      1539
20200222T194814.10_5E52FD28.MER.DET.WLT5           -14.603975    -169.320847      1518
20200225T020806.10_5E5673F8.MER.DET.WLT5           -14.611349    -169.335464      1516
20200225T054428.10_5E5673F8.MER.DET.WLT5           -14.611355    -169.335754      1518
20200225T070610.10_5E5673F8.MER.DET.WLT5           -14.611357    -169.335861      1520
20200225T095852.10_5E5673F8.MER.DET.WLT5           -14.611362    -169.336075      1522
20200225T134346.10_5E5673F8.MER.DET.WLT5           -14.611367    -169.336365      1522
20200225T164553.10_5E5673F8.MER.DET.WLT5           -14.611372    -169.336594      1527
20200225T202201.10_5E5673F8.MER.DET.WLT5           -14.611378    -169.336884      1526
20200225T230730.10_5E5673F8.MER.DET.WLT5           -14.611382    -169.337097      1528
20200226T074927.10_5E5673F8.MER.DET.WLT5           -14.611396    -169.337769      1526
20200227T080129.10_5E59A9F4.MER.DET.WLT5           -14.626464    -169.318878      1495
20200227T085732.10_5E59A9F4.MER.DET.WLT5           -14.626534    -169.319000      1490
20200227T174942.10_5E59A9F4.MER.DET.WLT5           -14.627200    -169.320236      1499
20200227T214121.10_5E59A9F4.MER.DET.WLT5           -14.627490    -169.320786      1511
20200228T011935.10_5E59A9F4.MER.DET.WLT5           -14.627763    -169.321289      1496
20200228T070807.10_5E59A9F4.MER.DET.WLT5           -14.628200    -169.322098      1510
20200228T121902.10_5E59A9F4.MER.DET.WLT5           -14.628589    -169.322815      1515
20200228T181955.10_5E59A9F4.MER.DET.WLT5           -14.629040    -169.323654      1515
20200229T214209.10_5E5CD1E2.MER.DET.WLT5           -14.645688    -169.312134      1495
20200301T010417.10_5E5CD1E2.MER.DET.WLT5           -14.645697    -169.311188      1492
20200301T023100.10_5E5CD1E2.MER.DET.WLT5           -14.645700    -169.310776      1489
20200301T181346.10_5E5CD1E2.MER.DET.WLT5           -14.645741    -169.306320      1497
20200302T034933.10_5E5CD1E2.MER.DET.WLT5           -14.645765    -169.303589      1501
20200303T132921.10_5E621DCA.MER.DET.WLT5           -14.657452    -169.304688      1510
20200303T172827.10_5E621DCA.MER.DET.WLT5           -14.657351    -169.305222      1513
20200306T002737.10_5E621DCA.MER.DET.WLT5           -14.655960    -169.312607      1538
20200306T041004.10_5E621DCA.MER.DET.WLT5           -14.655866    -169.313095      1539
20200307T050552.10_5E6D96A0.MER.DET.WLT5           -14.654436    -169.317139      1492
20200307T112556.10_5E65650A.MER.DET.WLT5           -14.654165    -169.316879      1491
20200307T114807.10_5E6992E4.MER.DET.WLT5           -14.654149    -169.316864      1487
20200307T142020.10_5E6D96A0.MER.DET.WLT5           -14.654040    -169.316757      1497
20200307T164509.10_5E6992E4.MER.DET.WLT5           -14.653937    -169.316666      1500
20200307T202947.10_5E6D96A0.MER.DET.WLT5           -14.653777    -169.316513      1500
20200307T230244.10_5E65650A.MER.DET.WLT5           -14.653667    -169.316406      1504
20200308T030657.10_5E65650A.MER.DET.WLT5           -14.653494    -169.316238      1497
20200308T055541.10_5E65650A.MER.DET.WLT5           -14.653373    -169.316132      1514
20200308T062006.10_5E65650A.MER.DET.WLT5           -14.653356    -169.316101      1504
20200308T100801.10_5E65650A.MER.DET.WLT5           -14.653193    -169.315948      1495
20200308T112722.10_5E65650A.MER.DET.WLT5           -14.653136    -169.315903      1496
20200308T115651.10_5E65650A.MER.DET.WLT5           -14.653115    -169.315887      1510
20200308T141616.10_5E6992E4.MER.DET.WLT5           -14.653016    -169.315781      1497
20200308T151512.10_5E65650A.MER.DET.WLT5           -14.652974    -169.315750      1505
20200308T154550.10_5E65650A.MER.DET.WLT5           -14.652952    -169.315720      1509
20200308T160051.10_5E6992E4.MER.DET.WLT5           -14.652942    -169.315720      1519
20200309T205120.10_5E6D96A0.MER.DET.WLT5           -14.665839    -169.310989      1527
20200310T073115.10_5E6992E4.MER.DET.WLT5           -14.664533    -169.314529      1537
20200310T101138.10_5E6992E4.MER.DET.WLT5           -14.664206    -169.315414      1542
20200310T102750.10_5E6D96A0.MER.DET.WLT5           -14.664173    -169.315506      1543
20200310T105831.10_5E6D96A0.MER.DET.WLT5           -14.664110    -169.315674      1539
20200310T195417.10_5E6992E4.MER.DET.WLT5           -14.663017    -169.318634      1539
20200310T213952.10_5E6992E4.MER.DET.WLT5           -14.662802    -169.319214      1536
20200311T030544.10_5E6D96A0.MER.DET.WLT5           -14.662136    -169.321014      1543
20200311T195359.10_5E6992E4.MER.DET.WLT5           -14.660079    -169.326584      1509
20200312T205201.10_5E6D96A0.MER.DET.WLT5           -14.672725    -169.324371      1486
20200314T211017.10_5E6D96A0.MER.DET.WLT5           -14.660092    -169.329391      1512
20200315T213235.10_5E80B550.MER.DET.WLT5           -14.663118    -169.321686      1513
20200315T215103.10_5E7D0424.MER.DET.WLT5           -14.662973    -169.321625      1511
20200315T221754.10_5E7D0424.MER.DET.WLT5           -14.662764    -169.321548      1511
20200315T223154.10_5E709976.MER.DET.WLT5           -14.662655    -169.321518      1509
20200315T224137.10_5E76C10C.MER.DET.WLT5           -14.662579    -169.321487      1507
20200315T233509.10_5E83EA01.MER.DET.WLT5           -14.662160    -169.321320      1510
20200315T235809.10_5E739FA8.MER.DET.WLT5           -14.661981    -169.321259      1511
20200316T001833.10_5E739FA8.MER.DET.WLT5           -14.661821    -169.321198      1513
20200316T002604.10_5E739FA8.MER.DET.WLT5           -14.661762    -169.321182      1513
20200316T003253.10_5E709976.MER.DET.WLT5           -14.661709    -169.321152      1511
20200316T003715.10_5E7D0424.MER.DET.WLT5           -14.661675    -169.321136      1511
20200316T004120.10_5E709976.MER.DET.WLT5           -14.661643    -169.321136      1511
20200316T004930.10_5E709976.MER.DET.WLT5           -14.661579    -169.321106      1513
20200316T005652.10_5E709976.MER.DET.WLT5           -14.661522    -169.321091      1514
20200316T042037.10_5E955B88.MER.DET.WLT5           -14.659930    -169.320480      1503
20200316T051650.10_5E739FA8.MER.DET.WLT5           -14.659491    -169.320312      1512
20200316T054522.10_5E98A3CA.MER.DET.WLT5           -14.659267    -169.320236      1507
20200316T061846.10_5E8A3C50.MER.DET.WLT5           -14.659007    -169.320145      1509
20200316T063958.10_5E709976.MER.DET.WLT5           -14.658841    -169.320068      1512
20200316T074926.10_5E83EA01.MER.DET.WLT5           -14.658298    -169.319870      1513
20200316T081955.10_5E76C10C.MER.DET.WLT5           -14.658060    -169.319778      1522
20200316T092414.10_5E709976.MER.DET.WLT5           -14.657557    -169.319595      1517
20200316T093219.10_5EA4AE60.MER.DET.WLT5           -14.657495    -169.319565      1518
20200316T094049.10_5E79D332.MER.DET.WLT5           -14.657428    -169.319550      1518
20200316T094559.10_5E76C10C.MER.DET.WLT5           -14.657388    -169.319534      1518
20200316T095235.10_5E9E3C06.MER.DET.WLT5           -14.657336    -169.319504      1519
20200316T112222.10_5E739FA8.MER.DET.WLT5           -14.656634    -169.319244      1520
20200316T114226.10_5EC9121B.MER.DET.WLT5           -14.656478    -169.319183      1521
20200316T114624.10_5EBB48FA.MER.DET.WLT5           -14.656446    -169.319168      1521
20200316T120527.10_5E7D0424.MER.DET.WLT5           -14.656298    -169.319122      1521
20200316T130303.10_5E76C10C.MER.DET.WLT5           -14.655848    -169.318954      1519
20200316T131323.10_5EA7C50A.MER.DET.WLT5           -14.655767    -169.318924      1518
20200316T132136.10_5E76C10C.MER.DET.WLT5           -14.655704    -169.318893      1519
20200316T133304.10_5E83EA01.MER.DET.WLT5           -14.655614    -169.318863      1523
20200316T142935.10_5E80B550.MER.DET.WLT5           -14.655172    -169.318695      1516
20200316T144943.10_5E709976.MER.DET.WLT5           -14.655015    -169.318634      1520
20200316T145634.10_5E7D0424.MER.DET.WLT5           -14.654961    -169.318619      1520
20200316T150043.10_5E7D0424.MER.DET.WLT5           -14.654929    -169.318604      1520
20200316T151449.10_5E91A8A7.MER.DET.WLT5           -14.654819    -169.318558      1517
20200316T152713.10_5EABA490.MER.DET.WLT5           -14.654721    -169.318527      1517
20200316T155428.10_5E98A3CA.MER.DET.WLT5           -14.654509    -169.318451      1518
20200316T161434.10_5E739FA8.MER.DET.WLT5           -14.654351    -169.318390      1513
20200316T162400.10_5EA7C50A.MER.DET.WLT5           -14.654278    -169.318359      1512
20200316T174744.10_5E79D332.MER.DET.WLT5           -14.653624    -169.318115      1521
20200316T180223.10_5E86F008.MER.DET.WLT5           -14.653509    -169.318069      1517
20200316T183005.10_5E76C10C.MER.DET.WLT5           -14.653293    -169.317993      1519
20200316T191615.10_5E79D332.MER.DET.WLT5           -14.652932    -169.317856      1513
20200316T202244.10_5EA18B48.MER.DET.WLT5           -14.652412    -169.317657      1517
20200316T204354.10_5EA18B48.MER.DET.WLT5           -14.652247    -169.317596      1523
20200316T210404.10_5E98A3CA.MER.DET.WLT5           -14.652090    -169.317535      1529
20200316T212653.10_5E79D332.MER.DET.WLT5           -14.651912    -169.317459      1529
20200316T223311.10_5EAEF8C0.MER.DET.WLT5           -14.651394    -169.317276      1525
20200316T225512.10_5E8A3C50.MER.DET.WLT5           -14.651221    -169.317200      1525
20200316T231159.10_5E8A3C50.MER.DET.WLT5           -14.651091    -169.317154      1525
20200316T233549.10_5E709976.MER.DET.WLT5           -14.650904    -169.317093      1526
20200316T235451.10_5E79D332.MER.DET.WLT5           -14.650755    -169.317032      1523
20200317T001243.10_5E7D0424.MER.DET.WLT5           -14.650616    -169.316971      1523
20200317T003128.10_5E7D0424.MER.DET.WLT5           -14.650469    -169.316925      1528
20200317T011328.10_5E83EA01.MER.DET.WLT5           -14.650141    -169.316803      1527
20200317T012417.10_5E8A3C50.MER.DET.WLT5           -14.650057    -169.316772      1527
20200317T014515.10_5E80B550.MER.DET.WLT5           -14.649893    -169.316711      1530
20200317T020823.10_5E79D332.MER.DET.WLT5           -14.649713    -169.316635      1529
20200317T022444.10_5E79D332.MER.DET.WLT5           -14.649585    -169.316589      1526
20200317T024757.10_5E739FA8.MER.DET.WLT5           -14.649403    -169.316528      1531
20200317T031352.10_5E739FA8.MER.DET.WLT5           -14.649200    -169.316452      1527
20200317T032731.10_5E8DB4F8.MER.DET.WLT5           -14.649094    -169.316406      1527
20200317T033704.10_5E91A8A7.MER.DET.WLT5           -14.649019    -169.316376      1529
20200317T034508.10_5EC1DDB1.MER.DET.WLT5           -14.648956    -169.316360      1530
20200317T035441.10_5EA7C50A.MER.DET.WLT5           -14.648882    -169.316330      1531
20200318T031706.10_5E86F008.MER.DET.WLT5           -14.646638    -169.306137      1520
20200318T032635.10_5E86F008.MER.DET.WLT5           -14.646554    -169.306107      1518
20200318T033937.10_5E98A3CA.MER.DET.WLT5           -14.646441    -169.306076      1515
20200318T042206.10_5E955B88.MER.DET.WLT5           -14.646068    -169.306000      1518
20200318T043158.10_5E9E3C06.MER.DET.WLT5           -14.645981    -169.305969      1517
20200318T044546.10_5E8A3C50.MER.DET.WLT5           -14.645860    -169.305954      1517
20200318T052240.10_5EABA490.MER.DET.WLT5           -14.645536    -169.305878      1513
20200318T054959.10_5E8DB4F8.MER.DET.WLT5           -14.645297    -169.305817      1505
20200318T060542.10_5E9E3C06.MER.DET.WLT5           -14.645159    -169.305786      1509
20200318T063534.10_5EA4AE60.MER.DET.WLT5           -14.644897    -169.305725      1511
20200318T075341.10_5EA4AE60.MER.DET.WLT5           -14.644212    -169.305557      1515
20200318T080956.10_5E955B88.MER.DET.WLT5           -14.644070    -169.305527      1517
20200318T090342.10_5E9E3C06.MER.DET.WLT5           -14.643598    -169.305420      1517
20200318T094531.10_5EA7C50A.MER.DET.WLT5           -14.643231    -169.305328      1519
20200318T101724.10_5E955B88.MER.DET.WLT5           -14.642952    -169.305267      1527
20200318T103546.10_5EBB48FA.MER.DET.WLT5           -14.642791    -169.305222      1529
20200318T110225.10_5EBB48FA.MER.DET.WLT5           -14.642557    -169.305176      1519
20200318T130522.10_5EBB48FA.MER.DET.WLT5           -14.641479    -169.304916      1528
20200318T140430.10_5EAEF8C0.MER.DET.WLT5           -14.640960    -169.304794      1523
20200318T172517.10_5E80B550.MER.DET.WLT5           -14.639199    -169.304382      1532
20200318T180239.10_5ED44100.MER.DET.WLT5           -14.638871    -169.304306      1528
20200318T185117.10_5ED44100.MER.DET.WLT5           -14.638445    -169.304199      1524
20200318T190449.10_5EA18B48.MER.DET.WLT5           -14.638326    -169.304169      1526
20200318T192800.10_5EAEF8C0.MER.DET.WLT5           -14.638123    -169.304123      1528
20200318T194612.10_5EABA490.MER.DET.WLT5           -14.637963    -169.304092      1527
20200318T200744.10_5E80B550.MER.DET.WLT5           -14.637774    -169.304047      1527
20200318T202256.10_5E8A3C50.MER.DET.WLT5           -14.637641    -169.304016      1526
20200318T205202.10_5E91A8A7.MER.DET.WLT5           -14.637386    -169.303955      1515
