#automaid v3.4.0-Z (https://github.com/earthscopeoceans/automaid)
#created 2021-05-28T16:42:41Z
#                               filename          interp_STLA    interp_STLO      STDP
20180909T193853.19_5D775F1A.MER.REQ.WLT5           -15.447276    -130.757126    -12345
20180910T042400.19_5D775F1A.MER.REQ.WLT5           -15.450625    -130.759323    -12345
20180910T042554.19_5B963E96.MER.DET.WLT5           -15.450638    -130.759323      1505
20180916T211618.19_5D775F1A.MER.REQ.WLT5           -15.472367    -130.753342    -12345
20180916T211807.19_5B9F18E0.MER.DET.WLT5           -15.472371    -130.753342      1515
20180928T063337.19_5D775F1A.MER.REQ.WLT5           -15.386719    -130.642715    -12345
20180928T104409.19_5D775F1A.MER.REQ.WLT3           -15.384778    -130.641403    -12345
20180930T105819.19_5BB0FA92.MER.DET.WLT5           -15.362350    -130.626297      1514
20181010T205647.19_5D775F1A.MER.REQ.WLT5           -15.295026    -130.623474    -12345
20181010T232542.19_5D6C3A44.MER.REQ.WLT5           -15.294772    -130.623611    -12345
20181016T003436.19_5D6C3A44.MER.REQ.WLT5           -15.282407    -130.630295    -12345
20181016T003629.19_5BC58052.MER.DET.WLT5           -15.282403    -130.630295      1506
20181022T054654.19_5D6C3A44.MER.REQ.WLT5           -15.292212    -130.612976    -12345
20181022T062342.19_5D6C3A44.MER.REQ.WLT5           -15.292227    -130.612915    -12345
20181025T231110.19_5D661368.MER.REQ.WLT5           -15.302966    -130.601349    -12345
20181025T231300.19_5BD80EDE.MER.DET.WLT5           -15.302976    -130.601334      1510
20181030T022101.19_5BD80EDE.MER.DET.WLT5           -15.331718    -130.577255      1518
20181108T222034.19_5D661368.MER.REQ.WLT5           -15.422637    -130.528732    -12345
20181115T201136.19_5D661368.MER.REQ.WLT5           -15.416061    -130.470200    -12345
20181130T173950.19_5C01C44A.MER.DET.WLT5           -15.425658    -130.470230      1528
20181205T042432.19_5D661368.MER.REQ.WLT5           -15.396057    -130.508621    -12345
20181205T042621.19_5C07A266.MER.DET.WLT5           -15.396047    -130.508621      1509
20181211T023523.19_5D6251E2.MER.REQ.WLT5           -15.377176    -130.561417    -12345
20181211T023717.19_5C0F7772.MER.DET.WLT5           -15.377172    -130.561417      1539
20181220T171316.19_5C206656.MER.DET.WLT5           -15.383308    -130.694382      1511
20181220T185319.19_5C206656.MER.DET.WLT5           -15.384108    -130.695206      1519
20181223T231453.19_5C206656.MER.DET.WLT5           -15.420694    -130.732727      1508
20181229T001003.19_5D6251E2.MER.REQ.WLT5           -15.476091    -130.775696    -12345
20190106T135814.19_5D6251E2.MER.REQ.WLT5           -15.544205    -130.839966    -12345
20190120T013903.19_5D6251E2.MER.REQ.WLT5           -15.620749    -130.848389    -12345
20190122T014057.19_5D6251E2.MER.REQ.WLT5           -15.624131    -130.830872    -12345
20190122T191714.19_5D6251E2.MER.REQ.WLT5           -15.625372    -130.824448    -12345
20190201T161927.19_5D572AE0.MER.REQ.WLT5           -15.556465    -130.724991    -12345
20190222T102314.19_5D572AE0.MER.REQ.WLT5           -15.432621    -130.608292    -12345
20190222T102500.19_5C794308.MER.DET.WLT5           -15.432636    -130.608307      1511
20190301T085647.19_5D572AE0.MER.REQ.WLT5           -15.518196    -130.619858    -12345
20190301T085838.19_5C794308.MER.DET.WLT5           -15.518212    -130.619858      1514
20190306T155112.19_5D572AE0.MER.REQ.WLT5           -15.541107    -130.593246    -12345
20190320T153219.19_5C92AAB4.MER.DET.WLT5           -15.545623    -130.399597      1529
20190402T214422.19_5D572AE0.MER.REQ.WLT5           -15.391758    -130.349777    -12345
20190405T162320.19_5DC55A1C.MER.REQ.WLT5           -15.343438    -130.331009    -12345
20190409T180307.19_5DC55A1C.MER.REQ.WLT5           -15.292694    -130.282669    -12345
20190409T180456.19_5CAD2DF7.MER.DET.WLT5           -15.292682    -130.282654      1499
20190412T081143.19_5DC55A1C.MER.REQ.WLT5           -15.264338    -130.262802    -12345
20190423T020846.19_5DC55A1C.MER.REQ.WLT5           -15.170732    -130.103516    -12345
20190526T074707.19_5DBA2FE8.MER.REQ.WLT5           -15.420285    -129.757294    -12345
20190526T074858.19_5CEA9103.MER.DET.WLT5           -15.420295    -129.757294      1520
20190530T090852.19_5DBA2FE8.MER.REQ.WLT5           -15.408195    -129.787567    -12345
20190828T000610.19_5D661368.MER.DET.WLT5           -15.887236    -129.685760      1508
20190901T160022.19_5D6C3A44.MER.DET.WLT5           -15.918836    -129.692291      1511
20191204T201757.19_5DF1DDE4.MER.DET.WLT5           -16.289936    -129.651718      1489
20200325T030113.19_5E7B1874.MER.DET.WLT5           -16.461037    -129.093094      1533
20200424T054117.19_5EA7A566.MER.DET.WLT5           -16.290632    -128.719711      1536
20200618T125709.19_5EF26FEA.MER.DET.WLT5           -16.574192    -127.934647      1472
20200623T153556.19_5EF26FEA.MER.DET.WLT5           -16.573380    -127.936043      1503
20200722T062331.19_5F182A08.MER.DET.WLT5           -16.454184    -128.072968      1508
20200815T065814.19_6098DD20.MER.REQ.WLT5           -16.453894    -128.231461    -12345
20201006T101753.19_5F7C6466.MER.DET.WLT5           -16.014275    -128.254227       509
20201010T133634.19_6098DD20.MER.REQ.WLT5           -15.914630    -128.232635    -12345
