#automaid v3.4.0-Z (https://github.com/earthscopeoceans/automaid)
#created 2021-05-28T16:42:41Z
#                               filename          interp_STLA    interp_STLO      STDP
20201019T210459.19_5F8E1E24.MER.DET.WLT5           -15.668245    -128.125565       521
20210121T183523.19_6009E7DE.MER.DET.WLT5           -14.649053    -126.658264       511
20210123T234630.19_600CD3C2.MER.DET.WLT5           -14.695013    -126.577240       515
20210127T213308.19_6011FBFE.MER.DET.WLT5           -14.811818    -126.436790       531
20210203T052844.19_601A5434.MER.DET.WLT5           -15.123892    -126.293915       523
20210212T171942.19_6031524B.MER.DET.WLT5           -15.403462    -126.199013       523
20210225T225555.19_603CD134.MER.DET.WLT5           -15.560651    -126.247276       520
20210227T203433.19_603CD134.MER.DET.WLT5           -15.566840    -126.269623       511
20210304T133512.19_604100E8.MER.DET.WLT5           -15.559233    -126.333534       508
20210312T001010.19_604AD000.MER.DET.WLT5           -15.568014    -126.406998       524
20210405T074543.19_606ADD77.MER.DET.WLT5           -15.700235    -126.402275       503
