#automaid v3.4.0-Z (https://github.com/earthscopeoceans/automaid)
#created 2021-05-28T16:42:41Z
#                               filename          interp_STLA    interp_STLO      STDP
20190208T164850.20_5C5E0156.MER.DET.WLT5           -20.270315    -129.916840      1508
20190212T022647.20_5C627CD6.MER.DET.WLT5           -20.246748    -129.928024      1496
20190222T102315.20_5D56E38D.MER.REQ.WLT5           -20.235445    -129.924011    -12345
20190222T102500.20_5C78BEBA.MER.DET.WLT5           -20.235453    -129.924011      1501
20190306T155059.20_5D56E38D.MER.REQ.WLT5           -20.341343    -129.971512    -12345
20190402T214446.20_5D56E38D.MER.REQ.WLT5           -20.594357    -130.304321    -12345
20190412T081143.20_5DBFFA2A.MER.REQ.WLT5           -20.635979    -130.474716    -12345
20190419T070307.20_5CC36E5E.MER.DET.WLT5           -20.668533    -130.568298      1478
20190419T091818.20_5CC36E5E.MER.DET.WLT5           -20.669199    -130.569168      1480
20190419T125353.20_5CC36E5E.MER.DET.WLT5           -20.670259    -130.570572      1493
20190423T020846.20_5DBFFA2A.MER.REQ.WLT5           -20.695425    -130.603699    -12345
20190427T141244.20_5CC800B0.MER.DET.WLT5           -20.727459    -130.650970      1496
20190428T203950.20_5CC800B0.MER.DET.WLT5           -20.736963    -130.662613      1521
20190430T022143.20_5CC800B0.MER.DET.WLT5           -20.746233    -130.673981      1521
20190514T130905.20_5CDB0CA7.MER.DET.WLT5           -20.856518    -130.921799      1535
20190521T224107.20_5CE4CB94.MER.DET.WLT5           -20.884102    -131.000397      1517
20190523T181053.20_5CEA9555.MER.DET.WLT5           -20.881817    -131.017303      1510
20190526T074719.20_5DBB3686.MER.REQ.WLT5           -20.877695    -131.033783    -12345
20190526T074909.20_5CEA9555.MER.DET.WLT5           -20.877693    -131.033798      1521
20190530T090922.20_5DBB3686.MER.REQ.WLT5           -20.872417    -131.065750    -12345
20190708T031200.20_5D230275.MER.DET.WLT5           -21.137850    -131.271729      1508
20190710T154147.20_5D2655AB.MER.DET.WLT5           -21.153717    -131.270065      1527
20190711T152538.20_5D2F100C.MER.DET.WLT5           -21.160009    -131.274246      1503
20190717T063908.20_5D2F100C.MER.DET.WLT5           -21.182070    -131.288956      1512
20190721T083446.20_5D348358.MER.DET.WLT5           -21.176773    -131.289291      1516
20190721T094321.20_5D348358.MER.DET.WLT5           -21.176636    -131.289383      1513
20190724T080255.20_5D385E00.MER.DET.WLT5           -21.176905    -131.347504      1518
20190726T215457.20_5D3BC490.MER.DET.WLT5           -21.180325    -131.378540      1529
20190802T214140.20_5D44FC82.MER.DET.WLT5           -21.186680    -131.404343      1548
20190808T010352.20_5D4BC36F.MER.DET.WLT5           -21.178537    -131.426880      1518
20190821T152910.20_5D5DB190.MER.DET.WLT5           -21.127911    -131.567184      1509
20190827T015156.20_5D64D97A.MER.DET.WLT5           -21.176151    -131.565170      1514
20190831T064306.20_5D6A6062.MER.DET.WLT5           -21.204357    -131.547012      1499
20190901T155959.20_5D6E43E4.MER.DET.WLT5           -21.215441    -131.538071      1515
20190901T185006.20_5D6E43E4.MER.DET.WLT5           -21.216549    -131.537598      1516
20190902T014350.20_5D6E43E4.MER.DET.WLT5           -21.219242    -131.536438      1531
20190903T050421.20_5D6E43E4.MER.DET.WLT5           -21.229925    -131.531860      1525
20190904T045943.20_5D71ECD7.MER.DET.WLT5           -21.234612    -131.524933      1515
20190904T061653.20_5D71ECD7.MER.DET.WLT5           -21.234701    -131.524979      1508
20190904T221203.20_5D71ECD7.MER.DET.WLT5           -21.235821    -131.525589      1528
20190905T234556.20_5D71ECD7.MER.DET.WLT5           -21.237619    -131.526566      1541
20190910T100856.20_5D77C388.MER.DET.WLT5           -21.211388    -131.538559      1506
20190912T035349.20_5D82E392.MER.DET.WLT5           -21.213884    -131.557419      1525
20190920T162835.20_5D864B34.MER.DET.WLT5           -21.204990    -131.598526      1530
20190920T174822.20_5D864B34.MER.DET.WLT5           -21.204624    -131.598480      1531
20190921T102202.20_5D864B34.MER.DET.WLT5           -21.200052    -131.597977      1530
20190922T135105.20_5D916CF2.MER.DET.WLT5           -21.186083    -131.603546      1480
20190922T205039.20_5D916CF2.MER.DET.WLT5           -21.183334    -131.604889      1496
20190923T014712.20_5D916CF2.MER.DET.WLT5           -21.181391    -131.605820      1493
20190930T200453.20_5D9491FA.MER.DET.WLT5           -21.115166    -131.628830      1500
20191001T013518.20_5D9491FA.MER.DET.WLT5           -21.115253    -131.628830      1505
20191001T021345.20_5D9491FA.MER.DET.WLT5           -21.115263    -131.628830      1510
20191001T030052.20_5D9491FA.MER.DET.WLT5           -21.115276    -131.628830      1509
20191002T062451.20_5D9491FA.MER.DET.WLT5           -21.115711    -131.628845      1507
20191003T054955.20_5D9C0EDC.MER.DET.WLT5           -21.116884    -131.620407      1508
20191003T123650.20_5D9C0EDC.MER.DET.WLT5           -21.115406    -131.621414      1520
20191007T224903.20_5D9C0EDC.MER.DET.WLT5           -21.092232    -131.637192      1505
20191009T053046.20_5D9F3D8C.MER.DET.WLT5           -21.078918    -131.620636      1524
20191010T085607.20_5D9F3D8C.MER.DET.WLT5           -21.069925    -131.617645      1519
20191011T073001.20_5DA23B0C.MER.DET.WLT5           -21.067499    -131.604721      1505
20191011T214032.20_5DA23B0C.MER.DET.WLT5           -21.067577    -131.602737      1496
20191012T061609.20_5DA23B0C.MER.DET.WLT5           -21.067627    -131.601547      1479
20191012T074859.20_5DA23B0C.MER.DET.WLT5           -21.067635    -131.601318      1484
20191012T101005.20_5DA23B0C.MER.DET.WLT5           -21.067648    -131.600998      1479
20191012T152225.20_5DA23B0C.MER.DET.WLT5           -21.067678    -131.600266      1481
20191017T165630.20_5DA8ECCD.MER.DET.WLT5           -21.054575    -131.571960      1518
20191018T223717.20_5DB00FD6.MER.DET.WLT5           -21.063602    -131.553207      1535
20191018T225328.20_5DB00FD6.MER.DET.WLT5           -21.063698    -131.553101      1531
20191019T013045.20_5DB00FD6.MER.DET.WLT5           -21.064631    -131.552109      1544
20191019T013507.20_5DB00FD6.MER.DET.WLT5           -21.064655    -131.552078      1543
20191019T014710.20_5DB00FD6.MER.DET.WLT5           -21.064728    -131.552002      1537
20191023T030924.20_5DB00FD6.MER.DET.WLT5           -21.099319    -131.515091      1513
20191104T044500.20_5DBFFA2A.MER.DET.WLT5           -21.300354    -131.456207      1499
20191105T062343.20_5DC59660.MER.DET.WLT5           -21.324093    -131.470520      1516
20191105T063807.20_5DC59660.MER.DET.WLT5           -21.324263    -131.470627      1514
20191105T104704.20_5DC59660.MER.DET.WLT5           -21.327192    -131.472336      1521
20191108T105029.20_5DC59660.MER.DET.WLT5           -21.378073    -131.501923      1505
20191109T140723.20_5DCD002C.MER.DET.WLT5           -21.406544    -131.511002      1500
20191109T141912.20_5DCD002C.MER.DET.WLT5           -21.406725    -131.511063      1502
20191109T142457.20_5DCD002C.MER.DET.WLT5           -21.406815    -131.511108      1503
20191114T014950.20_5DCD002C.MER.DET.WLT5           -21.505997    -131.547607      1526
20191115T053038.20_5DD20710.MER.DET.WLT5           -21.523769    -131.548599      1521
20191115T054423.20_5DD20710.MER.DET.WLT5           -21.523983    -131.548645      1524
20191116T000339.20_5DD20710.MER.DET.WLT5           -21.541132    -131.553345      1535
20191117T211738.20_5DD20710.MER.DET.WLT5           -21.583469    -131.564941      1502
20200815T070613.20_609B143E.MER.REQ.WLT5           -20.430387    -131.163193    -12345
20201010T134106.20_609B143E.MER.REQ.WLT5           -20.300673    -130.961761    -12345
20201019T204959.20_601AF689.MER.REQ.RAW            -20.364138    -131.112640    -12345
