#automaid v3.4.0-Z (https://github.com/earthscopeoceans/automaid)
#created 2021-05-28T16:42:41Z
#                               filename          interp_STLA    interp_STLO      STDP
20180916T211543.21_5D828DC2.MER.REQ.WLT5           -23.524294    -133.433411    -12345
20180916T211731.21_5B9F171E.MER.DET.WLT5           -23.524271    -133.433426      1510
20180928T063337.21_5D828DC2.MER.REQ.WLT5           -23.410002    -133.517273    -12345
20180928T104240.21_5D828DC2.MER.REQ.WLT3           -23.409025    -133.517532    -12345
20180930T105755.21_5BB0F8F6.MER.DET.WLT5           -23.397680    -133.520660      1499
20181010T205630.21_5D77601C.MER.REQ.WLT5           -23.399727    -133.612595    -12345
20181010T232603.21_5D77601C.MER.REQ.WLT5           -23.400202    -133.613007    -12345
20181016T003402.21_5D77601C.MER.REQ.WLT5           -23.423246    -133.632706    -12345
20181016T010933.21_5D77601C.MER.REQ.WLT5           -23.423359    -133.632812    -12345
20181022T054745.21_5D77601C.MER.REQ.WLT5           -23.472107    -133.654999    -12345
20181022T062434.21_5D6C3888.MER.REQ.WLT5           -23.472307    -133.655121    -12345
20181109T020514.21_5D6C3888.MER.REQ.WLT5           -23.567772    -134.008636    -12345
20181115T201111.21_5D6C3888.MER.REQ.WLT5           -23.531559    -134.159409    -12345
20181118T203115.21_5BF21C91.MER.DET.WLT5           -23.503983    -134.214081      1513
20181130T174024.21_5C01C1F2.MER.DET.WLT5           -23.509815    -134.149780      1517
20181205T042355.21_5D6C3888.MER.REQ.WLT5           -23.594217    -134.057358    -12345
20181205T042559.21_5C07A4F6.MER.DET.WLT5           -23.594244    -134.057327      1530
20181211T023454.21_5D62564B.MER.REQ.WLT5           -23.658947    -133.953979    -12345
20181211T023650.21_5C0F72FF.MER.DET.WLT5           -23.658960    -133.953964      1512
20181223T231423.21_5C20677C.MER.DET.WLT5           -23.605644    -133.722672      1517
20181229T001003.21_5D62564B.MER.REQ.WLT5           -23.527569    -133.600449    -12345
20190106T135814.21_5D62564B.MER.REQ.WLT5           -23.294121    -133.402206    -12345
20190120T013856.21_5D62564B.MER.REQ.WLT5           -22.747843    -133.079056    -12345
20190122T014057.21_5D62564B.MER.REQ.WLT5           -22.666374    -133.025284    -12345
20190122T153237.21_5D62564B.MER.REQ.WLT5           -22.642866    -133.009781    -12345
20190201T162008.21_5D572BAA.MER.REQ.WLT5           -22.306530    -132.730255    -12345
20190222T102334.21_5D572BAA.MER.REQ.WLT5           -22.413080    -132.258362    -12345
20190222T102520.21_5C7945D8.MER.DET.WLT5           -22.413113    -132.258347      1509
20190301T085652.21_5D572BAA.MER.REQ.WLT5           -22.599436    -132.175568    -12345
20190301T085842.21_5C7945D8.MER.DET.WLT5           -22.599470    -132.175552      1516
20190306T155037.21_5D572BAA.MER.REQ.WLT5           -22.734964    -132.038345    -12345
20190402T214452.21_5D572BAA.MER.REQ.WLT5           -22.662107    -131.504517    -12345
20190405T162251.21_5DC4E99C.MER.REQ.WLT5           -22.578247    -131.472290    -12345
20190409T180237.21_5DC4E99C.MER.REQ.WLT5           -22.435129    -131.431992    -12345
20190409T180427.21_5CAD2F9C.MER.DET.WLT5           -22.435083    -131.431976      1534
20190412T081143.21_5DC4E99C.MER.REQ.WLT5           -22.349957    -131.425552    -12345
20190423T020846.21_5DC4E99C.MER.REQ.WLT5           -22.076538    -131.425919    -12345
20190514T130919.21_5CE4D65C.MER.DET.WLT5           -21.743641    -131.336761      1527
20190526T074720.21_5DB9C06A.MER.REQ.WLT5           -21.741829    -131.082779    -12345
20190526T074911.21_5CEA95EC.MER.DET.WLT5           -21.741835    -131.082733      1535
20190530T090926.21_5DB9C06A.MER.REQ.WLT5           -21.799452    -130.963684    -12345
20190715T083219.21_5D2C883C.MER.DET.WLT5           -22.099461    -130.000549      1483
20190901T160006.21_5D6C3888.MER.DET.WLT5           -22.902599    -130.347382      1532
20190926T164343.21_5D8D3B26.MER.DET.WLT5           -22.658932    -130.245728      1522
20200128T191939.21_5E30D749.MER.DET.WLT5           -22.339968    -129.371811      1501
20200603T074334.21_5ED7A374.MER.DET.WLT5           -21.298824    -129.683044      1519
20200618T125633.21_5EEBB1D2.MER.DET.WLT5           -21.417786    -130.000427      1523
20200712T213058.21_5F0D1428.MER.DET.WLT5           -21.669559    -130.429626      1512
20200717T030050.21_5F1163F2.MER.DET.WLT5           -21.734228    -130.536957      1526
20200722T062351.21_5F182AB3.MER.DET.WLT5           -21.821692    -130.681961      1508
20200815T065653.21_609FFF6C.MER.REQ.WLT5           -22.032795    -131.173080    -12345
20201006T101728.21_5F7C7B7E.MER.DET.WLT5           -22.291983    -130.986771      1039
20201010T133155.21_609FFF6C.MER.REQ.WLT5           -22.345289    -130.892670    -12345
20201108T211831.21_5FA8992E.MER.DET.WLT5           -22.538982    -130.248657      1033
20201129T015326.21_5FC33604.MER.DET.WLT5           -22.543150    -129.494781      1019
20201201T120602.21_5FC66796.MER.DET.WLT5           -22.474928    -129.410263      1006
20201225T061535.21_5FE5BC2E.MER.DET.WLT5           -22.519979    -129.031967      1025
20201227T214634.21_5FE93B0C.MER.DET.WLT5           -22.555662    -129.021317      1029
20201230T001646.21_5FEFE5BE.MER.DET.WLT5           -22.591782    -129.005859      1030
20210101T231641.21_5FEFE5BE.MER.DET.WLT5           -22.630346    -128.981644      1034
20210102T195635.21_5FF50DA0.MER.DET.WLT5           -22.641220    -128.985428       991
20210102T205146.21_5FF50DA0.MER.DET.WLT5           -22.641726    -128.985428       991
20210102T232233.21_5FF50DA0.MER.DET.WLT5           -22.643103    -128.985413       984
20210105T211856.21_5FF50DA0.MER.DET.WLT5           -22.681433    -128.984955      1002
20210107T031228.21_60008B80.MER.DET.WLT5           -22.683533    -128.976608      1010
20210124T081551.21_6014442C.MER.DET.WLT5           -22.704893    -128.729507      1006
20210125T064453.21_6014442C.MER.DET.WLT5           -22.717133    -128.707993      1016
20210125T072346.21_6014442C.MER.DET.WLT5           -22.717485    -128.707367      1014
20210129T132121.21_6014442C.MER.DET.WLT5           -22.772993    -128.609787      1010
20210130T103339.21_601A65F8.MER.DET.WLT5           -22.785524    -128.592606       984
20210130T142919.21_601A65F8.MER.DET.WLT5           -22.788979    -128.589813       990
20210130T174459.21_602E8288.MER.REQ.RAW            -22.791845    -128.587494    -12345
20210130T174922.21_601A65F8.MER.DET.WLT5           -22.791908    -128.587448       993
20210130T213539.21_601A65F8.MER.DET.WLT5           -22.795223    -128.584763       991
20210131T101150.21_601A65F8.MER.DET.WLT5           -22.806303    -128.575821       992
20210203T050450.21_601A65F8.MER.DET.WLT5           -22.865097    -128.528305      1004
20210207T020911.21_601F831E.MER.DET.WLT5           -22.968946    -128.438004      1007
20210210T132812.21_60241698.MER.DET.WLT5           -23.100248    -128.362701      1030
20210217T190223.21_602DA1E2.MER.DET.WLT5           -23.297640    -128.249710      1024
20210401T151729.21_606EFBC2.MER.DET.WLT5           -23.477951    -127.456268      1020
20210428T023924.21_60890154.MER.DET.WLT5           -23.147110    -127.347221       986
