#automaid v3.4.0-Z (https://github.com/earthscopeoceans/automaid)
#created 2021-05-28T16:42:41Z
#                               filename          interp_STLA    interp_STLO      STDP
20190122T051844.11_5D579090.MER.REQ.WLT5           -15.156258    -159.535904    -12345
20190122T191709.11_5D579090.MER.REQ.WLT5           -15.151606    -159.527710    -12345
20190222T102607.11_5D579090.MER.REQ.WLT5           -14.987166    -159.514511    -12345
20190222T102757.11_5C701EEA.MER.DET.WLT5           -14.987168    -159.514526      1542
20190227T022134.11_5C794578.MER.DET.WLT5           -15.002815    -159.528641      1530
20190301T085929.11_5D579090.MER.REQ.WLT5           -15.009920    -159.540146    -12345
20190301T090122.11_5C794578.MER.DET.WLT5           -15.009924    -159.540146      1509
20190306T154803.11_5D579090.MER.REQ.WLT5           -14.981003    -159.530853    -12345
20190315T175643.11_5C8C3422.MER.DET.WLT5           -14.909109    -159.505127      1521
20190319T222935.11_5C91BFB7.MER.DET.WLT5           -14.897497    -159.477615      1515
20190319T223322.11_5C91BFB7.MER.DET.WLT5           -14.897489    -159.477585      1514
20190328T092216.11_5C9CDF66.MER.DET.WLT5           -14.852882    -159.489105      1503
20190329T083633.11_5CA7FE6D.MER.DET.WLT5           -14.849167    -159.484818      1501
20190330T012517.11_5CA7FE6D.MER.DET.WLT5           -14.843681    -159.485748      1503
20190402T214317.11_5D579090.MER.REQ.WLT5           -14.813568    -159.490845    -12345
20190405T162427.11_5DB7E10C.MER.REQ.WLT5           -14.791812    -159.494537    -12345
20190409T180409.11_5DB7E10C.MER.REQ.WLT5           -14.775063    -159.533371    -12345
20190412T114924.11_5DB7E10C.MER.REQ.WLT5           -14.765563    -159.561172    -12345
20190412T115120.11_5CB0C9FE.MER.DET.WLT5           -14.765559    -159.561188      1514
20190413T112520.11_5CB9E4CC.MER.DET.WLT5           -14.764882    -159.573593      1487
20190418T145249.11_5DB7E10C.MER.REQ.WLT5           -14.750189    -159.642181    -12345
20190419T092500.11_5CB9E4CC.MER.DET.WLT5           -14.747982    -159.652466      1529
20190423T054628.11_5DB247CE.MER.REQ.WLT5           -14.741611    -159.687943    -12345
20190423T054824.11_5CBEF72C.MER.DET.WLT5           -14.741607    -159.687958      1504
20190506T212707.11_5CD0F756.MER.DET.WLT5           -14.787480    -159.856216      1517
20190514T130534.11_5CDB11E5.MER.DET.WLT5           -14.833841    -159.949142      1513
20190526T075008.11_5DB247CE.MER.REQ.WLT5           -14.816246    -160.088242    -12345
20190526T075200.11_5CEA90CA.MER.DET.WLT5           -14.816239    -160.088257      1494
20190530T091148.11_5DAED3E2.MER.REQ.WLT5           -14.794492    -160.119934    -12345
20190530T154012.11_5CF3FB81.MER.DET.WLT5           -14.793056    -160.121704      1530
20190602T105350.11_5CF3FB81.MER.DET.WLT5           -14.778144    -160.139984      1513
20190604T044827.11_5CFF1DCE.MER.DET.WLT5           -14.772639    -160.154663      1508
20190624T030259.11_5D10892A.MER.DET.WLT5           -14.583694    -160.476364      1500
20190627T110839.11_5D14F300.MER.DET.WLT5           -14.572932    -160.559067      1503
20190711T171432.11_5D27BDB2.MER.DET.WLT5           -14.568535    -160.882599      1519
20190824T155557.11_5D61B0DE.MER.DET.WLT5           -14.465219    -161.649200      1531
20190901T155611.11_5D6C3790.MER.DET.WLT5           -14.449743    -161.738281      1497
20190913T225458.11_5D828570.MER.DET.WLT5           -14.344405    -161.824921      1499
20190920T052928.11_5D8DAC6C.MER.DET.WLT5           -14.270656    -161.797440      1506
20190922T073344.11_5D8DAC6C.MER.DET.WLT5           -14.259003    -161.790695      1485
20191019T084129.11_5DAB1ADE.MER.DET.WLT5           -14.005335    -161.834503      1525
20191021T025624.11_5DAED3E2.MER.DET.WLT5           -13.982751    -161.821579      1482
20191022T043050.11_5DAED3E2.MER.DET.WLT5           -13.967138    -161.815384      1502
20191023T141316.11_5DB247CE.MER.DET.WLT5           -13.951471    -161.804932      1521
20191023T162621.11_5DB247CE.MER.DET.WLT5           -13.950039    -161.803680      1498
20191024T003523.11_5DB247CE.MER.DET.WLT5           -13.944776    -161.799088      1524
20191024T105124.11_5DB247CE.MER.DET.WLT5           -13.938146    -161.793304      1502
20191024T191714.11_5DB247CE.MER.DET.WLT5           -13.932701    -161.788559      1518
20191026T085337.11_5DB7E10C.MER.DET.WLT5           -13.913132    -161.772232      1518
20191029T011506.11_5DB7E10C.MER.DET.WLT5           -13.876847    -161.731445      1505
20191104T183758.11_5DC306C6.MER.DET.WLT5           -13.814363    -161.655380      1526
20191105T075152.11_5DC306C6.MER.DET.WLT5           -13.808954    -161.647919      1524
20191108T104652.11_5DC6ED30.MER.DET.WLT5           -13.773905    -161.619553      1516
20191108T155541.11_5DC6ED30.MER.DET.WLT5           -13.771625    -161.617218      1528
20191109T112621.11_5DC6ED30.MER.DET.WLT5           -13.762981    -161.608337      1513
20191114T162731.11_5DCDCE4C.MER.DET.WLT5           -13.731932    -161.533707      1493
20191117T121525.11_5DD18878.MER.DET.WLT5           -13.736080    -161.481049      1502
20191120T083531.11_5DD54AEC.MER.DET.WLT5           -13.725493    -161.459137      1521
20191123T180302.11_5DDCE65A.MER.DET.WLT5           -13.747578    -161.408417      1508
20191126T031240.11_5DDCE65A.MER.DET.WLT5           -13.767147    -161.373077      1510
20191203T151802.11_5DE80895.MER.DET.WLT5           -13.842262    -161.209564      1515
20191207T170915.11_5DF327F6.MER.DET.WLT5           -13.865576    -161.137161      1503
20191218T020038.11_5DF9D56C.MER.DET.WLT5           -13.936090    -160.899048      1532
20191223T122957.11_5E010526.MER.DET.WLT5           -14.026681    -160.816895      1526
20200124T181341.11_5E2B85A1.MER.DET.WLT5           -14.127190    -160.586273      1516
20200127T050746.11_5E2EC022.MER.DET.WLT5           -14.111069    -160.576782      1543
20200128T192153.11_5E31DE58.MER.DET.WLT5           -14.115556    -160.574463      1484
20200129T135525.11_5E31DE58.MER.DET.WLT5           -14.110696    -160.574203      1510
20200205T182242.11_5E3B5730.MER.DET.WLT5           -14.080226    -160.592911      1522
20200213T104333.11_5E457652.MER.DET.WLT5           -14.090307    -160.623520      1503
20200314T100414.11_5E6CFA6A.MER.DET.WLT5           -13.871484    -160.832672      1512
20200317T160724.11_5E7818A9.MER.DET.WLT5           -13.833793    -160.880051      1519
20200325T025908.11_5E7B1988.MER.DET.WLT5           -13.757693    -161.005508      1510
20200327T142804.11_5E83FABA.MER.DET.WLT5           -13.730069    -161.051300      1514
20200331T203702.11_5E83FABA.MER.DET.WLT5           -13.670146    -161.133972      1501
20200407T113534.11_5E8CB360.MER.DET.WLT5           -13.669787    -161.285629      1514
20200414T011001.11_5E955E74.MER.DET.WLT5           -13.676491    -161.447968      1518
20200505T232137.11_5EB3131A.MER.DET.WLT5           -13.529199    -161.870468      1508
20200505T233259.11_5EB3131A.MER.DET.WLT5           -13.529155    -161.870667      1508
20200506T140312.11_5EB3131A.MER.DET.WLT5           -13.525767    -161.886581      1518
20200516T131231.11_5EC956C7.MER.DET.WLT5           -13.487796    -162.140533      1498
20200520T134949.11_5EC956C7.MER.DET.WLT5           -13.476368    -162.222397      1514
20200528T072029.11_5ECFD5E0.MER.DET.WLT5           -13.440289    -162.362946      1493
20200528T094950.11_5ECFD5E0.MER.DET.WLT5           -13.439613    -162.364822      1501
20200531T233102.11_5ED4933C.MER.DET.WLT5           -13.425727    -162.453171      1541
20200531T234555.11_5ED4933C.MER.DET.WLT5           -13.425694    -162.453430      1541
20200603T093404.11_5ED7C03A.MER.DET.WLT5           -13.418549    -162.515228      1506
20200603T095138.11_5ED7C03A.MER.DET.WLT5           -13.418516    -162.515533      1509
20200604T085912.11_5EE0B040.MER.DET.WLT5           -13.415839    -162.538910      1519
20200610T043140.11_5EE0B040.MER.DET.WLT5           -13.405207    -162.688812      1516
20200617T062530.11_5EEA01F4.MER.DET.WLT5           -13.440690    -162.859848      1493
20200618T125337.11_5EF52149.MER.DET.WLT5           -13.452301    -162.903198      1534
20200717T025718.11_5F116518.MER.DET.WLT5           -13.395732    -163.881287      1523
20200718T153311.11_5F182A4C.MER.DET.WLT5           -13.380446    -163.932983      1509
20200718T154251.11_5F182A4C.MER.DET.WLT5           -13.380385    -163.933197      1506
20200722T062212.11_5F182A4C.MER.DET.WLT5           -13.347251    -164.046722      1521
20200801T200235.11_60962028.MER.REQ.WLT5           -13.216882    -164.268402    -12345
20200821T041838.11_5F3F9BE4.MER.DET.WLT5           -13.091451    -164.634613      1506
20200912T023857.11_5F5C8288.MER.DET.WLT5           -12.864348    -164.770660      1489
20201001T011435.11_5F7C95CA.MER.DET.WLT5           -12.675797    -164.707642      1506
20201006T101310.11_5F7C95CA.MER.DET.WLT5           -12.681549    -164.720764      1511
20201008T074232.11_5F87B35C.MER.DET.WLT5           -12.699272    -164.737000      1525
20201019T071221.11_5F8E4D7C.MER.DET.WLT5           -12.809315    -164.811432      1498
20201019T204959.11_602005AA.MER.REQ.RAW            -12.814380    -164.815353    -12345
20201019T210409.11_5F8E4D7C.MER.DET.WLT5           -12.814467    -164.815414      1502
20201022T082536.11_5F91919E.MER.DET.WLT5           -12.831883    -164.848282      1507
20201103T082026.11_5FA16272.MER.DET.WLT5           -12.787285    -165.048141      1521
20201111T005005.11_5FAB83B0.MER.DET.WLT5           -12.725523    -165.211380      1497
20201112T143543.11_5FB1FF0A.MER.DET.WLT5           -12.704601    -165.248596      1514
20201115T224737.11_5FB1FF0A.MER.DET.WLT5           -12.663914    -165.313385      1513
20201205T064547.11_5FD36330.MER.DET.WLT5           -12.487207    -165.443710      1491
20201224T040504.11_5FE84304.MER.DET.WLT5           -12.417789    -165.481552      1528
20201227T023820.11_5FE84304.MER.DET.WLT5           -12.414300    -165.483902      1521
20210106T165805.11_5FF838EA.MER.DET.WLT5           -12.416012    -165.464966      1538
20210108T050448.11_5FF838EA.MER.DET.WLT5           -12.415668    -165.449432      1531
20210119T131031.11_6009C1E6.MER.DET.WLT5           -12.312922    -165.287354      1521
20210121T123229.11_6009C1E6.MER.DET.WLT5           -12.293874    -165.253448      1529
20210123T114948.11_6014E3C8.MER.DET.WLT5           -12.286662    -165.232773      1509
20210207T022750.11_602005AA.MER.DET.WLT5           -12.294051    -165.063110      1528
20210207T023327.11_602005AA.MER.DET.WLT5           -12.294064    -165.063065      1530
20210210T132402.11_60242FCA.MER.DET.WLT5           -12.315881    -165.012665      1509
20210213T141725.11_60282F00.MER.DET.WLT5           -12.325345    -164.964432      1515
20210218T153206.11_602ED73C.MER.DET.WLT5           -12.338738    -164.871048      1524
20210224T192148.11_60398A66.MER.DET.WLT5           -12.348250    -164.822571      1531
20210225T044039.11_60398A66.MER.DET.WLT5           -12.349152    -164.819412      1542
20210226T182610.11_60398A66.MER.DET.WLT5           -12.352804    -164.806595      1507
20210304T133202.11_60412F68.MER.DET.WLT5           -12.329286    -164.802582      1520
20210305T142802.11_6044C583.MER.DET.WLT5           -12.344885    -164.814728      1518
20210305T181433.11_604978D8.MER.DET.WLT5           -12.346650    -164.816376      1524
20210305T181823.11_6044C583.MER.DET.WLT5           -12.346680    -164.816406      1524
20210305T203034.11_6044C583.MER.DET.WLT5           -12.347710    -164.817368      1529
20210306T014123.11_604978D8.MER.DET.WLT5           -12.350132    -164.819626      1527
20210306T021340.11_604978D8.MER.DET.WLT5           -12.350384    -164.819855      1529
20210306T022831.11_604978D8.MER.DET.WLT5           -12.350499    -164.819962      1531
20210306T025216.11_6044C583.MER.DET.WLT5           -12.350684    -164.820129      1527
20210306T033954.11_6054A242.MER.DET.WLT5           -12.351055    -164.820480      1527
20210306T050820.11_604978D8.MER.DET.WLT5           -12.351745    -164.821121      1530
20210306T121901.11_6054A242.MER.DET.WLT5           -12.355101    -164.824249      1534
20210306T131511.11_6044C583.MER.DET.WLT5           -12.355538    -164.824661      1533
20210306T145521.11_6054A242.MER.DET.WLT5           -12.356318    -164.825394      1544
20210306T183608.11_6044C583.MER.DET.WLT5           -12.358039    -164.826996      1534
20210306T200929.11_6044C583.MER.DET.WLT5           -12.358767    -164.827667      1535
20210306T203255.11_604978D8.MER.DET.WLT5           -12.358950    -164.827850      1532
20210306T205120.11_6044C583.MER.DET.WLT5           -12.359093    -164.827972      1535
20210307T004004.11_604978D8.MER.DET.WLT5           -12.360875    -164.829636      1526
20210307T035634.11_604978D8.MER.DET.WLT5           -12.362407    -164.831070      1538
20210307T040213.11_604978D8.MER.DET.WLT5           -12.362451    -164.831100      1538
20210307T063923.11_6044C583.MER.DET.WLT5           -12.363675    -164.832245      1536
20210310T201409.11_604978D8.MER.DET.WLT5           -12.415942    -164.860291      1520
20210312T000545.11_6054A242.MER.DET.WLT5           -12.441536    -164.878708      1521
20210312T192341.11_6054A242.MER.DET.WLT5           -12.454082    -164.884247      1529
20210314T032953.11_6054A242.MER.DET.WLT5           -12.474952    -164.893478      1539
20210314T052024.11_6054A242.MER.DET.WLT5           -12.476150    -164.893997      1533
20210320T091940.11_6059446A.MER.DET.WLT5           -12.575169    -164.960037      1503
20210322T194949.11_6059446A.MER.DET.WLT5           -12.621309    -165.006577      1491
20210401T095952.11_606EAAD1.MER.DET.WLT5           -12.688411    -165.180374      1530
20210401T151301.11_606EAAD1.MER.DET.WLT5           -12.688301    -165.183380      1516
20210408T011717.11_606EAAD1.MER.DET.WLT5           -12.685051    -165.271973      1474
20210411T021420.11_60755AF0.MER.DET.WLT5           -12.666540    -165.336151      1510
20210412T233454.11_60755AF0.MER.DET.WLT5           -12.653893    -165.372131      1519
20210413T030728.11_60755AF0.MER.DET.WLT5           -12.652905    -165.374939      1502
20210416T164215.11_607A0BFE.MER.DET.WLT5           -12.641433    -165.433502      1508
20210417T205737.11_6083B63E.MER.DET.WLT5           -12.629820    -165.454086      1511
20210424T002442.11_6083B63E.MER.DET.WLT5           -12.618897    -165.553024      1509
20210425T210726.11_60877EB6.MER.DET.WLT5           -12.622570    -165.586929      1525
20210425T222932.11_60877EB6.MER.DET.WLT5           -12.622630    -165.587631      1518
20210426T212811.11_60877EB6.MER.DET.WLT5           -12.623639    -165.599426      1525
20210501T200532.11_608E0408.MER.DET.WLT5           -12.659820    -165.668777      1518
20210503T033414.11_60962028.MER.DET.WLT5           -12.674412    -165.696716      1519
20210503T040358.11_60962028.MER.DET.WLT5           -12.674533    -165.697113      1514
20210507T233627.11_60962028.MER.DET.WLT5           -12.702612    -165.792435      1510
