-50000.00 0.00 55559.75 4850.00 #x_min(m) z_min(m) x_max(m) z_max(m)
5000.0000 10.0000                #dx(m) dz(m)
-50000.00 4220.00 1526.3984  1047.2207 34.7027 0.9886
-50000.00 4230.00 1526.5646  1047.2659 34.7029 0.9850
-50000.00 4240.00 1526.7308  1047.3111 34.7031 0.9814
-50000.00 4250.00 1526.8969  1047.3563 34.7033 0.9777
-50000.00 4260.00 1527.0631  1047.4015 34.7036 0.9741
-50000.00 4270.00 1527.2325  1047.4464 34.7037 0.9711
-50000.00 4280.00 1527.4044  1047.4912 34.7039 0.9684
-50000.00 4290.00 1527.5763  1047.5359 34.7041 0.9658
-50000.00 4300.00 1527.7483  1047.5807 34.7042 0.9631
-50000.00 4310.00 1527.9202  1047.6254 34.7044 0.9605
-50000.00 4320.00 1528.0921  1047.6702 34.7045 0.9579
-50000.00 4330.00 1528.2640  1047.7149 34.7047 0.9552
-50000.00 4340.00 1528.4359  1047.7597 34.7048 0.9526
-50000.00 4350.00 1528.6078  1047.8044 34.7050 0.9499
-50000.00 4360.00 1528.7797  1047.8492 34.7052 0.9473
-50000.00 4370.00 1528.9516  1047.8939 34.7053 0.9446
-50000.00 4380.00 1529.1235  1047.9387 34.7055 0.9420
-50000.00 4390.00 1529.2954  1047.9834 34.7056 0.9394
-50000.00 4400.00 1529.4673  1048.0282 34.7058 0.9367
-50000.00 4410.00 1529.6392  1048.0729 34.7060 0.9341
-50000.00 4420.00 1529.8112  1048.1177 34.7061 0.9314
-50000.00 4430.00 1529.9831  1048.1624 34.7063 0.9288
-50000.00 4440.00 1530.1550  1048.2072 34.7064 0.9262
-50000.00 4450.00 1530.3269  1048.2519 34.7066 0.9235
-50000.00 4460.00 1530.4988  1048.2967 34.7067 0.9209
-50000.00 4470.00 1530.6707  1048.3414 34.7069 0.9182
-50000.00 4480.00 1530.8426  1048.3862 34.7071 0.9156
-50000.00 4490.00 1531.0145  1048.4309 34.7072 0.9129
-50000.00 4500.00 1531.1864  1048.4757 34.7074 0.9103
-50000.00 4510.00 1531.3583  1048.5204 34.7075 0.9077
-50000.00 4520.00 1531.5302  1048.5652 34.7077 0.9050
-50000.00 4530.00 1531.7022  1048.6099 34.7079 0.9024
-50000.00 4540.00 1531.8741  1048.6547 34.7080 0.8997
-50000.00 4550.00 1532.0460  1048.6994 34.7082 0.8971
-50000.00 4560.00 1532.2179  1048.7442 34.7083 0.8944
-50000.00 4570.00 1532.3898  1048.7889 34.7085 0.8918
-50000.00 4580.00 1532.5617  1048.8337 34.7086 0.8892
-50000.00 4590.00 1532.7336  1048.8784 34.7088 0.8865
-50000.00 4600.00 1532.9055  1048.9232 34.7090 0.8839
-50000.00 4610.00 1533.0774  1048.9679 34.7091 0.8812
-50000.00 4620.00 1533.2493  1049.0127 34.7093 0.8786
-50000.00 4630.00 1533.4212  1049.0574 34.7094 0.8760
-50000.00 4640.00 1533.5932  1049.1022 34.7096 0.8733
-50000.00 4650.00 1533.7778  1049.1460 34.7096 0.8732
-50000.00 4660.00 1533.9627  1049.1899 34.7096 0.8732
-50000.00 4670.00 1534.1476  1049.2338 34.7096 0.8732
-50000.00 4680.00 1534.3325  1049.2776 34.7096 0.8732
-50000.00 4690.00 1534.5175  1049.3215 34.7096 0.8732
-50000.00 4700.00 1534.7024  1049.3654 34.7096 0.8732
-50000.00 4710.00 1534.8873  1049.4092 34.7096 0.8732
-50000.00 4720.00 1535.0722  1049.4531 34.7096 0.8732
-50000.00 4730.00 1535.2572  1049.4969 34.7096 0.8732
-50000.00 4740.00 1535.4421  1049.5408 34.7096 0.8732
-50000.00 4750.00 1535.6270  1049.5847 34.7096 0.8732
-50000.00 4760.00 1535.8119  1049.6285 34.7096 0.8732
-50000.00 4770.00 1535.9969  1049.6724 34.7096 0.8732
-50000.00 4780.00 1536.1818  1049.7162 34.7096 0.8732
-50000.00 4790.00 1536.3667  1049.7601 34.7096 0.8732
-50000.00 4800.00 1536.5516  1049.8040 34.7096 0.8732
-50000.00 4810.00 1536.7366  1049.8478 34.7096 0.8732
-50000.00 4820.00 1536.9215  1049.8917 34.7096 0.8732
-50000.00 4830.00 1537.1064  1049.9356 34.7096 0.8732
-50000.00 4840.00 1537.2914  1049.9794 34.7096 0.8732
-50000.00 4850.00 1537.4763  1050.0233 34.7096 0.8732
-44973.35 0.00 1543.2851  1022.8317 35.8118 28.5279
-44973.35 10.00 1543.4281  1022.8804 35.8133 28.5143
-44973.35 20.00 1543.5622  1022.9342 35.8190 28.4943
-44973.35 30.00 1543.6483  1023.0053 35.8351 28.4464
-44973.35 40.00 1543.6469  1023.1010 35.8634 28.3515
-44973.35 50.00 1543.5436  1023.2220 35.9023 28.2040
-44973.35 60.00 1543.3483  1023.3651 35.9503 28.0101
-44973.35 70.00 1543.0764  1023.5286 36.0088 27.7768
-44973.35 80.00 1542.7013  1023.7163 36.0779 27.4928
-44973.35 90.00 1542.1669  1023.9321 36.1538 27.1362
-44973.35 100.00 1541.4098  1024.1781 36.2306 26.6844
-44973.35 110.00 1540.3977  1024.4459 36.2962 26.1331
-44973.35 120.00 1539.2218  1024.7077 36.3365 25.5327
-44973.35 130.00 1538.0587  1024.9353 36.3468 24.9622
-44973.35 140.00 1537.0201  1025.1212 36.3339 24.4636
-44973.35 150.00 1536.1237  1025.2654 36.2996 24.0427
-44973.35 160.00 1535.1974  1025.3998 36.2535 23.6202
-44973.35 170.00 1534.2471  1025.5264 36.1978 23.1964
-44973.35 180.00 1533.0520  1025.6570 36.1215 22.6961
-44973.35 190.00 1531.7797  1025.7888 36.0387 22.1716
-44973.35 200.00 1530.2339  1025.9305 35.9431 21.5634
-44973.35 210.00 1528.4422  1026.0811 35.8360 20.8799
-44973.35 220.00 1526.6505  1026.2316 35.7288 20.1963
-44973.35 230.00 1524.5804  1026.3889 35.6214 19.4479
-44973.35 240.00 1522.4067  1026.5488 35.5138 18.6754
-44973.35 250.00 1520.2330  1026.7086 35.4063 17.9029
-44973.35 260.00 1518.0712  1026.8649 35.3053 17.1466
-44973.35 270.00 1515.9443  1027.0107 35.2238 16.4379
-44973.35 280.00 1513.8174  1027.1566 35.1424 15.7293
-44973.35 290.00 1511.6905  1027.3025 35.0609 15.0206
-44973.35 300.00 1509.5666  1027.4481 34.9797 14.3131
-44973.35 310.00 1507.8536  1027.5676 34.9316 13.7687
-44973.35 320.00 1506.1407  1027.6871 34.8835 13.2242
-44973.35 330.00 1504.4277  1027.8066 34.8353 12.6797
-44973.35 340.00 1502.7148  1027.9260 34.7872 12.1352
-44973.35 350.00 1501.0018  1028.0455 34.7391 11.5908
-44973.35 360.00 1499.8234  1028.1408 34.7152 11.2191
-44973.35 370.00 1498.6840  1028.2343 34.6930 10.8600
-44973.35 380.00 1497.5445  1028.3279 34.6708 10.5009
-44973.35 390.00 1496.4051  1028.4214 34.6486 10.1419
-44973.35 400.00 1495.2657  1028.5149 34.6263 9.7828
-44973.35 410.00 1494.1300  1028.6083 34.6042 9.4248
-44973.35 420.00 1493.5195  1028.6822 34.5967 9.2185
-44973.35 430.00 1492.9091  1028.7560 34.5892 9.0122
-44973.35 440.00 1492.2987  1028.8299 34.5816 8.8060
-44973.35 450.00 1491.6882  1028.9037 34.5741 8.5997
-44973.35 460.00 1491.0778  1028.9776 34.5665 8.3934
-44973.35 470.00 1490.4674  1029.0514 34.5590 8.1871
-44973.35 480.00 1489.9326  1029.1225 34.5527 8.0017
-44973.35 490.00 1489.6211  1029.1854 34.5500 7.8777
-44973.35 500.00 1489.3097  1029.2483 34.5474 7.7537
-44973.35 510.00 1488.9983  1029.3112 34.5447 7.6296
-44973.35 520.00 1488.6868  1029.3741 34.5421 7.5056
-44973.35 530.00 1488.3754  1029.4370 34.5394 7.3816
-44973.35 540.00 1488.0640  1029.4999 34.5368 7.2576
-44973.35 550.00 1487.7525  1029.5628 34.5341 7.1336
-44973.35 560.00 1487.5269  1029.6222 34.5322 7.0331
-44973.35 570.00 1487.3332  1029.6803 34.5305 6.9414
-44973.35 580.00 1487.1394  1029.7384 34.5289 6.8497
-44973.35 590.00 1486.9457  1029.7965 34.5272 6.7579
-44973.35 600.00 1486.7519  1029.8547 34.5255 6.6662
-44973.35 610.00 1486.5582  1029.9128 34.5239 6.5745
-44973.35 620.00 1486.3645  1029.9709 34.5222 6.4828
-44973.35 630.00 1486.1707  1030.0290 34.5205 6.3910
-44973.35 640.00 1486.0120  1030.0859 34.5192 6.3088
-44973.35 650.00 1485.8847  1030.1416 34.5183 6.2350
-44973.35 660.00 1485.7574  1030.1973 34.5174 6.1613
-44973.35 670.00 1485.6301  1030.2530 34.5164 6.0876
-44973.35 680.00 1485.5028  1030.3087 34.5155 6.0139
-44973.35 690.00 1485.3756  1030.3644 34.5145 5.9401
-44973.35 700.00 1485.2483  1030.4201 34.5136 5.8664
-44973.35 710.00 1485.1210  1030.4758 34.5126 5.7927
-44973.35 720.00 1484.9937  1030.5315 34.5117 5.7189
-44973.35 730.00 1484.9077  1030.5861 34.5114 5.6560
-44973.35 740.00 1484.8347  1030.6402 34.5113 5.5964
-44973.35 750.00 1484.7617  1030.6944 34.5111 5.5369
-44973.35 760.00 1484.6886  1030.7485 34.5110 5.4774
-44973.35 770.00 1484.6156  1030.8026 34.5109 5.4178
-44973.35 780.00 1484.5426  1030.8568 34.5108 5.3583
-44973.35 790.00 1484.4696  1030.9109 34.5107 5.2987
-44973.35 800.00 1484.3966  1030.9651 34.5106 5.2392
-44973.35 810.00 1484.3236  1031.0192 34.5105 5.1796
-44973.35 820.00 1484.2730  1031.0728 34.5107 5.1258
-44973.35 830.00 1484.2406  1031.1259 34.5113 5.0767
-44973.35 840.00 1484.2083  1031.1790 34.5118 5.0275
-44973.35 850.00 1484.1759  1031.2322 34.5124 4.9784
-44973.35 860.00 1484.1435  1031.2853 34.5130 4.9292
-44973.35 870.00 1484.1111  1031.3384 34.5135 4.8800
-44973.35 880.00 1484.0787  1031.3915 34.5141 4.8309
-44973.35 890.00 1484.0463  1031.4446 34.5146 4.7817
-44973.35 900.00 1484.0139  1031.4978 34.5152 4.7325
-44973.35 910.00 1483.9822  1031.5509 34.5158 4.6836
-44973.35 920.00 1483.9774  1031.6033 34.5168 4.6414
-44973.35 930.00 1483.9726  1031.6558 34.5178 4.5992
-44973.35 940.00 1483.9677  1031.7082 34.5187 4.5570
-44973.35 950.00 1483.9629  1031.7606 34.5197 4.5148
-44973.35 960.00 1483.9581  1031.8131 34.5207 4.4727
-44973.35 970.00 1483.9532  1031.8655 34.5217 4.4305
-44973.35 980.00 1483.9484  1031.9180 34.5227 4.3883
-44973.35 990.00 1483.9435  1031.9704 34.5237 4.3461
-44973.35 1000.00 1483.9387  1032.0229 34.5247 4.3039
-44973.35 1010.00 1483.9393  1032.0752 34.5258 4.2631
-44973.35 1020.00 1483.9534  1032.1271 34.5270 4.2258
-44973.35 1030.00 1483.9675  1032.1790 34.5282 4.1884
-44973.35 1040.00 1483.9817  1032.2309 34.5294 4.1510
-44973.35 1050.00 1483.9958  1032.2828 34.5306 4.1136
-44973.35 1060.00 1484.0099  1032.3348 34.5318 4.0762
-44973.35 1070.00 1484.0241  1032.3867 34.5331 4.0388
-44973.35 1080.00 1484.0382  1032.4386 34.5343 4.0015
-44973.35 1090.00 1484.0523  1032.4905 34.5355 3.9641
-44973.35 1100.00 1484.0664  1032.5425 34.5367 3.9267
-44973.35 1110.00 1484.0869  1032.5942 34.5379 3.8909
-44973.35 1120.00 1484.1166  1032.6456 34.5392 3.8574
-44973.35 1130.00 1484.1463  1032.6971 34.5405 3.8240
-44973.35 1140.00 1484.1760  1032.7485 34.5418 3.7905
-44973.35 1150.00 1484.2056  1032.7999 34.5431 3.7570
-44973.35 1160.00 1484.2353  1032.8514 34.5444 3.7235
-44973.35 1170.00 1484.2650  1032.9028 34.5457 3.6901
-44973.35 1180.00 1484.2947  1032.9542 34.5470 3.6566
-44973.35 1190.00 1484.3243  1033.0057 34.5483 3.6231
-44973.35 1200.00 1484.3540  1033.0571 34.5496 3.5896
-44973.35 1210.00 1484.3903  1033.1083 34.5509 3.5578
-44973.35 1220.00 1484.4348  1033.1593 34.5522 3.5279
-44973.35 1230.00 1484.4793  1033.2102 34.5535 3.4981
-44973.35 1240.00 1484.5238  1033.2612 34.5548 3.4683
-44973.35 1250.00 1484.5683  1033.3121 34.5561 3.4385
-44973.35 1260.00 1484.6128  1033.3630 34.5575 3.4086
-44973.35 1270.00 1484.6573  1033.4140 34.5588 3.3788
-44973.35 1280.00 1484.7018  1033.4649 34.5601 3.3490
-44973.35 1290.00 1484.7463  1033.5159 34.5614 3.3192
-44973.35 1300.00 1484.7908  1033.5668 34.5627 3.2893
-44973.35 1310.00 1484.8409  1033.6176 34.5640 3.2609
-44973.35 1320.00 1484.9001  1033.6681 34.5653 3.2346
-44973.35 1330.00 1484.9594  1033.7185 34.5666 3.2083
-44973.35 1340.00 1485.0187  1033.7690 34.5680 3.1821
-44973.35 1350.00 1485.0780  1033.8194 34.5693 3.1558
-44973.35 1360.00 1485.1373  1033.8699 34.5706 3.1296
-44973.35 1370.00 1485.1966  1033.9204 34.5719 3.1033
-44973.35 1380.00 1485.2558  1033.9708 34.5732 3.0770
-44973.35 1390.00 1485.3151  1034.0213 34.5745 3.0508
-44973.35 1400.00 1485.3744  1034.0717 34.5758 3.0245
-44973.35 1410.00 1485.4350  1034.1222 34.5771 2.9986
-44973.35 1420.00 1485.5092  1034.1721 34.5784 2.9758
-44973.35 1430.00 1485.5834  1034.2220 34.5797 2.9531
-44973.35 1440.00 1485.6577  1034.2720 34.5809 2.9304
-44973.35 1450.00 1485.7319  1034.3219 34.5822 2.9077
-44973.35 1460.00 1485.8061  1034.3719 34.5835 2.8850
-44973.35 1470.00 1485.8804  1034.4218 34.5847 2.8622
-44973.35 1480.00 1485.9546  1034.4718 34.5860 2.8395
-44973.35 1490.00 1486.0289  1034.5217 34.5873 2.8168
-44973.35 1500.00 1486.1031  1034.5717 34.5885 2.7941
-44973.35 1510.00 1486.1773  1034.6216 34.5898 2.7714
-44973.35 1520.00 1486.2560  1034.6714 34.5911 2.7497
-44973.35 1530.00 1486.3457  1034.7208 34.5922 2.7306
-44973.35 1540.00 1486.4353  1034.7702 34.5934 2.7114
-44973.35 1550.00 1486.5249  1034.8196 34.5946 2.6923
-44973.35 1560.00 1486.6146  1034.8689 34.5958 2.6732
-44973.35 1570.00 1486.7042  1034.9183 34.5970 2.6540
-44973.35 1580.00 1486.7938  1034.9677 34.5981 2.6349
-44973.35 1590.00 1486.8834  1035.0171 34.5993 2.6158
-44973.35 1600.00 1486.9731  1035.0665 34.6005 2.5967
-44973.35 1610.00 1487.0627  1035.1158 34.6017 2.5775
-44973.35 1620.00 1487.1523  1035.1652 34.6029 2.5584
-44973.35 1630.00 1487.2420  1035.2146 34.6040 2.5393
-44973.35 1640.00 1487.3405  1035.2636 34.6051 2.5222
-44973.35 1650.00 1487.4455  1035.3124 34.6062 2.5066
-44973.35 1660.00 1487.5506  1035.3612 34.6072 2.4910
-44973.35 1670.00 1487.6556  1035.4100 34.6083 2.4754
-44973.35 1680.00 1487.7606  1035.4588 34.6093 2.4598
-44973.35 1690.00 1487.8656  1035.5076 34.6104 2.4442
-44973.35 1700.00 1487.9706  1035.5564 34.6114 2.4286
-44973.35 1710.00 1488.0756  1035.6052 34.6125 2.4130
-44973.35 1720.00 1488.1806  1035.6540 34.6135 2.3974
-44973.35 1730.00 1488.2856  1035.7028 34.6146 2.3818
-44973.35 1740.00 1488.3906  1035.7516 34.6156 2.3662
-44973.35 1750.00 1488.4956  1035.8004 34.6167 2.3506
-44973.35 1760.00 1488.6006  1035.8492 34.6177 2.3350
-44973.35 1770.00 1488.7125  1035.8977 34.6187 2.3210
-44973.35 1780.00 1488.8316  1035.9459 34.6196 2.3086
-44973.35 1790.00 1488.9507  1035.9941 34.6204 2.2962
-44973.35 1800.00 1489.0698  1036.0423 34.6213 2.2838
-44973.35 1810.00 1489.1890  1036.0905 34.6222 2.2713
-44973.35 1820.00 1489.3081  1036.1387 34.6231 2.2589
-44973.35 1830.00 1489.4272  1036.1869 34.6240 2.2465
-44973.35 1840.00 1489.5464  1036.2351 34.6249 2.2341
-44973.35 1850.00 1489.6655  1036.2833 34.6258 2.2217
-44973.35 1860.00 1489.7846  1036.3315 34.6267 2.2093
-44973.35 1870.00 1489.9037  1036.3797 34.6275 2.1969
-44973.35 1880.00 1490.0229  1036.4280 34.6284 2.1845
-44973.35 1890.00 1490.1420  1036.4762 34.6293 2.1721
-44973.35 1900.00 1490.2611  1036.5244 34.6302 2.1597
-44973.35 1910.00 1490.3803  1036.5726 34.6311 2.1473
-44973.35 1920.00 1490.5063  1036.6205 34.6319 2.1364
-44973.35 1930.00 1490.6374  1036.6682 34.6326 2.1266
-44973.35 1940.00 1490.7684  1036.7158 34.6333 2.1169
-44973.35 1950.00 1490.8994  1036.7635 34.6340 2.1071
-44973.35 1960.00 1491.0304  1036.8112 34.6348 2.0973
-44973.35 1970.00 1491.1615  1036.8588 34.6355 2.0875
-44973.35 1980.00 1491.2925  1036.9065 34.6362 2.0778
-44973.35 1990.00 1491.4235  1036.9542 34.6369 2.0680
-44973.35 2000.00 1491.5546  1037.0019 34.6377 2.0582
-44973.35 2010.00 1491.6856  1037.0495 34.6384 2.0485
-44973.35 2020.00 1491.8166  1037.0972 34.6391 2.0387
-44973.35 2030.00 1491.9476  1037.1449 34.6398 2.0289
-44973.35 2040.00 1492.0787  1037.1926 34.6405 2.0191
-44973.35 2050.00 1492.2097  1037.2402 34.6413 2.0094
-44973.35 2060.00 1492.3407  1037.2879 34.6420 1.9996
-44973.35 2070.00 1492.4717  1037.3356 34.6427 1.9898
-44973.35 2080.00 1492.6028  1037.3833 34.6434 1.9800
-44973.35 2090.00 1492.7392  1037.4307 34.6441 1.9714
-44973.35 2100.00 1492.8794  1037.4779 34.6446 1.9636
-44973.35 2110.00 1493.0196  1037.5251 34.6452 1.9558
-44973.35 2120.00 1493.1597  1037.5723 34.6457 1.9480
-44973.35 2130.00 1493.2999  1037.6195 34.6463 1.9402
-44973.35 2140.00 1493.4400  1037.6667 34.6469 1.9324
-44973.35 2150.00 1493.5802  1037.7139 34.6474 1.9246
-44973.35 2160.00 1493.7204  1037.7611 34.6480 1.9168
-44973.35 2170.00 1493.8605  1037.8083 34.6486 1.9089
-44973.35 2180.00 1494.0007  1037.8555 34.6491 1.9011
-44973.35 2190.00 1494.1409  1037.9027 34.6497 1.8933
-44973.35 2200.00 1494.2810  1037.9499 34.6503 1.8855
-44973.35 2210.00 1494.4212  1037.9971 34.6508 1.8777
-44973.35 2220.00 1494.5613  1038.0444 34.6514 1.8699
-44973.35 2230.00 1494.7015  1038.0916 34.6520 1.8621
-44973.35 2240.00 1494.8417  1038.1388 34.6525 1.8543
-44973.35 2250.00 1494.9818  1038.1860 34.6531 1.8464
-44973.35 2260.00 1495.1220  1038.2332 34.6537 1.8386
-44973.35 2270.00 1495.2621  1038.2804 34.6542 1.8308
-44973.35 2280.00 1495.4049  1038.3274 34.6547 1.8235
-44973.35 2290.00 1495.5519  1038.3743 34.6552 1.8171
-44973.35 2300.00 1495.6990  1038.4211 34.6556 1.8107
-44973.35 2310.00 1495.8460  1038.4679 34.6560 1.8043
-44973.35 2320.00 1495.9931  1038.5147 34.6564 1.7979
-44973.35 2330.00 1496.1401  1038.5615 34.6569 1.7915
-44973.35 2340.00 1496.2871  1038.6083 34.6573 1.7851
-44973.35 2350.00 1496.4342  1038.6551 34.6577 1.7787
-44973.35 2360.00 1496.5812  1038.7019 34.6582 1.7723
-44973.35 2370.00 1496.7282  1038.7487 34.6586 1.7659
-44973.35 2380.00 1496.8753  1038.7955 34.6590 1.7595
-44973.35 2390.00 1497.0223  1038.8423 34.6594 1.7531
-44973.35 2400.00 1497.1693  1038.8891 34.6599 1.7467
-44973.35 2410.00 1497.3164  1038.9359 34.6603 1.7403
-44973.35 2420.00 1497.4634  1038.9827 34.6607 1.7339
-44973.35 2430.00 1497.6105  1039.0295 34.6612 1.7275
-44973.35 2440.00 1497.7575  1039.0763 34.6616 1.7211
-44973.35 2450.00 1497.9045  1039.1231 34.6620 1.7147
-44973.35 2460.00 1498.0516  1039.1699 34.6624 1.7083
-44973.35 2470.00 1498.1986  1039.2168 34.6629 1.7019
-44973.35 2480.00 1498.3456  1039.2636 34.6633 1.6954
-44973.35 2490.00 1498.4927  1039.3104 34.6637 1.6890
-44973.35 2500.00 1498.6447  1039.3568 34.6641 1.6836
-44973.35 2510.00 1498.7975  1039.4033 34.6644 1.6783
-44973.35 2520.00 1498.9503  1039.4497 34.6647 1.6730
-44973.35 2530.00 1499.1030  1039.4962 34.6650 1.6677
-44973.35 2540.00 1499.2558  1039.5426 34.6653 1.6624
-44973.35 2550.00 1499.4086  1039.5890 34.6656 1.6571
-44973.35 2560.00 1499.5613  1039.6355 34.6659 1.6519
-44973.35 2570.00 1499.7141  1039.6819 34.6663 1.6466
-44973.35 2580.00 1499.8669  1039.7283 34.6666 1.6413
-44973.35 2590.00 1500.0196  1039.7748 34.6669 1.6360
-44973.35 2600.00 1500.1724  1039.8212 34.6672 1.6307
-44973.35 2610.00 1500.3252  1039.8676 34.6675 1.6254
-44973.35 2620.00 1500.4780  1039.9141 34.6678 1.6201
-44973.35 2630.00 1500.6307  1039.9605 34.6682 1.6148
-44973.35 2640.00 1500.7835  1040.0069 34.6685 1.6095
-44973.35 2650.00 1500.9363  1040.0534 34.6688 1.6042
-44973.35 2660.00 1501.0890  1040.0998 34.6691 1.5989
-44973.35 2670.00 1501.2418  1040.1463 34.6694 1.5936
-44973.35 2680.00 1501.3946  1040.1927 34.6697 1.5883
-44973.35 2690.00 1501.5473  1040.2391 34.6701 1.5831
-44973.35 2700.00 1501.7001  1040.2856 34.6704 1.5778
-44973.35 2710.00 1501.8529  1040.3320 34.6707 1.5725
-44973.35 2720.00 1502.0056  1040.3784 34.6710 1.5672
-44973.35 2730.00 1502.1588  1040.4248 34.6713 1.5619
-44973.35 2740.00 1502.3162  1040.4709 34.6716 1.5575
-44973.35 2750.00 1502.4736  1040.5171 34.6718 1.5530
-44973.35 2760.00 1502.6311  1040.5632 34.6720 1.5486
-44973.35 2770.00 1502.7885  1040.6093 34.6723 1.5441
-44973.35 2780.00 1502.9460  1040.6554 34.6725 1.5397
-44973.35 2790.00 1503.1034  1040.7015 34.6727 1.5352
-44973.35 2800.00 1503.2609  1040.7476 34.6730 1.5308
-44973.35 2810.00 1503.4183  1040.7937 34.6732 1.5263
-44973.35 2820.00 1503.5758  1040.8398 34.6735 1.5219
-44973.35 2830.00 1503.7332  1040.8859 34.6737 1.5174
-44973.35 2840.00 1503.8906  1040.9320 34.6739 1.5129
-44973.35 2850.00 1504.0481  1040.9781 34.6742 1.5085
-44973.35 2860.00 1504.2055  1041.0242 34.6744 1.5040
-44973.35 2870.00 1504.3630  1041.0703 34.6746 1.4996
-44973.35 2880.00 1504.5204  1041.1164 34.6749 1.4951
-44973.35 2890.00 1504.6779  1041.1625 34.6751 1.4907
-44973.35 2900.00 1504.8353  1041.2087 34.6754 1.4862
-44973.35 2910.00 1504.9928  1041.2548 34.6756 1.4818
-44973.35 2920.00 1505.1502  1041.3009 34.6758 1.4773
-44973.35 2930.00 1505.3076  1041.3470 34.6761 1.4728
-44973.35 2940.00 1505.4651  1041.3931 34.6763 1.4684
-44973.35 2950.00 1505.6225  1041.4392 34.6766 1.4639
-44973.35 2960.00 1505.7800  1041.4853 34.6768 1.4595
-44973.35 2970.00 1505.9374  1041.5314 34.6770 1.4550
-44973.35 2980.00 1506.0949  1041.5775 34.6773 1.4506
-44973.35 2990.00 1506.2523  1041.6236 34.6775 1.4461
-44973.35 3000.00 1506.4131  1041.6694 34.6777 1.4422
-44973.35 3010.00 1506.5739  1041.7153 34.6779 1.4382
-44973.35 3020.00 1506.7348  1041.7611 34.6781 1.4343
-44973.35 3030.00 1506.8956  1041.8069 34.6783 1.4304
-44973.35 3040.00 1507.0565  1041.8528 34.6785 1.4264
-44973.35 3050.00 1507.2173  1041.8986 34.6787 1.4225
-44973.35 3060.00 1507.3782  1041.9444 34.6789 1.4185
-44973.35 3070.00 1507.5390  1041.9903 34.6791 1.4146
-44973.35 3080.00 1507.6999  1042.0361 34.6793 1.4107
-44973.35 3090.00 1507.8607  1042.0819 34.6795 1.4067
-44973.35 3100.00 1508.0216  1042.1277 34.6797 1.4028
-44973.35 3110.00 1508.1824  1042.1736 34.6799 1.3989
-44973.35 3120.00 1508.3433  1042.2194 34.6801 1.3949
-44973.35 3130.00 1508.5041  1042.2652 34.6803 1.3910
-44973.35 3140.00 1508.6650  1042.3111 34.6805 1.3871
-44973.35 3150.00 1508.8258  1042.3569 34.6807 1.3831
-44973.35 3160.00 1508.9867  1042.4027 34.6809 1.3792
-44973.35 3170.00 1509.1475  1042.4485 34.6811 1.3753
-44973.35 3180.00 1509.3084  1042.4944 34.6813 1.3713
-44973.35 3190.00 1509.4692  1042.5402 34.6815 1.3674
-44973.35 3200.00 1509.6301  1042.5860 34.6817 1.3634
-44973.35 3210.00 1509.7909  1042.6319 34.6819 1.3595
-44973.35 3220.00 1509.9518  1042.6777 34.6821 1.3556
-44973.35 3230.00 1510.1126  1042.7235 34.6823 1.3516
-44973.35 3240.00 1510.2734  1042.7694 34.6825 1.3477
-44973.35 3250.00 1510.4343  1042.8152 34.6827 1.3438
-44973.35 3260.00 1510.5951  1042.8610 34.6829 1.3398
-44973.35 3270.00 1510.7560  1042.9068 34.6831 1.3359
-44973.35 3280.00 1510.9182  1042.9525 34.6833 1.3321
-44973.35 3290.00 1511.0815  1042.9981 34.6835 1.3284
-44973.35 3300.00 1511.2447  1043.0437 34.6837 1.3248
-44973.35 3310.00 1511.4080  1043.0894 34.6839 1.3211
-44973.35 3320.00 1511.5712  1043.1350 34.6840 1.3174
-44973.35 3330.00 1511.7345  1043.1806 34.6842 1.3137
-44973.35 3340.00 1511.8978  1043.2262 34.6844 1.3101
-44973.35 3350.00 1512.0610  1043.2718 34.6846 1.3064
-44973.35 3360.00 1512.2243  1043.3174 34.6848 1.3027
-44973.35 3370.00 1512.3875  1043.3630 34.6850 1.2991
-44973.35 3380.00 1512.5508  1043.4086 34.6852 1.2954
-44973.35 3390.00 1512.7140  1043.4542 34.6854 1.2917
-44973.35 3400.00 1512.8773  1043.4998 34.6856 1.2880
-44973.35 3410.00 1513.0405  1043.5454 34.6858 1.2844
-44973.35 3420.00 1513.2038  1043.5910 34.6860 1.2807
-44973.35 3430.00 1513.3671  1043.6366 34.6862 1.2770
-44973.35 3440.00 1513.5303  1043.6822 34.6864 1.2734
-44973.35 3450.00 1513.6936  1043.7278 34.6866 1.2697
-44973.35 3460.00 1513.8568  1043.7734 34.6868 1.2660
-44973.35 3470.00 1514.0201  1043.8190 34.6869 1.2623
-44973.35 3480.00 1514.1833  1043.8646 34.6871 1.2587
