#dataset: GeoCSV v2.2.0-1
#created: 2024-02-28T21:35:37.609Z
"#description: Metadata for drifting Mobile Earthquake Recording in Marine Areas by Independent Divers (MERMAID) hydrophones, www.EarthScopeOceans.org"
#attribution: automaid v3.6.0-P (https://github.com/earthscopeoceans/automaid [doi: 10.5281/zenodo.5057096])
#matlab_reader: https://github.com/joelsimon/GeoCSV/blob/master/readGeoCSV.m
#waterpressure2depth: 100 mbar is approximately equal to the pressure of 1 meter of water
#frequency_response: http://ds.iris.edu/data/reports/MH/MH.Mermaids.Response.V3.pdf
#lineterminator: '\n'
"#delimiter: ','"
#field_unit: unitless,iso8601,unitless,unitless,unitless,unitless,degrees_north,degrees_east,meters,mbar,unitless,hertz,seconds,seconds
#field_type: string,datetime,string,string,string,string,float,float,float,float,string,float,float,float
MethodIdentifier,StartTime,Network,Station,Location,Channel,Latitude,Longitude,Elevation,WaterPressure,InstrumentDescription,SampleRate,TimeDelay,TimeCorrection
Measurement:Pressure:KELLER_Series_6,2018-08-06T09:20:30.000Z,MH,P0008,nan,nan,nan,nan,nan,119530,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-06T09:32:39.000Z,MH,P0008,nan,nan,nan,nan,nan,113800,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-06T09:42:47.000Z,MH,P0008,nan,nan,nan,nan,nan,108640,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-06T09:52:54.000Z,MH,P0008,nan,nan,nan,nan,nan,103390,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-06T10:05:04.000Z,MH,P0008,nan,nan,nan,nan,nan,97900,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-06T10:17:34.000Z,MH,P0008,nan,nan,nan,nan,nan,92880,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-06T10:29:50.000Z,MH,P0008,nan,nan,nan,nan,nan,87020,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-06T10:39:57.000Z,MH,P0008,nan,nan,nan,nan,nan,81800,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-06T10:52:07.000Z,MH,P0008,nan,nan,nan,nan,nan,76310,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-06T11:04:19.000Z,MH,P0008,nan,nan,nan,nan,nan,71230,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-06T11:14:51.000Z,MH,P0008,nan,nan,nan,nan,nan,66140,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-06T11:27:00.000Z,MH,P0008,nan,nan,nan,nan,nan,60710,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-06T11:39:09.000Z,MH,P0008,nan,nan,nan,nan,nan,54690,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-06T11:51:19.000Z,MH,P0008,nan,nan,nan,nan,nan,48920,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-06T12:05:32.000Z,MH,P0008,nan,nan,nan,nan,nan,43040,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-06T12:16:05.000Z,MH,P0008,nan,nan,nan,nan,nan,37690,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-06T12:28:14.000Z,MH,P0008,nan,nan,nan,nan,nan,31860,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-06T12:40:23.000Z,MH,P0008,nan,nan,nan,nan,nan,26630,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-06T12:51:26.000Z,MH,P0008,nan,nan,nan,nan,nan,21310,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-06T12:59:33.000Z,MH,P0008,nan,nan,nan,nan,nan,16240,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-06T13:11:42.000Z,MH,P0008,nan,nan,nan,nan,nan,10520,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-06T13:26:20.000Z,MH,P0008,nan,nan,nan,nan,nan,5210,MERMAIDHydrophone(452.020),nan,nan,nan
Algorithm(thermocline):automaid:v3.6.0-P,2018-08-06T13:26:46.188Z,MH,P0008,nan,nan,-12.048045,-172.011551,nan,5000,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-06T13:36:56.000Z,MH,P0008,nan,nan,nan,nan,nan,110,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:GPS:u-blox_NEO-M8N,2018-08-06T13:47:22.000Z,MH,P0008,nan,nan,-12.047700,-172.013565,nan,nan,MERMAIDHydrophone(452.020),nan,0.437377,nan
Measurement:GPS:u-blox_NEO-M8N,2018-08-06T13:48:40.000Z,MH,P0008,nan,nan,-12.047684,-172.013687,nan,nan,MERMAIDHydrophone(452.020),nan,-0.000000,nan
Measurement:GPS:u-blox_NEO-M8N,2018-08-06T13:54:20.000Z,MH,P0008,nan,nan,-12.047584,-172.014252,nan,nan,MERMAIDHydrophone(452.020),nan,-0.000000,nan
Measurement:Pressure:KELLER_Series_6,2018-08-06T14:03:51.000Z,MH,P0008,nan,nan,nan,nan,nan,330,MERMAIDHydrophone(452.020),nan,nan,nan
Algorithm(thermocline):automaid:v3.6.0-P,2018-08-06T14:20:45.215Z,MH,P0008,nan,nan,-12.047141,-172.016846,nan,5000,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-06T14:25:08.000Z,MH,P0008,nan,nan,nan,nan,nan,6210,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-06T14:57:37.000Z,MH,P0008,nan,nan,nan,nan,nan,11600,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-06T15:35:32.000Z,MH,P0008,nan,nan,nan,nan,nan,16940,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-06T15:57:11.000Z,MH,P0008,nan,nan,nan,nan,nan,22130,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-06T16:18:51.000Z,MH,P0008,nan,nan,nan,nan,nan,27530,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-06T16:40:30.000Z,MH,P0008,nan,nan,nan,nan,nan,33450,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-06T17:02:10.000Z,MH,P0008,nan,nan,nan,nan,nan,38760,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-06T17:23:49.000Z,MH,P0008,nan,nan,nan,nan,nan,44180,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-06T17:45:39.000Z,MH,P0008,nan,nan,nan,nan,nan,49200,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-06T18:12:33.000Z,MH,P0008,nan,nan,nan,nan,nan,54380,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-06T18:45:03.000Z,MH,P0008,nan,nan,nan,nan,nan,60730,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-06T19:06:42.000Z,MH,P0008,nan,nan,nan,nan,nan,66780,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-06T19:28:43.000Z,MH,P0008,nan,nan,nan,nan,nan,71790,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-06T19:55:26.000Z,MH,P0008,nan,nan,nan,nan,nan,77140,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-06T20:17:06.000Z,MH,P0008,nan,nan,nan,nan,nan,82150,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-06T20:44:10.000Z,MH,P0008,nan,nan,nan,nan,nan,87220,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-06T21:11:15.000Z,MH,P0008,nan,nan,nan,nan,nan,92980,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-06T21:38:19.000Z,MH,P0008,nan,nan,nan,nan,nan,98630,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-06T22:05:23.000Z,MH,P0008,nan,nan,nan,nan,nan,104200,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-06T22:32:28.000Z,MH,P0008,nan,nan,nan,nan,nan,109830,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-06T22:59:32.000Z,MH,P0008,nan,nan,nan,nan,nan,115750,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-06T23:26:37.000Z,MH,P0008,nan,nan,nan,nan,nan,121680,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-06T23:53:41.000Z,MH,P0008,nan,nan,nan,nan,nan,127240,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-07T00:20:45.000Z,MH,P0008,nan,nan,nan,nan,nan,132900,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-07T00:53:18.000Z,MH,P0008,nan,nan,nan,nan,nan,138150,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-07T01:36:40.000Z,MH,P0008,nan,nan,nan,nan,nan,143330,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-07T05:45:05.000Z,MH,P0008,nan,nan,nan,nan,nan,148340,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-07T06:45:20.000Z,MH,P0008,nan,nan,nan,nan,nan,148580,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-07T22:02:29.000Z,MH,P0008,nan,nan,nan,nan,nan,153450,MERMAIDHydrophone(452.020),nan,nan,nan
Algorithm(event):automaid:v3.6.0-P,2018-08-08T01:42:00.568Z,MH,P0008,00,BDH,-12.074427,-171.996506,nan,153100,MERMAIDHydrophone(452.020),20.0,nan,-0.290870
Measurement:Pressure:KELLER_Series_6,2018-08-14T18:45:27.000Z,MH,P0008,nan,nan,nan,nan,nan,152130,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-14T18:56:59.000Z,MH,P0008,nan,nan,nan,nan,nan,147480,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-14T19:07:06.000Z,MH,P0008,nan,nan,nan,nan,nan,142070,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-14T19:17:14.000Z,MH,P0008,nan,nan,nan,nan,nan,136660,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-14T19:29:23.000Z,MH,P0008,nan,nan,nan,nan,nan,130890,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-14T19:41:32.000Z,MH,P0008,nan,nan,nan,nan,nan,125600,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-14T19:54:09.000Z,MH,P0008,nan,nan,nan,nan,nan,119610,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-14T20:04:17.000Z,MH,P0008,nan,nan,nan,nan,nan,114550,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-14T20:16:26.000Z,MH,P0008,nan,nan,nan,nan,nan,108800,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-14T20:28:35.000Z,MH,P0008,nan,nan,nan,nan,nan,103620,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-14T20:39:38.000Z,MH,P0008,nan,nan,nan,nan,nan,98020,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-14T20:49:46.000Z,MH,P0008,nan,nan,nan,nan,nan,92310,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-14T20:59:54.000Z,MH,P0008,nan,nan,nan,nan,nan,86650,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-14T21:10:01.000Z,MH,P0008,nan,nan,nan,nan,nan,81410,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-14T21:22:10.000Z,MH,P0008,nan,nan,nan,nan,nan,75470,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-14T21:32:18.000Z,MH,P0008,nan,nan,nan,nan,nan,70320,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-14T21:42:26.000Z,MH,P0008,nan,nan,nan,nan,nan,65080,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-14T21:54:35.000Z,MH,P0008,nan,nan,nan,nan,nan,59720,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-14T22:06:47.000Z,MH,P0008,nan,nan,nan,nan,nan,54090,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-14T22:17:20.000Z,MH,P0008,nan,nan,nan,nan,nan,48300,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-14T22:27:27.000Z,MH,P0008,nan,nan,nan,nan,nan,43120,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-14T22:37:35.000Z,MH,P0008,nan,nan,nan,nan,nan,37860,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-14T22:49:44.000Z,MH,P0008,nan,nan,nan,nan,nan,31850,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-14T23:01:53.000Z,MH,P0008,nan,nan,nan,nan,nan,26500,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-14T23:14:30.000Z,MH,P0008,nan,nan,nan,nan,nan,20950,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-14T23:26:39.000Z,MH,P0008,nan,nan,nan,nan,nan,15350,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-14T23:41:21.000Z,MH,P0008,nan,nan,nan,nan,nan,9550,MERMAIDHydrophone(452.020),nan,nan,nan
Algorithm(thermocline):automaid:v3.6.0-P,2018-08-14T23:50:32.009Z,MH,P0008,nan,nan,-12.202650,-171.900955,nan,5000,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-14T23:52:21.000Z,MH,P0008,nan,nan,nan,nan,nan,4100,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:GPS:u-blox_NEO-M8N,2018-08-15T00:10:52.000Z,MH,P0008,nan,nan,-12.205566,-171.903763,nan,nan,MERMAIDHydrophone(452.020),nan,1.643707,nan
Measurement:GPS:u-blox_NEO-M8N,2018-08-15T00:12:58.000Z,MH,P0008,nan,nan,-12.205900,-171.904053,nan,nan,MERMAIDHydrophone(452.020),nan,-0.000000,nan
Measurement:GPS:u-blox_NEO-M8N,2018-08-15T00:23:25.000Z,MH,P0008,nan,nan,-12.207367,-171.905502,nan,nan,MERMAIDHydrophone(452.020),nan,-0.000184,nan
Measurement:GPS:u-blox_NEO-M8N,2018-08-15T00:26:41.000Z,MH,P0008,nan,nan,-12.207784,-171.905991,nan,nan,MERMAIDHydrophone(452.020),nan,-0.000000,nan
Measurement:Pressure:KELLER_Series_6,2018-08-15T00:35:58.000Z,MH,P0008,nan,nan,nan,nan,nan,460,MERMAIDHydrophone(452.020),nan,nan,nan
Algorithm(thermocline):automaid:v3.6.0-P,2018-08-15T00:46:08.271Z,MH,P0008,nan,nan,-12.210455,-171.908722,nan,5000,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-15T00:57:15.000Z,MH,P0008,nan,nan,nan,nan,nan,9960,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-15T01:18:55.000Z,MH,P0008,nan,nan,nan,nan,nan,15730,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-15T01:45:59.000Z,MH,P0008,nan,nan,nan,nan,nan,21020,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-15T02:13:04.000Z,MH,P0008,nan,nan,nan,nan,nan,26770,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-15T02:40:08.000Z,MH,P0008,nan,nan,nan,nan,nan,32550,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-15T03:07:12.000Z,MH,P0008,nan,nan,nan,nan,nan,37900,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-15T03:28:52.000Z,MH,P0008,nan,nan,nan,nan,nan,43560,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-15T03:50:31.000Z,MH,P0008,nan,nan,nan,nan,nan,48900,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-15T04:12:11.000Z,MH,P0008,nan,nan,nan,nan,nan,53990,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-15T04:39:15.000Z,MH,P0008,nan,nan,nan,nan,nan,59610,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-15T05:01:20.000Z,MH,P0008,nan,nan,nan,nan,nan,64620,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-15T05:27:59.000Z,MH,P0008,nan,nan,nan,nan,nan,70160,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-15T05:49:39.000Z,MH,P0008,nan,nan,nan,nan,nan,75830,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-15T06:11:18.000Z,MH,P0008,nan,nan,nan,nan,nan,81890,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-15T06:33:05.000Z,MH,P0008,nan,nan,nan,nan,nan,86910,MERMAIDHydrophone(452.020),nan,nan,nan
