Datetime	Latitude	Longitude	WaterPressure
2018-09-08T11:00:47.732Z	-20.350466	-130.666351	5000
2018-09-09T10:14:45.500Z	-20.310354	-130.635071	5000
2018-09-09T11:06:21.975Z	-20.308352	-130.63681	5000
2018-09-10T04:25:34.925Z	-20.307955	-130.612289	149900
2018-09-16T21:17:58.060Z	-20.304272	-130.384491	151000
2018-09-17T02:34:23.797Z	-20.30415	-130.377029	5000
2018-09-17T03:28:29.654Z	-20.312935	-130.375381	5000
2018-09-25T13:03:29.364Z	-20.31889	-130.137634	5000
2018-09-25T13:55:21.853Z	-20.321339	-130.130112	5000
2018-09-30T10:58:14.851Z	-20.360519	-130.06955	150000
2018-10-03T23:41:35.162Z	-20.388878	-130.025726	5000
2018-10-04T00:33:50.771Z	-20.379204	-130.032028	5000
2018-10-12T10:11:24.368Z	-20.482235	-129.96376	5000
2018-10-12T11:03:38.340Z	-20.479706	-129.965027	5000
2018-10-20T20:41:58.353Z	-20.613258	-129.958817	5000
2018-10-20T21:37:07.003Z	-20.609213	-129.96106	5000
2018-10-29T07:14:05.698Z	-20.765186	-130.023453	5000
2018-10-29T08:06:45.778Z	-20.762106	-130.022522	5000
2018-11-06T17:51:53.422Z	-20.91905	-130.131638	5000
2018-11-06T18:52:46.425Z	-20.915171	-130.135178	5000
2018-11-15T04:30:58.761Z	-21.094547	-130.207001	5000
2018-11-15T05:20:13.929Z	-21.090847	-130.211212	5000
2018-11-23T14:55:47.691Z	-21.30352	-130.306	5000
2018-11-23T16:03:03.696Z	-21.294243	-130.315338	5000
2018-11-30T17:40:21.418Z	-21.412676	-130.31459	151600
2018-11-30T22:53:13.084Z	-21.416315	-130.314575	5000
2018-11-30T23:53:50.595Z	-21.41983	-130.32634	5000
2018-12-05T04:26:15.989Z	-21.45359	-130.294128	153000
2018-12-05T09:49:08.402Z	-21.455397	-130.292404	5000
2018-12-05T10:50:07.181Z	-21.452991	-130.294586	5000
2018-12-11T02:36:53.942Z	-21.50087	-130.20726	153000
2018-12-11T07:57:33.317Z	-21.502754	-130.203812	5000
2018-12-11T09:16:04.337Z	-21.510683	-130.212067	5000
2018-12-19T18:50:20.131Z	-21.475676	-130.019272	5000
2018-12-19T19:46:52.679Z	-21.480671	-130.020264	5000
2018-12-28T05:15:36.449Z	-21.362593	-129.867493	5000
2018-12-28T06:06:51.368Z	-21.369581	-129.872299	5000
2018-12-31T11:44:20.124Z	-21.291821	-129.830505	153000
2018-12-31T17:02:45.150Z	-21.286505	-129.827652	5000
2018-12-31T18:08:27.310Z	-21.296623	-129.825394	5000
2019-01-05T19:32:59.752Z	-21.160412	-129.807877	152100
2019-01-06T00:43:45.673Z	-21.154602	-129.807129	5000
2019-01-06T01:42:14.938Z	-21.159409	-129.808426	5000
2019-01-14T11:22:40.945Z	-20.901251	-129.874252	5000
2019-01-14T12:39:59.224Z	-20.904606	-129.88028	5000
2019-01-22T22:07:45.947Z	-20.677811	-129.894974	5000
2019-01-22T23:09:06.437Z	-20.67099	-129.903778	5000
2019-01-26T13:09:57.932Z	-20.57185	-129.892029	154000
2019-01-26T18:07:27.740Z	-20.566135	-129.891357	5000
2019-01-26T19:00:41.416Z	-20.562469	-129.89827	5000
2019-01-28T15:05:07.496Z	-20.517036	-129.89624	152000
2019-02-01T16:21:33.589Z	-20.416759	-129.891739	154200
2019-02-01T21:39:14.159Z	-20.411301	-129.891495	5000
2019-02-01T22:37:20.315Z	-20.410545	-129.899033	5000
2019-02-08T16:48:50.940Z	-20.270315	-129.91684	150800
2019-02-08T21:59:53.156Z	-20.265833	-129.917419	5000
2019-02-08T22:58:20.354Z	-20.268803	-129.921997	5000
2019-02-12T02:26:47.141Z	-20.246748	-129.928024	149600
2019-02-12T07:34:29.160Z	-20.245249	-129.928436	5000
2019-02-12T08:33:22.915Z	-20.250437	-129.925476	5000
2019-02-20T18:14:54.533Z	-20.212133	-129.92247	5000
2019-02-20T19:18:07.432Z	-20.224401	-129.92395	5000
