#dataset: GeoCSV v2.2.0-1
#created: 2024-02-28T21:35:37.609Z
"#description: Metadata for drifting Mobile Earthquake Recording in Marine Areas by Independent Divers (MERMAID) hydrophones, www.EarthScopeOceans.org"
#attribution: automaid v3.6.0-P (https://github.com/earthscopeoceans/automaid [doi: 10.5281/zenodo.5057096])
#matlab_reader: https://github.com/joelsimon/GeoCSV/blob/master/readGeoCSV.m
#waterpressure2depth: 100 mbar is approximately equal to the pressure of 1 meter of water
#frequency_response: http://ds.iris.edu/data/reports/MH/MH.Mermaids.Response.V3.pdf
#lineterminator: '\n'
"#delimiter: ','"
#field_unit: unitless,iso8601,unitless,unitless,unitless,unitless,degrees_north,degrees_east,meters,mbar,unitless,hertz,seconds,seconds
#field_type: string,datetime,string,string,string,string,float,float,float,float,string,float,float,float
MethodIdentifier,StartTime,Network,Station,Location,Channel,Latitude,Longitude,Elevation,WaterPressure,InstrumentDescription,SampleRate,TimeDelay,TimeCorrection
Measurement:Pressure:KELLER_Series_6,2018-09-09T21:29:29.000Z,MH,P0021,nan,nan,nan,nan,nan,63310,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-09T21:56:33.000Z,MH,P0021,nan,nan,nan,nan,nan,68810,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-09T22:23:38.000Z,MH,P0021,nan,nan,nan,nan,nan,73840,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-09T22:45:17.000Z,MH,P0021,nan,nan,nan,nan,nan,79300,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-09T23:06:57.000Z,MH,P0021,nan,nan,nan,nan,nan,85050,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-09T23:34:01.000Z,MH,P0021,nan,nan,nan,nan,nan,90820,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T00:01:06.000Z,MH,P0021,nan,nan,nan,nan,nan,96200,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T00:22:46.000Z,MH,P0021,nan,nan,nan,nan,nan,101460,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T00:44:25.000Z,MH,P0021,nan,nan,nan,nan,nan,108030,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T01:00:40.000Z,MH,P0021,nan,nan,nan,nan,nan,113980,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T01:22:19.000Z,MH,P0021,nan,nan,nan,nan,nan,119280,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T01:43:59.000Z,MH,P0021,nan,nan,nan,nan,nan,125520,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T02:16:32.000Z,MH,P0021,nan,nan,nan,nan,nan,131420,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T02:49:05.000Z,MH,P0021,nan,nan,nan,nan,nan,136610,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T03:48:38.000Z,MH,P0021,nan,nan,nan,nan,nan,141680,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T04:46:34.000Z,MH,P0021,nan,nan,nan,nan,nan,146960,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T07:54:52.000Z,MH,P0021,nan,nan,nan,nan,nan,152050,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T12:21:02.000Z,MH,P0021,nan,nan,nan,nan,nan,152370,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T12:34:35.000Z,MH,P0021,nan,nan,nan,nan,nan,146770,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T12:44:42.000Z,MH,P0021,nan,nan,nan,nan,nan,141710,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T12:56:51.000Z,MH,P0021,nan,nan,nan,nan,nan,136080,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T13:09:01.000Z,MH,P0021,nan,nan,nan,nan,nan,130990,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T13:21:38.000Z,MH,P0021,nan,nan,nan,nan,nan,125310,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T13:32:13.000Z,MH,P0021,nan,nan,nan,nan,nan,119620,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T13:42:21.000Z,MH,P0021,nan,nan,nan,nan,nan,114130,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T13:52:28.000Z,MH,P0021,nan,nan,nan,nan,nan,109120,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T14:04:37.000Z,MH,P0021,nan,nan,nan,nan,nan,103840,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T14:17:14.000Z,MH,P0021,nan,nan,nan,nan,nan,97930,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T14:27:22.000Z,MH,P0021,nan,nan,nan,nan,nan,92590,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T14:39:31.000Z,MH,P0021,nan,nan,nan,nan,nan,86660,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T14:51:40.000Z,MH,P0021,nan,nan,nan,nan,nan,80990,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T15:03:50.000Z,MH,P0021,nan,nan,nan,nan,nan,75290,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T15:15:59.000Z,MH,P0021,nan,nan,nan,nan,nan,70080,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T15:26:34.000Z,MH,P0021,nan,nan,nan,nan,nan,64460,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T15:36:42.000Z,MH,P0021,nan,nan,nan,nan,nan,59130,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T15:48:51.000Z,MH,P0021,nan,nan,nan,nan,nan,53590,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T16:01:00.000Z,MH,P0021,nan,nan,nan,nan,nan,48330,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T16:11:36.000Z,MH,P0021,nan,nan,nan,nan,nan,42230,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T16:23:45.000Z,MH,P0021,nan,nan,nan,nan,nan,36580,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T16:33:52.000Z,MH,P0021,nan,nan,nan,nan,nan,31530,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T16:46:02.000Z,MH,P0021,nan,nan,nan,nan,nan,25810,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T16:56:09.000Z,MH,P0021,nan,nan,nan,nan,nan,20770,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T17:08:18.000Z,MH,P0021,nan,nan,nan,nan,nan,15510,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T17:20:31.000Z,MH,P0021,nan,nan,nan,nan,nan,9940,MERMAIDHydrophone(452.020),nan,nan,nan
Algorithm(thermocline):automaid:v3.6.0-P,2018-09-10T17:30:17.857Z,MH,P0021,nan,nan,-23.637465,-133.348312,nan,5000,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T17:31:03.000Z,MH,P0021,nan,nan,nan,nan,nan,4620,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:GPS:u-blox_NEO-M8N,2018-09-10T17:52:01.000Z,MH,P0021,nan,nan,-23.637184,-133.349960,nan,nan,MERMAIDHydrophone(452.020),nan,0.081695,nan
Measurement:GPS:u-blox_NEO-M8N,2018-09-10T17:53:16.000Z,MH,P0021,nan,nan,-23.637184,-133.350067,nan,nan,MERMAIDHydrophone(452.020),nan,0.000030,nan
Measurement:GPS:u-blox_NEO-M8N,2018-09-10T18:03:34.000Z,MH,P0021,nan,nan,-23.637033,-133.350845,nan,nan,MERMAIDHydrophone(452.020),nan,0.000061,nan
Measurement:GPS:u-blox_NEO-M8N,2018-09-10T18:06:42.000Z,MH,P0021,nan,nan,-23.636950,-133.351120,nan,nan,MERMAIDHydrophone(452.020),nan,0.000030,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T18:16:22.000Z,MH,P0021,nan,nan,nan,nan,nan,320,MERMAIDHydrophone(452.020),nan,nan,nan
Algorithm(thermocline):automaid:v3.6.0-P,2018-09-10T18:30:52.046Z,MH,P0021,nan,nan,-23.636530,-133.353012,nan,5000,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T18:48:28.000Z,MH,P0021,nan,nan,nan,nan,nan,10680,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T19:10:07.000Z,MH,P0021,nan,nan,nan,nan,nan,17170,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T19:37:12.000Z,MH,P0021,nan,nan,nan,nan,nan,23170,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T20:04:16.000Z,MH,P0021,nan,nan,nan,nan,nan,28770,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T20:31:21.000Z,MH,P0021,nan,nan,nan,nan,nan,34800,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T20:58:25.000Z,MH,P0021,nan,nan,nan,nan,nan,40510,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T21:25:29.000Z,MH,P0021,nan,nan,nan,nan,nan,45710,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T21:52:34.000Z,MH,P0021,nan,nan,nan,nan,nan,51650,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T22:14:13.000Z,MH,P0021,nan,nan,nan,nan,nan,57440,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T22:35:53.000Z,MH,P0021,nan,nan,nan,nan,nan,63410,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T23:02:57.000Z,MH,P0021,nan,nan,nan,nan,nan,69030,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T23:24:37.000Z,MH,P0021,nan,nan,nan,nan,nan,74120,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T23:46:17.000Z,MH,P0021,nan,nan,nan,nan,nan,79790,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-11T00:07:56.000Z,MH,P0021,nan,nan,nan,nan,nan,84810,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-11T00:35:01.000Z,MH,P0021,nan,nan,nan,nan,nan,91000,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-11T00:51:15.000Z,MH,P0021,nan,nan,nan,nan,nan,96040,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-11T01:18:20.000Z,MH,P0021,nan,nan,nan,nan,nan,101880,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-11T01:39:59.000Z,MH,P0021,nan,nan,nan,nan,nan,107420,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-11T02:07:04.000Z,MH,P0021,nan,nan,nan,nan,nan,112780,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-11T02:28:43.000Z,MH,P0021,nan,nan,nan,nan,nan,118040,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-11T02:50:23.000Z,MH,P0021,nan,nan,nan,nan,nan,123330,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-11T03:17:27.000Z,MH,P0021,nan,nan,nan,nan,nan,128360,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-11T03:44:32.000Z,MH,P0021,nan,nan,nan,nan,nan,133960,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-11T04:22:29.000Z,MH,P0021,nan,nan,nan,nan,nan,139350,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-11T05:11:13.000Z,MH,P0021,nan,nan,nan,nan,nan,144570,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-11T06:32:29.000Z,MH,P0021,nan,nan,nan,nan,nan,149580,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-11T10:59:39.000Z,MH,P0021,nan,nan,nan,nan,nan,151000,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-14T21:08:59.000Z,MH,P0021,nan,nan,nan,nan,nan,154620,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-15T17:40:13.000Z,MH,P0021,nan,nan,nan,nan,nan,149600,MERMAIDHydrophone(452.020),nan,nan,nan
Algorithm(event):automaid:v3.6.0-P,2018-09-16T21:15:43.932Z,MH,P0021,00,BDH,-23.524294,-133.433411,nan,nan,MERMAIDHydrophone(452.020),20.0,nan,-0.053204
Algorithm(event):automaid:v3.6.0-P,2018-09-16T21:17:31.584Z,MH,P0021,00,BDH,-23.524271,-133.433426,nan,151000,MERMAIDHydrophone(452.020),20.0,nan,-0.053215
Measurement:Pressure:KELLER_Series_6,2018-09-16T21:24:40.000Z,MH,P0021,nan,nan,nan,nan,nan,150960,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-16T21:40:15.000Z,MH,P0021,nan,nan,nan,nan,nan,144550,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-16T21:52:24.000Z,MH,P0021,nan,nan,nan,nan,nan,138940,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-16T22:04:33.000Z,MH,P0021,nan,nan,nan,nan,nan,133810,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-16T22:17:10.000Z,MH,P0021,nan,nan,nan,nan,nan,128010,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-16T22:29:19.000Z,MH,P0021,nan,nan,nan,nan,nan,122090,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-16T22:41:28.000Z,MH,P0021,nan,nan,nan,nan,nan,116150,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-16T22:53:37.000Z,MH,P0021,nan,nan,nan,nan,nan,110500,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-16T23:05:47.000Z,MH,P0021,nan,nan,nan,nan,nan,105290,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-16T23:18:24.000Z,MH,P0021,nan,nan,nan,nan,nan,99560,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-16T23:30:33.000Z,MH,P0021,nan,nan,nan,nan,nan,94200,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-16T23:42:42.000Z,MH,P0021,nan,nan,nan,nan,nan,88430,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-16T23:56:56.000Z,MH,P0021,nan,nan,nan,nan,nan,82860,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-17T00:07:56.000Z,MH,P0021,nan,nan,nan,nan,nan,77150,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-17T00:18:04.000Z,MH,P0021,nan,nan,nan,nan,nan,71600,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-17T00:28:11.000Z,MH,P0021,nan,nan,nan,nan,nan,66100,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-17T00:40:20.000Z,MH,P0021,nan,nan,nan,nan,nan,60150,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-17T00:52:29.000Z,MH,P0021,nan,nan,nan,nan,nan,54530,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-17T01:04:39.000Z,MH,P0021,nan,nan,nan,nan,nan,49230,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-17T01:15:14.000Z,MH,P0021,nan,nan,nan,nan,nan,43930,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-17T01:25:22.000Z,MH,P0021,nan,nan,nan,nan,nan,38540,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-17T01:35:29.000Z,MH,P0021,nan,nan,nan,nan,nan,33300,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-17T01:45:37.000Z,MH,P0021,nan,nan,nan,nan,nan,28060,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-17T01:55:45.000Z,MH,P0021,nan,nan,nan,nan,nan,22770,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-17T02:09:55.000Z,MH,P0021,nan,nan,nan,nan,nan,16950,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-17T02:20:31.000Z,MH,P0021,nan,nan,nan,nan,nan,11230,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-17T02:30:38.000Z,MH,P0021,nan,nan,nan,nan,nan,5450,MERMAIDHydrophone(452.020),nan,nan,nan
Algorithm(thermocline):automaid:v3.6.0-P,2018-09-17T02:31:30.313Z,MH,P0021,nan,nan,-23.520269,-133.436295,nan,5000,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-17T02:40:46.000Z,MH,P0021,nan,nan,nan,nan,nan,220,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:GPS:u-blox_NEO-M8N,2018-09-17T02:52:52.000Z,MH,P0021,nan,nan,-23.521601,-133.433685,nan,nan,MERMAIDHydrophone(452.020),nan,0.055236,nan
Measurement:GPS:u-blox_NEO-M8N,2018-09-17T02:55:06.000Z,MH,P0021,nan,nan,-23.521749,-133.433380,nan,nan,MERMAIDHydrophone(452.020),nan,0.000030,nan
Measurement:GPS:u-blox_NEO-M8N,2018-09-17T03:05:26.000Z,MH,P0021,nan,nan,-23.522383,-133.432144,nan,nan,MERMAIDHydrophone(452.020),nan,0.000030,nan
Measurement:GPS:u-blox_NEO-M8N,2018-09-17T03:08:28.000Z,MH,P0021,nan,nan,-23.522566,-133.431778,nan,nan,MERMAIDHydrophone(452.020),nan,-0.000000,nan
Measurement:Pressure:KELLER_Series_6,2018-09-17T03:17:45.000Z,MH,P0021,nan,nan,nan,nan,nan,430,MERMAIDHydrophone(452.020),nan,nan,nan
Algorithm(thermocline):automaid:v3.6.0-P,2018-09-17T03:27:07.944Z,MH,P0021,nan,nan,-23.523706,-133.429550,nan,5000,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-17T03:28:12.000Z,MH,P0021,nan,nan,nan,nan,nan,5520,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-17T03:39:07.000Z,MH,P0021,nan,nan,nan,nan,nan,10530,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-17T03:55:17.000Z,MH,P0021,nan,nan,nan,nan,nan,17720,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-17T04:11:31.000Z,MH,P0021,nan,nan,nan,nan,nan,24310,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-17T04:27:46.000Z,MH,P0021,nan,nan,nan,nan,nan,30400,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-17T04:44:01.000Z,MH,P0021,nan,nan,nan,nan,nan,36750,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-17T05:00:15.000Z,MH,P0021,nan,nan,nan,nan,nan,42280,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-17T05:16:30.000Z,MH,P0021,nan,nan,nan,nan,nan,47720,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-17T05:32:45.000Z,MH,P0021,nan,nan,nan,nan,nan,53060,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-17T05:48:59.000Z,MH,P0021,nan,nan,nan,nan,nan,58170,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-17T06:05:14.000Z,MH,P0021,nan,nan,nan,nan,nan,63390,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-17T06:21:29.000Z,MH,P0021,nan,nan,nan,nan,nan,68550,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-17T06:43:08.000Z,MH,P0021,nan,nan,nan,nan,nan,74440,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-17T07:04:48.000Z,MH,P0021,nan,nan,nan,nan,nan,80180,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-17T07:31:52.000Z,MH,P0021,nan,nan,nan,nan,nan,86290,MERMAIDHydrophone(452.020),nan,nan,nan
