#dataset: GeoCSV v2.2.0-1
#created: 2024-02-28T21:35:37.609Z
"#description: Metadata for drifting Mobile Earthquake Recording in Marine Areas by Independent Divers (MERMAID) hydrophones, www.EarthScopeOceans.org"
#attribution: automaid v3.6.0-P (https://github.com/earthscopeoceans/automaid [doi: 10.5281/zenodo.5057096])
#matlab_reader: https://github.com/joelsimon/GeoCSV/blob/master/readGeoCSV.m
#waterpressure2depth: 100 mbar is approximately equal to the pressure of 1 meter of water
#frequency_response: http://ds.iris.edu/data/reports/MH/MH.Mermaids.Response.V3.pdf
#lineterminator: '\n'
"#delimiter: ','"
#field_unit: unitless,iso8601,unitless,unitless,unitless,unitless,degrees_north,degrees_east,meters,mbar,unitless,hertz,seconds,seconds
#field_type: string,datetime,string,string,string,string,float,float,float,float,string,float,float,float
MethodIdentifier,StartTime,Network,Station,Location,Channel,Latitude,Longitude,Elevation,WaterPressure,InstrumentDescription,SampleRate,TimeDelay,TimeCorrection
Measurement:Pressure:KELLER_Series_6,2018-06-27T21:33:34.000Z,MH,P0007,nan,nan,nan,nan,nan,41400,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-27T22:00:39.000Z,MH,P0007,nan,nan,nan,nan,nan,47310,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-27T22:22:18.000Z,MH,P0007,nan,nan,nan,nan,nan,52860,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-27T22:44:05.000Z,MH,P0007,nan,nan,nan,nan,nan,57880,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-27T23:05:38.000Z,MH,P0007,nan,nan,nan,nan,nan,63600,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-27T23:27:17.000Z,MH,P0007,nan,nan,nan,nan,nan,69390,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-27T23:54:22.000Z,MH,P0007,nan,nan,nan,nan,nan,74960,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-28T00:21:26.000Z,MH,P0007,nan,nan,nan,nan,nan,80910,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-28T00:48:30.000Z,MH,P0007,nan,nan,nan,nan,nan,86250,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-28T01:15:35.000Z,MH,P0007,nan,nan,nan,nan,nan,92190,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-28T01:37:14.000Z,MH,P0007,nan,nan,nan,nan,nan,97440,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-28T02:04:19.000Z,MH,P0007,nan,nan,nan,nan,nan,103190,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-28T02:31:23.000Z,MH,P0007,nan,nan,nan,nan,nan,109160,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-28T02:53:03.000Z,MH,P0007,nan,nan,nan,nan,nan,114580,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-28T03:20:07.000Z,MH,P0007,nan,nan,nan,nan,nan,120430,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-28T03:47:22.000Z,MH,P0007,nan,nan,nan,nan,nan,125440,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-28T04:14:16.000Z,MH,P0007,nan,nan,nan,nan,nan,130690,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-28T04:41:20.000Z,MH,P0007,nan,nan,nan,nan,nan,135940,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-28T05:19:15.000Z,MH,P0007,nan,nan,nan,nan,nan,141030,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-28T06:07:34.000Z,MH,P0007,nan,nan,nan,nan,nan,146120,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-28T10:23:09.000Z,MH,P0007,nan,nan,nan,nan,nan,151160,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-28T13:14:16.000Z,MH,P0007,nan,nan,nan,nan,nan,151900,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-28T13:30:19.000Z,MH,P0007,nan,nan,nan,nan,nan,145410,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-28T13:42:28.000Z,MH,P0007,nan,nan,nan,nan,nan,139620,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-28T13:54:37.000Z,MH,P0007,nan,nan,nan,nan,nan,134210,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-28T14:06:49.000Z,MH,P0007,nan,nan,nan,nan,nan,128610,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-28T14:17:21.000Z,MH,P0007,nan,nan,nan,nan,nan,122750,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-28T14:27:29.000Z,MH,P0007,nan,nan,nan,nan,nan,116810,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-28T14:37:37.000Z,MH,P0007,nan,nan,nan,nan,nan,111050,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-28T14:47:44.000Z,MH,P0007,nan,nan,nan,nan,nan,105930,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-28T14:59:54.000Z,MH,P0007,nan,nan,nan,nan,nan,100110,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-28T15:12:03.000Z,MH,P0007,nan,nan,nan,nan,nan,94420,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-28T15:24:12.000Z,MH,P0007,nan,nan,nan,nan,nan,88950,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-28T15:36:49.000Z,MH,P0007,nan,nan,nan,nan,nan,83180,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-28T15:46:56.000Z,MH,P0007,nan,nan,nan,nan,nan,77910,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-28T15:57:04.000Z,MH,P0007,nan,nan,nan,nan,nan,72870,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-28T16:07:12.000Z,MH,P0007,nan,nan,nan,nan,nan,67840,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-28T16:17:19.000Z,MH,P0007,nan,nan,nan,nan,nan,62480,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-28T16:29:29.000Z,MH,P0007,nan,nan,nan,nan,nan,56750,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-28T16:41:38.000Z,MH,P0007,nan,nan,nan,nan,nan,51410,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-28T16:54:43.000Z,MH,P0007,nan,nan,nan,nan,nan,45720,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-28T17:04:50.000Z,MH,P0007,nan,nan,nan,nan,nan,40360,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-28T17:14:58.000Z,MH,P0007,nan,nan,nan,nan,nan,34620,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-28T17:25:05.000Z,MH,P0007,nan,nan,nan,nan,nan,29600,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-28T17:35:13.000Z,MH,P0007,nan,nan,nan,nan,nan,24370,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-28T17:47:22.000Z,MH,P0007,nan,nan,nan,nan,nan,18680,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-28T17:59:31.000Z,MH,P0007,nan,nan,nan,nan,nan,13480,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-28T18:12:36.000Z,MH,P0007,nan,nan,nan,nan,nan,8280,MERMAIDHydrophone(452.020),nan,nan,nan
Algorithm(thermocline):automaid:v3.6.0-P,2018-06-28T18:18:25.025Z,MH,P0007,nan,nan,-13.489510,-176.514435,nan,5000,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-28T18:23:40.000Z,MH,P0007,nan,nan,nan,nan,nan,2040,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:GPS:u-blox_NEO-M8N,2018-06-28T18:35:52.000Z,MH,P0007,nan,nan,-13.490517,-176.516785,nan,nan,MERMAIDHydrophone(452.020),nan,0.165588,nan
Measurement:GPS:u-blox_NEO-M8N,2018-06-28T18:37:06.000Z,MH,P0007,nan,nan,-13.490600,-176.516937,nan,nan,MERMAIDHydrophone(452.020),nan,0.000030,nan
Measurement:GPS:u-blox_NEO-M8N,2018-06-28T18:47:25.000Z,MH,P0007,nan,nan,-13.491183,-176.518326,nan,nan,MERMAIDHydrophone(452.020),nan,-0.000000,nan
Measurement:GPS:u-blox_NEO-M8N,2018-06-28T18:50:42.000Z,MH,P0007,nan,nan,-13.491350,-176.518723,nan,nan,MERMAIDHydrophone(452.020),nan,-0.000000,nan
Measurement:Pressure:KELLER_Series_6,2018-06-28T18:56:16.000Z,MH,P0007,nan,nan,nan,nan,nan,560,MERMAIDHydrophone(452.020),nan,nan,nan
Algorithm(thermocline):automaid:v3.6.0-P,2018-06-28T19:08:10.090Z,MH,P0007,nan,nan,-13.492313,-176.521011,nan,5000,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-28T19:17:33.000Z,MH,P0007,nan,nan,nan,nan,nan,8500,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-28T19:44:37.000Z,MH,P0007,nan,nan,nan,nan,nan,13680,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-28T20:17:07.000Z,MH,P0007,nan,nan,nan,nan,nan,19650,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-28T20:49:36.000Z,MH,P0007,nan,nan,nan,nan,nan,25200,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-28T21:16:41.000Z,MH,P0007,nan,nan,nan,nan,nan,31120,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-28T21:43:45.000Z,MH,P0007,nan,nan,nan,nan,nan,37090,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-28T22:05:25.000Z,MH,P0007,nan,nan,nan,nan,nan,42550,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-28T22:27:04.000Z,MH,P0007,nan,nan,nan,nan,nan,47880,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-28T22:54:08.000Z,MH,P0007,nan,nan,nan,nan,nan,53770,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-28T23:21:13.000Z,MH,P0007,nan,nan,nan,nan,nan,59580,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-28T23:53:42.000Z,MH,P0007,nan,nan,nan,nan,nan,65340,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-29T00:15:22.000Z,MH,P0007,nan,nan,nan,nan,nan,70870,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-29T00:37:05.000Z,MH,P0007,nan,nan,nan,nan,nan,75880,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-29T00:58:41.000Z,MH,P0007,nan,nan,nan,nan,nan,81130,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-29T01:25:45.000Z,MH,P0007,nan,nan,nan,nan,nan,86210,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-29T01:58:15.000Z,MH,P0007,nan,nan,nan,nan,nan,91770,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-29T02:25:19.000Z,MH,P0007,nan,nan,nan,nan,nan,97260,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-29T02:52:23.000Z,MH,P0007,nan,nan,nan,nan,nan,102280,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-29T03:19:38.000Z,MH,P0007,nan,nan,nan,nan,nan,107300,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-29T03:46:32.000Z,MH,P0007,nan,nan,nan,nan,nan,113070,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-29T04:13:37.000Z,MH,P0007,nan,nan,nan,nan,nan,118670,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-29T04:35:16.000Z,MH,P0007,nan,nan,nan,nan,nan,123760,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-29T04:56:56.000Z,MH,P0007,nan,nan,nan,nan,nan,129240,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-29T05:29:25.000Z,MH,P0007,nan,nan,nan,nan,nan,135200,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-29T05:56:33.000Z,MH,P0007,nan,nan,nan,nan,nan,140230,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-29T06:45:17.000Z,MH,P0007,nan,nan,nan,nan,nan,145490,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-29T08:46:13.000Z,MH,P0007,nan,nan,nan,nan,nan,150540,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-29T11:37:55.000Z,MH,P0007,nan,nan,nan,nan,nan,151770,MERMAIDHydrophone(452.020),nan,nan,nan
Algorithm(event):automaid:v3.6.0-P,2018-06-29T17:07:47.752Z,MH,P0007,00,BDH,-13.460144,-176.571228,nan,152700,MERMAIDHydrophone(452.020),20.0,nan,-0.066129
Algorithm(event):automaid:v3.6.0-P,2018-07-06T01:49:30.602Z,MH,P0007,00,BDH,-13.236807,-176.919907,nan,151900,MERMAIDHydrophone(452.020),20.0,nan,-0.519238
Measurement:Pressure:KELLER_Series_6,2018-07-06T01:58:35.000Z,MH,P0007,nan,nan,nan,nan,nan,151730,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-07-06T02:14:09.000Z,MH,P0007,nan,nan,nan,nan,nan,145210,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-07-06T02:26:18.000Z,MH,P0007,nan,nan,nan,nan,nan,139730,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-07-06T02:38:28.000Z,MH,P0007,nan,nan,nan,nan,nan,134270,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-07-06T02:51:05.000Z,MH,P0007,nan,nan,nan,nan,nan,128610,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-07-06T03:02:08.000Z,MH,P0007,nan,nan,nan,nan,nan,123510,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-07-06T03:14:17.000Z,MH,P0007,nan,nan,nan,nan,nan,117440,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-07-06T03:24:25.000Z,MH,P0007,nan,nan,nan,nan,nan,111860,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-07-06T03:34:32.000Z,MH,P0007,nan,nan,nan,nan,nan,106250,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-07-06T03:44:40.000Z,MH,P0007,nan,nan,nan,nan,nan,100250,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-07-06T03:54:48.000Z,MH,P0007,nan,nan,nan,nan,nan,94540,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-07-06T04:04:55.000Z,MH,P0007,nan,nan,nan,nan,nan,88520,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-07-06T04:15:03.000Z,MH,P0007,nan,nan,nan,nan,nan,83190,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-07-06T04:27:12.000Z,MH,P0007,nan,nan,nan,nan,nan,77210,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-07-06T04:37:20.000Z,MH,P0007,nan,nan,nan,nan,nan,71950,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-07-06T04:49:29.000Z,MH,P0007,nan,nan,nan,nan,nan,66090,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-07-06T05:01:38.000Z,MH,P0007,nan,nan,nan,nan,nan,60520,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-07-06T05:13:47.000Z,MH,P0007,nan,nan,nan,nan,nan,55000,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-07-06T05:25:59.000Z,MH,P0007,nan,nan,nan,nan,nan,49920,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-07-06T05:36:32.000Z,MH,P0007,nan,nan,nan,nan,nan,44680,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-07-06T05:46:39.000Z,MH,P0007,nan,nan,nan,nan,nan,39310,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-07-06T05:58:48.000Z,MH,P0007,nan,nan,nan,nan,nan,34140,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-07-06T06:11:25.000Z,MH,P0007,nan,nan,nan,nan,nan,28690,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-07-06T06:21:33.000Z,MH,P0007,nan,nan,nan,nan,nan,23370,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-07-06T06:33:42.000Z,MH,P0007,nan,nan,nan,nan,nan,17960,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-07-06T06:45:56.000Z,MH,P0007,nan,nan,nan,nan,nan,12950,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-07-06T06:57:23.000Z,MH,P0007,nan,nan,nan,nan,nan,7500,MERMAIDHydrophone(452.020),nan,nan,nan
Algorithm(thermocline):automaid:v3.6.0-P,2018-07-06T07:02:11.498Z,MH,P0007,nan,nan,-13.229184,-176.931808,nan,5000,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-07-06T07:07:30.000Z,MH,P0007,nan,nan,nan,nan,nan,2240,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:GPS:u-blox_NEO-M8N,2018-07-06T07:18:46.000Z,MH,P0007,nan,nan,-13.227700,-176.933746,nan,nan,MERMAIDHydrophone(452.020),nan,0.535522,nan
Measurement:GPS:u-blox_NEO-M8N,2018-07-06T07:21:43.000Z,MH,P0007,nan,nan,-13.227450,-176.934082,nan,nan,MERMAIDHydrophone(452.020),nan,0.000030,nan
Measurement:GPS:u-blox_NEO-M8N,2018-07-06T07:32:10.000Z,MH,P0007,nan,nan,-13.226500,-176.935318,nan,nan,MERMAIDHydrophone(452.020),nan,-0.000031,nan
Measurement:GPS:u-blox_NEO-M8N,2018-07-06T07:35:41.000Z,MH,P0007,nan,nan,-13.226200,-176.935699,nan,nan,MERMAIDHydrophone(452.020),nan,0.000030,nan
Measurement:Pressure:KELLER_Series_6,2018-07-06T07:40:27.000Z,MH,P0007,nan,nan,nan,nan,nan,550,MERMAIDHydrophone(452.020),nan,nan,nan
Algorithm(thermocline):automaid:v3.6.0-P,2018-07-06T07:50:00.261Z,MH,P0007,nan,nan,-13.224918,-176.937363,nan,5000,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-07-06T07:56:19.000Z,MH,P0007,nan,nan,nan,nan,nan,7940,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-07-06T08:17:58.000Z,MH,P0007,nan,nan,nan,nan,nan,13100,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-07-06T08:45:03.000Z,MH,P0007,nan,nan,nan,nan,nan,18320,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-07-06T09:12:07.000Z,MH,P0007,nan,nan,nan,nan,nan,23970,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-07-06T09:39:12.000Z,MH,P0007,nan,nan,nan,nan,nan,29080,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-07-06T10:06:16.000Z,MH,P0007,nan,nan,nan,nan,nan,34430,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-07-06T10:33:21.000Z,MH,P0007,nan,nan,nan,nan,nan,39750,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-07-06T10:55:00.000Z,MH,P0007,nan,nan,nan,nan,nan,44790,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-07-06T11:22:05.000Z,MH,P0007,nan,nan,nan,nan,nan,50950,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-07-06T11:43:44.000Z,MH,P0007,nan,nan,nan,nan,nan,56860,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-07-06T11:59:59.000Z,MH,P0007,nan,nan,nan,nan,nan,62010,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-07-06T12:27:03.000Z,MH,P0007,nan,nan,nan,nan,nan,68270,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-07-06T12:43:34.000Z,MH,P0007,nan,nan,nan,nan,nan,73280,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-07-06T13:04:58.000Z,MH,P0007,nan,nan,nan,nan,nan,78960,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-07-06T13:26:37.000Z,MH,P0007,nan,nan,nan,nan,nan,84130,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-07-06T13:53:41.000Z,MH,P0007,nan,nan,nan,nan,nan,89260,MERMAIDHydrophone(452.020),nan,nan,nan
