Datetime	Latitude	Longitude	WaterPressure
2018-09-05T17:59:54.582Z	-12.284204	-132.18161	5000
2018-09-06T17:29:38.899Z	-12.250158	-132.174377	5000
2018-09-06T18:21:24.723Z	-12.2442	-132.165329	5000
2018-09-15T03:56:13.123Z	-12.131858	-132.011078	5000
2018-09-15T04:55:52.220Z	-12.135987	-132.022781	5000
2018-09-16T21:18:08.288Z	-12.144834	-131.994095	151100
2018-09-23T14:30:01.554Z	-12.180159	-131.879562	5000
2018-09-23T15:24:41.258Z	-12.186508	-131.880814	5000
2018-09-30T10:58:17.469Z	-12.228662	-131.759842	150800
2018-09-30T16:06:43.862Z	-12.229986	-131.756027	5000
2018-09-30T17:01:18.585Z	-12.241663	-131.763062	5000
2018-10-09T02:55:08.917Z	-12.294388	-131.660919	5000
2018-10-09T03:49:50.383Z	-12.303951	-131.663544	5000
2018-10-17T13:32:13.912Z	-12.367184	-131.61853	5000
2018-10-17T14:24:53.672Z	-12.369277	-131.6259	5000
2018-10-25T23:52:59.418Z	-12.379059	-131.56987	5000
2018-10-26T00:42:50.572Z	-12.378721	-131.571167	5000
2018-10-30T02:21:05.338Z	-12.358077	-131.497589	153700
2018-10-30T07:44:38.777Z	-12.356936	-131.49353	5000
2018-10-30T08:39:32.472Z	-12.357379	-131.490372	5000
2018-11-01T22:28:16.682Z	-12.346101	-131.452393	150200
2018-11-02T03:38:19.145Z	-12.345158	-131.449219	5000
2018-11-02T04:38:52.195Z	-12.344638	-131.439407	5000
2018-11-10T08:39:47.911Z	-12.319557	-131.3526	151300
2018-11-10T13:46:04.416Z	-12.318904	-131.350327	5000
2018-11-10T14:52:48.088Z	-12.313592	-131.348297	5000
2018-11-19T00:24:11.931Z	-12.281831	-131.303116	5000
2018-11-19T01:31:59.927Z	-12.288417	-131.314713	5000
2018-11-27T10:55:26.026Z	-12.327981	-131.262222	5000
2018-11-27T11:45:27.923Z	-12.328543	-131.265854	5000
2018-11-30T17:39:29.106Z	-12.345959	-131.222748	152800
2018-11-30T23:03:59.758Z	-12.347168	-131.219757	5000
2018-11-30T23:55:24.265Z	-12.344193	-131.222122	5000
2018-12-05T04:26:23.674Z	-12.374017	-131.184967	151600
2018-12-05T09:37:27.828Z	-12.375555	-131.183044	5000
2018-12-05T10:45:20.427Z	-12.362948	-131.182037	5000
2018-12-13T20:22:31.695Z	-12.428633	-131.013092	5000
2018-12-13T21:17:45.057Z	-12.435415	-131.025055	5000
2018-12-19T01:43:06.847Z	-12.473017	-130.883255	151200
2018-12-19T06:49:05.312Z	-12.474558	-130.877441	5000
2018-12-19T07:48:04.574Z	-12.471134	-130.886841	5000
2018-12-20T18:50:14.891Z	-12.47473	-130.842896	152400
2018-12-23T23:15:00.809Z	-12.48257	-130.74704	152400
2018-12-24T04:36:07.625Z	-12.483119	-130.740326	5000
2018-12-24T05:37:48.162Z	-12.48733	-130.747055	5000
2019-01-01T15:24:12.787Z	-12.475612	-130.469971	5000
2019-01-01T16:09:42.000Z	-12.478436	-130.47049	5000
2019-01-05T19:33:02.655Z	-12.405508	-130.331009	151700
2019-01-06T00:56:23.304Z	-12.401554	-130.323441	5000
2019-01-06T01:47:08.633Z	-12.41019	-130.324677	5000
2019-01-14T11:33:08.505Z	-12.272828	-130.089478	5000
2019-01-14T12:29:14.285Z	-12.278989	-130.091202	5000
2019-01-22T22:01:05.214Z	-12.23275	-129.94635	5000
2019-01-22T22:54:37.380Z	-12.231841	-129.949432	5000
2019-01-31T08:31:16.385Z	-12.310834	-129.889633	5000
2019-01-31T09:23:49.290Z	-12.311841	-129.894241	5000
2019-02-08T19:01:10.172Z	-12.360152	-129.806992	5000
2019-02-08T19:51:03.124Z	-12.35891	-129.810669	5000
2019-02-17T05:40:09.317Z	-12.433228	-129.709106	5000
2019-02-17T06:39:56.520Z	-12.432961	-129.713104	5000
2019-02-22T10:24:51.059Z	-12.447947	-129.704453	151100
2019-02-22T15:37:48.468Z	-12.448578	-129.704086	5000
