Datetime	Latitude	Longitude	WaterPressure
2018-09-14T12:13:37.200Z	-22.029533	-148.480301	5000
2018-09-15T11:34:24.131Z	-22.008062	-148.494019	5000
2018-09-15T12:35:27.294Z	-22.011099	-148.50029	5000
2018-09-15T19:47:16.014Z	-22.007652	-148.501724	5000
2018-09-15T20:35:27.200Z	-22.011263	-148.505814	5000
2018-09-16T21:15:42.997Z	-21.997728	-148.502548	153300
2018-09-24T06:24:22.693Z	-21.900555	-148.47905	5000
2018-09-24T08:13:12.098Z	-21.898643	-148.480789	5000
2018-09-24T15:19:45.838Z	-21.889908	-148.483566	5000
2018-09-24T16:07:19.048Z	-21.886105	-148.488632	5000
2018-09-28T10:14:34.251Z	-21.839518	-148.455597	152600
2018-09-28T15:20:34.178Z	-21.836882	-148.453735	5000
2018-09-28T15:58:27.578Z	-21.838333	-148.454758	5000
2018-09-29T07:02:11.972Z	-21.83412	-148.463531	5000
2018-09-29T07:52:28.352Z	-21.837782	-148.46521	5000
2018-09-30T10:55:55.262Z	-21.83223	-148.458954	151800
2018-10-07T17:41:28.312Z	-21.79636	-148.418579	5000
2018-10-07T18:41:28.790Z	-21.799051	-148.415833	5000
2018-10-08T01:54:12.531Z	-21.795773	-148.41507	5000
2018-10-08T02:42:06.143Z	-21.806164	-148.414825	5000
2018-10-16T12:17:28.611Z	-21.761723	-148.385422	5000
2018-10-16T13:08:55.787Z	-21.756325	-148.389389	5000
2018-10-16T20:20:32.392Z	-21.753611	-148.386536	5000
2018-10-16T21:25:37.582Z	-21.747583	-148.394226	5000
2018-10-22T07:19:03.693Z	-21.741154	-148.393753	151600
2018-10-25T07:01:52.136Z	-21.737604	-148.393478	5000
2018-11-03T04:02:20.833Z	-21.687571	-148.438446	5000
2018-11-03T11:21:30.391Z	-21.682398	-148.435394	5000
2018-11-03T12:32:59.800Z	-21.680656	-148.443558	5000
2018-11-11T21:53:20.656Z	-21.670383	-148.435638	5000
2018-11-11T22:30:50.326Z	-21.668398	-148.437134	5000
2018-11-12T05:54:37.053Z	-21.666056	-148.436264	5000
2018-11-12T07:14:39.958Z	-21.664537	-148.440247	5000
2018-11-18T20:29:32.021Z	-21.67922	-148.391495	152800
2018-11-19T01:41:32.016Z	-21.679707	-148.389877	5000
2018-11-19T03:06:02.423Z	-21.677416	-148.381317	5000
2018-11-27T12:38:01.263Z	-21.803181	-148.302719	5000
2018-11-27T13:47:16.853Z	-21.80858	-148.296738	5000
2018-11-30T17:40:13.516Z	-21.849432	-148.292755	152700
2018-11-30T23:02:50.983Z	-21.852327	-148.292465	5000
2018-12-01T00:14:53.166Z	-21.860998	-148.291748	5000
2018-12-09T09:43:26.538Z	-21.955465	-148.191345	5000
2018-12-09T11:00:27.093Z	-21.964666	-148.181396	5000
2018-12-17T20:09:12.409Z	-22.023811	-148.052261	5000
2018-12-17T20:59:02.859Z	-22.024429	-148.049194	5000
