#dataset: GeoCSV v2.2.0-1
#created: 2024-02-28T21:35:37.609Z
"#description: Metadata for drifting Mobile Earthquake Recording in Marine Areas by Independent Divers (MERMAID) hydrophones, www.EarthScopeOceans.org"
#attribution: automaid v3.6.0-P (https://github.com/earthscopeoceans/automaid [doi: 10.5281/zenodo.5057096])
#matlab_reader: https://github.com/joelsimon/GeoCSV/blob/master/readGeoCSV.m
#waterpressure2depth: 100 mbar is approximately equal to the pressure of 1 meter of water
#frequency_response: http://ds.iris.edu/data/reports/MH/MH.Mermaids.Response.V3.pdf
#lineterminator: '\n'
"#delimiter: ','"
#field_unit: unitless,iso8601,unitless,unitless,unitless,unitless,degrees_north,degrees_east,meters,mbar,unitless,hertz,seconds,seconds
#field_type: string,datetime,string,string,string,string,float,float,float,float,string,float,float,float
MethodIdentifier,StartTime,Network,Station,Location,Channel,Latitude,Longitude,Elevation,WaterPressure,InstrumentDescription,SampleRate,TimeDelay,TimeCorrection
Measurement:Pressure:KELLER_Series_6,2018-09-10T23:20:41.000Z,MH,P0022,nan,nan,nan,nan,nan,100240,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T23:36:56.000Z,MH,P0022,nan,nan,nan,nan,nan,105310,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T23:53:23.000Z,MH,P0022,nan,nan,nan,nan,nan,110320,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-11T00:14:50.000Z,MH,P0022,nan,nan,nan,nan,nan,116370,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-11T00:36:29.000Z,MH,P0022,nan,nan,nan,nan,nan,121930,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-11T01:03:37.000Z,MH,P0022,nan,nan,nan,nan,nan,128130,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-11T01:36:13.000Z,MH,P0022,nan,nan,nan,nan,nan,133680,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-11T02:30:22.000Z,MH,P0022,nan,nan,nan,nan,nan,139240,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-11T03:13:41.000Z,MH,P0022,nan,nan,nan,nan,nan,144600,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-11T04:54:34.000Z,MH,P0022,nan,nan,nan,nan,nan,149670,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-11T13:45:52.000Z,MH,P0022,nan,nan,nan,nan,nan,151700,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-11T14:06:25.000Z,MH,P0022,nan,nan,nan,nan,nan,144140,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-11T14:18:34.000Z,MH,P0022,nan,nan,nan,nan,nan,138270,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-11T14:30:43.000Z,MH,P0022,nan,nan,nan,nan,nan,132680,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-11T14:42:52.000Z,MH,P0022,nan,nan,nan,nan,nan,127150,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-11T14:55:01.000Z,MH,P0022,nan,nan,nan,nan,nan,121810,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-11T15:06:05.000Z,MH,P0022,nan,nan,nan,nan,nan,116650,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-11T15:18:14.000Z,MH,P0022,nan,nan,nan,nan,nan,110730,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-11T15:30:23.000Z,MH,P0022,nan,nan,nan,nan,nan,104690,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-11T15:40:31.000Z,MH,P0022,nan,nan,nan,nan,nan,99620,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-11T15:52:40.000Z,MH,P0022,nan,nan,nan,nan,nan,93980,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-11T16:07:18.000Z,MH,P0022,nan,nan,nan,nan,nan,88040,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-11T16:19:28.000Z,MH,P0022,nan,nan,nan,nan,nan,82460,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-11T16:31:40.000Z,MH,P0022,nan,nan,nan,nan,nan,77160,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-11T16:42:12.000Z,MH,P0022,nan,nan,nan,nan,nan,72090,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-11T16:54:21.000Z,MH,P0022,nan,nan,nan,nan,nan,66390,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-11T17:06:30.000Z,MH,P0022,nan,nan,nan,nan,nan,60430,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-11T17:18:40.000Z,MH,P0022,nan,nan,nan,nan,nan,54970,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-11T17:30:52.000Z,MH,P0022,nan,nan,nan,nan,nan,49700,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-11T17:41:24.000Z,MH,P0022,nan,nan,nan,nan,nan,44400,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-11T17:53:33.000Z,MH,P0022,nan,nan,nan,nan,nan,38770,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-11T18:05:43.000Z,MH,P0022,nan,nan,nan,nan,nan,33320,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-11T18:18:20.000Z,MH,P0022,nan,nan,nan,nan,nan,27420,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-11T18:28:27.000Z,MH,P0022,nan,nan,nan,nan,nan,22120,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-11T18:40:36.000Z,MH,P0022,nan,nan,nan,nan,nan,16830,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-11T18:52:46.000Z,MH,P0022,nan,nan,nan,nan,nan,11370,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-11T19:05:23.000Z,MH,P0022,nan,nan,nan,nan,nan,5510,MERMAIDHydrophone(452.020),nan,nan,nan
Algorithm(thermocline):automaid:v3.6.0-P,2018-09-11T19:06:32.234Z,MH,P0022,nan,nan,-24.154684,-136.615463,nan,5000,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-11T19:17:32.000Z,MH,P0022,nan,nan,nan,nan,nan,140,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:GPS:u-blox_NEO-M8N,2018-09-11T19:32:31.000Z,MH,P0022,nan,nan,-24.154684,-136.611893,nan,nan,MERMAIDHydrophone(452.020),nan,0.123077,nan
Measurement:GPS:u-blox_NEO-M8N,2018-09-11T19:33:47.000Z,MH,P0022,nan,nan,-24.154716,-136.611755,nan,nan,MERMAIDHydrophone(452.020),nan,0.000030,nan
Measurement:GPS:u-blox_NEO-M8N,2018-09-11T19:44:03.000Z,MH,P0022,nan,nan,-24.154684,-136.610321,nan,nan,MERMAIDHydrophone(452.020),nan,0.000030,nan
Measurement:GPS:u-blox_NEO-M8N,2018-09-11T19:48:31.000Z,MH,P0022,nan,nan,-24.154617,-136.609665,nan,nan,MERMAIDHydrophone(452.020),nan,-0.000000,nan
Measurement:Pressure:KELLER_Series_6,2018-09-11T19:55:55.000Z,MH,P0022,nan,nan,nan,nan,nan,330,MERMAIDHydrophone(452.020),nan,nan,nan
Algorithm(thermocline):automaid:v3.6.0-P,2018-09-11T20:09:06.074Z,MH,P0022,nan,nan,-24.154476,-136.606750,nan,5000,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-11T20:11:47.000Z,MH,P0022,nan,nan,nan,nan,nan,5950,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-11T20:28:02.000Z,MH,P0022,nan,nan,nan,nan,nan,11340,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-11T20:44:17.000Z,MH,P0022,nan,nan,nan,nan,nan,16530,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-11T21:05:56.000Z,MH,P0022,nan,nan,nan,nan,nan,22610,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-11T21:33:00.000Z,MH,P0022,nan,nan,nan,nan,nan,28600,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-11T22:00:05.000Z,MH,P0022,nan,nan,nan,nan,nan,33960,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-11T22:32:34.000Z,MH,P0022,nan,nan,nan,nan,nan,39920,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-11T22:54:14.000Z,MH,P0022,nan,nan,nan,nan,nan,45630,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-11T23:15:53.000Z,MH,P0022,nan,nan,nan,nan,nan,50940,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-11T23:37:33.000Z,MH,P0022,nan,nan,nan,nan,nan,56280,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-12T00:04:37.000Z,MH,P0022,nan,nan,nan,nan,nan,62010,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-12T00:31:42.000Z,MH,P0022,nan,nan,nan,nan,nan,67610,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-12T00:53:21.000Z,MH,P0022,nan,nan,nan,nan,nan,73030,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-12T01:20:26.000Z,MH,P0022,nan,nan,nan,nan,nan,79050,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-12T01:42:05.000Z,MH,P0022,nan,nan,nan,nan,nan,84270,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-12T02:09:10.000Z,MH,P0022,nan,nan,nan,nan,nan,89640,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-12T02:36:14.000Z,MH,P0022,nan,nan,nan,nan,nan,95560,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-12T03:03:18.000Z,MH,P0022,nan,nan,nan,nan,nan,100970,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-12T03:24:58.000Z,MH,P0022,nan,nan,nan,nan,nan,107020,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-12T03:46:38.000Z,MH,P0022,nan,nan,nan,nan,nan,112490,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-12T04:13:42.000Z,MH,P0022,nan,nan,nan,nan,nan,118250,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-12T04:35:22.000Z,MH,P0022,nan,nan,nan,nan,nan,124170,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-12T05:02:29.000Z,MH,P0022,nan,nan,nan,nan,nan,129680,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-12T05:34:58.000Z,MH,P0022,nan,nan,nan,nan,nan,134790,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-12T06:34:32.000Z,MH,P0022,nan,nan,nan,nan,nan,139970,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-12T07:28:44.000Z,MH,P0022,nan,nan,nan,nan,nan,145660,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-12T10:15:34.000Z,MH,P0022,nan,nan,nan,nan,nan,150730,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-12T12:40:52.000Z,MH,P0022,nan,nan,nan,nan,nan,151400,MERMAIDHydrophone(452.020),nan,nan,nan
Algorithm(event):automaid:v3.6.0-P,2018-09-16T21:15:19.830Z,MH,P0022,00,BDH,-24.154114,-136.596130,nan,nan,MERMAIDHydrophone(452.020),20.0,nan,-0.161272
Algorithm(event):automaid:v3.6.0-P,2018-09-16T21:17:10.108Z,MH,P0022,00,BDH,-24.154114,-136.596130,nan,152200,MERMAIDHydrophone(452.020),20.0,nan,-0.161312
Measurement:Pressure:KELLER_Series_6,2018-09-16T21:22:29.000Z,MH,P0022,nan,nan,nan,nan,nan,152400,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-16T21:43:02.000Z,MH,P0022,nan,nan,nan,nan,nan,144850,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-16T21:53:10.000Z,MH,P0022,nan,nan,nan,nan,nan,139700,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-16T22:03:18.000Z,MH,P0022,nan,nan,nan,nan,nan,134550,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-16T22:15:27.000Z,MH,P0022,nan,nan,nan,nan,nan,128810,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-16T22:29:37.000Z,MH,P0022,nan,nan,nan,nan,nan,123060,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-16T22:40:41.000Z,MH,P0022,nan,nan,nan,nan,nan,117720,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-16T22:50:48.000Z,MH,P0022,nan,nan,nan,nan,nan,112160,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-16T23:00:56.000Z,MH,P0022,nan,nan,nan,nan,nan,107050,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-16T23:13:05.000Z,MH,P0022,nan,nan,nan,nan,nan,101430,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-16T23:23:13.000Z,MH,P0022,nan,nan,nan,nan,nan,96370,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-16T23:35:22.000Z,MH,P0022,nan,nan,nan,nan,nan,91100,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-16T23:48:27.000Z,MH,P0022,nan,nan,nan,nan,nan,85750,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-16T23:58:34.000Z,MH,P0022,nan,nan,nan,nan,nan,79950,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-17T00:08:42.000Z,MH,P0022,nan,nan,nan,nan,nan,74040,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-17T00:20:51.000Z,MH,P0022,nan,nan,nan,nan,nan,68210,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-17T00:33:00.000Z,MH,P0022,nan,nan,nan,nan,nan,62920,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-17T00:43:08.000Z,MH,P0022,nan,nan,nan,nan,nan,57770,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-17T00:55:17.000Z,MH,P0022,nan,nan,nan,nan,nan,52140,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-17T01:09:56.000Z,MH,P0022,nan,nan,nan,nan,nan,46110,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-17T01:20:03.000Z,MH,P0022,nan,nan,nan,nan,nan,40840,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-17T01:32:12.000Z,MH,P0022,nan,nan,nan,nan,nan,35410,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-17T01:44:22.000Z,MH,P0022,nan,nan,nan,nan,nan,29710,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-17T01:56:31.000Z,MH,P0022,nan,nan,nan,nan,nan,24600,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-17T02:09:08.000Z,MH,P0022,nan,nan,nan,nan,nan,18690,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-17T02:21:17.000Z,MH,P0022,nan,nan,nan,nan,nan,13340,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-17T02:33:54.000Z,MH,P0022,nan,nan,nan,nan,nan,7370,MERMAIDHydrophone(452.020),nan,nan,nan
Algorithm(thermocline):automaid:v3.6.0-P,2018-09-17T02:39:14.543Z,MH,P0022,nan,nan,-24.154099,-136.595657,nan,5000,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-17T02:46:03.000Z,MH,P0022,nan,nan,nan,nan,nan,1980,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:GPS:u-blox_NEO-M8N,2018-09-17T03:06:09.000Z,MH,P0022,nan,nan,-24.152149,-136.591766,nan,nan,MERMAIDHydrophone(452.020),nan,0.169036,nan
Measurement:GPS:u-blox_NEO-M8N,2018-09-17T03:08:18.000Z,MH,P0022,nan,nan,-24.152000,-136.591431,nan,nan,MERMAIDHydrophone(452.020),nan,0.000030,nan
Measurement:GPS:u-blox_NEO-M8N,2018-09-17T03:18:35.000Z,MH,P0022,nan,nan,-24.151251,-136.589966,nan,nan,MERMAIDHydrophone(452.020),nan,-0.000000,nan
Measurement:GPS:u-blox_NEO-M8N,2018-09-17T03:22:58.000Z,MH,P0022,nan,nan,-24.150917,-136.589371,nan,nan,MERMAIDHydrophone(452.020),nan,-0.000000,nan
Measurement:Pressure:KELLER_Series_6,2018-09-17T03:30:22.000Z,MH,P0022,nan,nan,nan,nan,nan,350,MERMAIDHydrophone(452.020),nan,nan,nan
Algorithm(thermocline):automaid:v3.6.0-P,2018-09-17T03:47:45.319Z,MH,P0022,nan,nan,-24.149086,-136.585876,nan,5000,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-17T03:57:04.000Z,MH,P0022,nan,nan,nan,nan,nan,7490,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-17T04:19:08.000Z,MH,P0022,nan,nan,nan,nan,nan,12500,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-17T04:40:43.000Z,MH,P0022,nan,nan,nan,nan,nan,17510,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-17T05:07:28.000Z,MH,P0022,nan,nan,nan,nan,nan,22620,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-17T05:29:18.000Z,MH,P0022,nan,nan,nan,nan,nan,27630,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-17T05:50:47.000Z,MH,P0022,nan,nan,nan,nan,nan,33680,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-17T06:12:26.000Z,MH,P0022,nan,nan,nan,nan,nan,39160,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-17T06:34:06.000Z,MH,P0022,nan,nan,nan,nan,nan,44440,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-17T06:55:45.000Z,MH,P0022,nan,nan,nan,nan,nan,49960,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-17T07:17:25.000Z,MH,P0022,nan,nan,nan,nan,nan,55030,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-17T07:44:29.000Z,MH,P0022,nan,nan,nan,nan,nan,60830,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-17T08:11:34.000Z,MH,P0022,nan,nan,nan,nan,nan,66260,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-17T08:33:13.000Z,MH,P0022,nan,nan,nan,nan,nan,71700,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-17T08:54:53.000Z,MH,P0022,nan,nan,nan,nan,nan,77660,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-17T09:21:57.000Z,MH,P0022,nan,nan,nan,nan,nan,83400,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-17T09:49:02.000Z,MH,P0022,nan,nan,nan,nan,nan,88900,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-17T10:21:31.000Z,MH,P0022,nan,nan,nan,nan,nan,94690,MERMAIDHydrophone(452.020),nan,nan,nan
