#dataset: GeoCSV v2.2.0-1
#created: 2024-02-28T21:35:37.609Z
"#description: Metadata for drifting Mobile Earthquake Recording in Marine Areas by Independent Divers (MERMAID) hydrophones, www.EarthScopeOceans.org"
#attribution: automaid v3.6.0-P (https://github.com/earthscopeoceans/automaid [doi: 10.5281/zenodo.5057096])
#matlab_reader: https://github.com/joelsimon/GeoCSV/blob/master/readGeoCSV.m
#waterpressure2depth: 100 mbar is approximately equal to the pressure of 1 meter of water
#frequency_response: http://ds.iris.edu/data/reports/MH/MH.Mermaids.Response.V3.pdf
#lineterminator: '\n'
"#delimiter: ','"
#field_unit: unitless,iso8601,unitless,unitless,unitless,unitless,degrees_north,degrees_east,meters,mbar,unitless,hertz,seconds,seconds
#field_type: string,datetime,string,string,string,string,float,float,float,float,string,float,float,float
MethodIdentifier,StartTime,Network,Station,Location,Channel,Latitude,Longitude,Elevation,WaterPressure,InstrumentDescription,SampleRate,TimeDelay,TimeCorrection
Measurement:Pressure:KELLER_Series_6,2018-09-08T02:22:28.000Z,MH,P0019,nan,nan,nan,nan,nan,86680,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-08T02:49:33.000Z,MH,P0019,nan,nan,nan,nan,nan,91720,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-08T03:05:47.000Z,MH,P0019,nan,nan,nan,nan,nan,96890,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-08T03:32:52.000Z,MH,P0019,nan,nan,nan,nan,nan,103110,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-08T03:49:07.000Z,MH,P0019,nan,nan,nan,nan,nan,108450,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-08T04:10:46.000Z,MH,P0019,nan,nan,nan,nan,nan,114190,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-08T04:37:50.000Z,MH,P0019,nan,nan,nan,nan,nan,120650,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-08T04:59:30.000Z,MH,P0019,nan,nan,nan,nan,nan,126080,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-08T05:26:34.000Z,MH,P0019,nan,nan,nan,nan,nan,131220,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-08T05:48:14.000Z,MH,P0019,nan,nan,nan,nan,nan,136420,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-08T06:26:08.000Z,MH,P0019,nan,nan,nan,nan,nan,141740,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-08T07:29:06.000Z,MH,P0019,nan,nan,nan,nan,nan,146830,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-08T13:09:58.000Z,MH,P0019,nan,nan,nan,nan,nan,150400,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-08T18:25:09.000Z,MH,P0019,nan,nan,nan,nan,nan,152230,MERMAIDHydrophone(452.020),nan,nan,nan
Algorithm(event):automaid:v3.6.0-P,2018-09-09T19:38:53.866Z,MH,P0019,00,BDH,-15.447276,-130.757126,nan,nan,MERMAIDHydrophone(452.020),20.0,nan,-0.123397
Algorithm(event):automaid:v3.6.0-P,2018-09-10T04:24:00.842Z,MH,P0019,00,BDH,-15.450625,-130.759323,nan,nan,MERMAIDHydrophone(452.020),20.0,nan,-0.146204
Algorithm(event):automaid:v3.6.0-P,2018-09-10T04:25:54.073Z,MH,P0019,00,BDH,-15.450638,-130.759323,nan,150500,MERMAIDHydrophone(452.020),20.0,nan,-0.146286
Measurement:Pressure:KELLER_Series_6,2018-09-10T04:32:46.000Z,MH,P0019,nan,nan,nan,nan,nan,150490,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T04:42:16.000Z,MH,P0019,nan,nan,nan,nan,nan,146830,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T04:52:24.000Z,MH,P0019,nan,nan,nan,nan,nan,141530,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T05:02:31.000Z,MH,P0019,nan,nan,nan,nan,nan,136210,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T05:14:41.000Z,MH,P0019,nan,nan,nan,nan,nan,130700,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T05:27:16.000Z,MH,P0019,nan,nan,nan,nan,nan,125670,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T05:39:27.000Z,MH,P0019,nan,nan,nan,nan,nan,120100,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T05:51:36.000Z,MH,P0019,nan,nan,nan,nan,nan,114740,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T06:02:11.000Z,MH,P0019,nan,nan,nan,nan,nan,109420,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T06:12:19.000Z,MH,P0019,nan,nan,nan,nan,nan,103930,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T06:22:27.000Z,MH,P0019,nan,nan,nan,nan,nan,98700,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T06:34:36.000Z,MH,P0019,nan,nan,nan,nan,nan,93270,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T06:46:48.000Z,MH,P0019,nan,nan,nan,nan,nan,88080,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T06:57:20.000Z,MH,P0019,nan,nan,nan,nan,nan,81930,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T07:07:28.000Z,MH,P0019,nan,nan,nan,nan,nan,76240,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T07:19:37.000Z,MH,P0019,nan,nan,nan,nan,nan,70350,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T07:33:48.000Z,MH,P0019,nan,nan,nan,nan,nan,64790,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T07:44:51.000Z,MH,P0019,nan,nan,nan,nan,nan,58950,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T07:52:57.000Z,MH,P0019,nan,nan,nan,nan,nan,53800,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T08:03:05.000Z,MH,P0019,nan,nan,nan,nan,nan,47880,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T08:13:12.000Z,MH,P0019,nan,nan,nan,nan,nan,42360,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T08:23:20.000Z,MH,P0019,nan,nan,nan,nan,nan,36860,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T08:33:28.000Z,MH,P0019,nan,nan,nan,nan,nan,31670,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T08:45:37.000Z,MH,P0019,nan,nan,nan,nan,nan,25950,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T08:57:46.000Z,MH,P0019,nan,nan,nan,nan,nan,20220,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T09:09:55.000Z,MH,P0019,nan,nan,nan,nan,nan,14510,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T09:22:04.000Z,MH,P0019,nan,nan,nan,nan,nan,8940,MERMAIDHydrophone(452.020),nan,nan,nan
Algorithm(thermocline):automaid:v3.6.0-P,2018-09-10T09:30:04.311Z,MH,P0019,nan,nan,-15.452579,-130.760590,nan,5000,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T09:34:13.000Z,MH,P0019,nan,nan,nan,nan,nan,2960,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:GPS:u-blox_NEO-M8N,2018-09-10T09:50:52.000Z,MH,P0019,nan,nan,-15.451966,-130.763321,nan,nan,MERMAIDHydrophone(452.020),nan,0.160400,nan
Measurement:GPS:u-blox_NEO-M8N,2018-09-10T09:52:59.000Z,MH,P0019,nan,nan,-15.451917,-130.763580,nan,nan,MERMAIDHydrophone(452.020),nan,0.000030,nan
Measurement:GPS:u-blox_NEO-M8N,2018-09-10T10:03:20.000Z,MH,P0019,nan,nan,-15.451600,-130.764954,nan,nan,MERMAIDHydrophone(452.020),nan,-0.000000,nan
Measurement:GPS:u-blox_NEO-M8N,2018-09-10T10:06:27.000Z,MH,P0019,nan,nan,-15.451484,-130.765366,nan,nan,MERMAIDHydrophone(452.020),nan,-0.000000,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T10:14:48.000Z,MH,P0019,nan,nan,nan,nan,nan,400,MERMAIDHydrophone(452.020),nan,nan,nan
Algorithm(thermocline):automaid:v3.6.0-P,2018-09-10T10:23:50.651Z,MH,P0019,nan,nan,-15.450924,-130.767670,nan,5000,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T10:30:40.000Z,MH,P0019,nan,nan,nan,nan,nan,8470,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T10:46:54.000Z,MH,P0019,nan,nan,nan,nan,nan,14260,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T11:03:16.000Z,MH,P0019,nan,nan,nan,nan,nan,19270,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T11:19:24.000Z,MH,P0019,nan,nan,nan,nan,nan,24430,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T11:41:03.000Z,MH,P0019,nan,nan,nan,nan,nan,30460,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T12:02:43.000Z,MH,P0019,nan,nan,nan,nan,nan,35690,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T12:24:22.000Z,MH,P0019,nan,nan,nan,nan,nan,41210,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T12:46:02.000Z,MH,P0019,nan,nan,nan,nan,nan,47060,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T13:07:41.000Z,MH,P0019,nan,nan,nan,nan,nan,52260,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T13:34:46.000Z,MH,P0019,nan,nan,nan,nan,nan,57500,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T14:01:50.000Z,MH,P0019,nan,nan,nan,nan,nan,62640,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T14:23:30.000Z,MH,P0019,nan,nan,nan,nan,nan,68280,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T14:50:34.000Z,MH,P0019,nan,nan,nan,nan,nan,73490,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T15:17:39.000Z,MH,P0019,nan,nan,nan,nan,nan,78840,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T15:39:18.000Z,MH,P0019,nan,nan,nan,nan,nan,83960,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T16:00:58.000Z,MH,P0019,nan,nan,nan,nan,nan,89020,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-10T16:28:02.000Z,MH,P0019,nan,nan,nan,nan,nan,94680,MERMAIDHydrophone(452.020),nan,nan,nan
