#dataset: GeoCSV v2.2.0-1
#created: 2024-02-28T21:35:37.609Z
"#description: Metadata for drifting Mobile Earthquake Recording in Marine Areas by Independent Divers (MERMAID) hydrophones, www.EarthScopeOceans.org"
#attribution: automaid v3.6.0-P (https://github.com/earthscopeoceans/automaid [doi: 10.5281/zenodo.5057096])
#matlab_reader: https://github.com/joelsimon/GeoCSV/blob/master/readGeoCSV.m
#waterpressure2depth: 100 mbar is approximately equal to the pressure of 1 meter of water
#frequency_response: http://ds.iris.edu/data/reports/MH/MH.Mermaids.Response.V3.pdf
#lineterminator: '\n'
"#delimiter: ','"
#field_unit: unitless,iso8601,unitless,unitless,unitless,unitless,degrees_north,degrees_east,meters,mbar,unitless,hertz,seconds,seconds
#field_type: string,datetime,string,string,string,string,float,float,float,float,string,float,float,float
MethodIdentifier,StartTime,Network,Station,Location,Channel,Latitude,Longitude,Elevation,WaterPressure,InstrumentDescription,SampleRate,TimeDelay,TimeCorrection
Measurement:GPS:u-blox_NEO-M8N,2018-08-06T15:21:27.000Z,MH,P0009,nan,nan,-12.099633,-168.412430,nan,nan,MERMAIDHydrophone(452.020),nan,-0.000123,nan
Measurement:GPS:u-blox_NEO-M8N,2018-08-06T15:31:43.000Z,MH,P0009,nan,nan,-12.099433,-168.399734,nan,nan,MERMAIDHydrophone(452.020),nan,0.000061,nan
Measurement:GPS:u-blox_NEO-M8N,2018-08-06T15:34:54.000Z,MH,P0009,nan,nan,-12.099067,-168.399902,nan,nan,MERMAIDHydrophone(452.020),nan,0.000030,nan
Measurement:Pressure:KELLER_Series_6,2018-08-06T15:44:31.000Z,MH,P0009,nan,nan,nan,nan,nan,360,MERMAIDHydrophone(452.020),nan,nan,nan
Algorithm(thermocline):automaid:v3.6.0-P,2018-08-06T15:55:49.537Z,MH,P0009,nan,nan,-12.098185,-168.380402,nan,5000,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-06T16:00:23.000Z,MH,P0009,nan,nan,nan,nan,nan,6870,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-06T16:16:38.000Z,MH,P0009,nan,nan,nan,nan,nan,12550,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-06T16:43:43.000Z,MH,P0009,nan,nan,nan,nan,nan,17750,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-06T17:05:22.000Z,MH,P0009,nan,nan,nan,nan,nan,22970,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-06T17:32:27.000Z,MH,P0009,nan,nan,nan,nan,nan,28910,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-06T17:54:07.000Z,MH,P0009,nan,nan,nan,nan,nan,35170,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-06T18:15:46.000Z,MH,P0009,nan,nan,nan,nan,nan,41370,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-06T18:37:26.000Z,MH,P0009,nan,nan,nan,nan,nan,46510,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-06T19:04:30.000Z,MH,P0009,nan,nan,nan,nan,nan,52670,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-06T19:26:10.000Z,MH,P0009,nan,nan,nan,nan,nan,57700,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-06T19:53:14.000Z,MH,P0009,nan,nan,nan,nan,nan,63730,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-06T20:20:18.000Z,MH,P0009,nan,nan,nan,nan,nan,68910,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-06T20:47:23.000Z,MH,P0009,nan,nan,nan,nan,nan,74340,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-06T21:09:03.000Z,MH,P0009,nan,nan,nan,nan,nan,79850,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-06T21:36:07.000Z,MH,P0009,nan,nan,nan,nan,nan,85080,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-06T22:03:11.000Z,MH,P0009,nan,nan,nan,nan,nan,90540,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-06T22:24:51.000Z,MH,P0009,nan,nan,nan,nan,nan,95820,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-06T22:46:31.000Z,MH,P0009,nan,nan,nan,nan,nan,100990,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-06T23:13:35.000Z,MH,P0009,nan,nan,nan,nan,nan,106910,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-06T23:29:50.000Z,MH,P0009,nan,nan,nan,nan,nan,111950,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-08-06T23:56:54.000Z,MH,P0009,nan,nan,nan,nan,nan,117420,MERMAIDHydrophone(452.020),nan,nan,nan
