#dataset: GeoCSV v2.2.0-1
#created: 2024-02-28T21:35:37.609Z
"#description: Metadata for drifting Mobile Earthquake Recording in Marine Areas by Independent Divers (MERMAID) hydrophones, www.EarthScopeOceans.org"
#attribution: automaid v3.6.0-P (https://github.com/earthscopeoceans/automaid [doi: 10.5281/zenodo.5057096])
#matlab_reader: https://github.com/joelsimon/GeoCSV/blob/master/readGeoCSV.m
#waterpressure2depth: 100 mbar is approximately equal to the pressure of 1 meter of water
#frequency_response: http://ds.iris.edu/data/reports/MH/MH.Mermaids.Response.V3.pdf
#lineterminator: '\n'
"#delimiter: ','"
#field_unit: unitless,iso8601,unitless,unitless,unitless,unitless,degrees_north,degrees_east,meters,mbar,unitless,hertz,seconds,seconds
#field_type: string,datetime,string,string,string,string,float,float,float,float,string,float,float,float
MethodIdentifier,StartTime,Network,Station,Location,Channel,Latitude,Longitude,Elevation,WaterPressure,InstrumentDescription,SampleRate,TimeDelay,TimeCorrection
Measurement:GPS:u-blox_NEO-M8N,2018-09-08T10:32:09.000Z,MH,P0020,nan,nan,-20.298300,-130.667130,nan,nan,MERMAIDHydrophone(452.020),nan,-0.000092,nan
Measurement:GPS:u-blox_NEO-M8N,2018-09-08T10:42:35.000Z,MH,P0020,nan,nan,-20.317301,-130.666855,nan,nan,MERMAIDHydrophone(452.020),nan,0.000061,nan
Measurement:Pressure:KELLER_Series_6,2018-09-08T10:53:46.000Z,MH,P0020,nan,nan,nan,nan,nan,480,MERMAIDHydrophone(452.020),nan,nan,nan
Algorithm(thermocline):automaid:v3.6.0-P,2018-09-08T11:00:47.732Z,MH,P0020,nan,nan,-20.350466,-130.666351,nan,5000,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-08T11:04:13.000Z,MH,P0020,nan,nan,nan,nan,nan,7200,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-08T11:15:03.000Z,MH,P0020,nan,nan,nan,nan,nan,12960,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-08T11:25:52.000Z,MH,P0020,nan,nan,nan,nan,nan,18630,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-08T11:36:42.000Z,MH,P0020,nan,nan,nan,nan,nan,23860,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-08T11:47:32.000Z,MH,P0020,nan,nan,nan,nan,nan,29610,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-08T11:58:22.000Z,MH,P0020,nan,nan,nan,nan,nan,34800,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-08T12:09:12.000Z,MH,P0020,nan,nan,nan,nan,nan,40480,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-08T12:20:01.000Z,MH,P0020,nan,nan,nan,nan,nan,46260,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-08T12:30:56.000Z,MH,P0020,nan,nan,nan,nan,nan,51280,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-08T12:41:41.000Z,MH,P0020,nan,nan,nan,nan,nan,56810,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-08T12:52:31.000Z,MH,P0020,nan,nan,nan,nan,nan,62010,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-08T13:03:20.000Z,MH,P0020,nan,nan,nan,nan,nan,67590,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-08T13:14:10.000Z,MH,P0020,nan,nan,nan,nan,nan,73310,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-08T13:25:16.000Z,MH,P0020,nan,nan,nan,nan,nan,78320,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-08T13:41:15.000Z,MH,P0020,nan,nan,nan,nan,nan,84740,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-08T13:57:29.000Z,MH,P0020,nan,nan,nan,nan,nan,91750,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-08T14:08:19.000Z,MH,P0020,nan,nan,nan,nan,nan,96830,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-08T14:24:34.000Z,MH,P0020,nan,nan,nan,nan,nan,103480,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-08T14:40:49.000Z,MH,P0020,nan,nan,nan,nan,nan,109610,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-08T14:57:03.000Z,MH,P0020,nan,nan,nan,nan,nan,115880,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-08T15:13:18.000Z,MH,P0020,nan,nan,nan,nan,nan,121850,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-08T15:29:36.000Z,MH,P0020,nan,nan,nan,nan,nan,127600,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-08T16:02:08.000Z,MH,P0020,nan,nan,nan,nan,nan,132880,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-08T16:50:52.000Z,MH,P0020,nan,nan,nan,nan,nan,138430,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-09-08T17:45:01.000Z,MH,P0020,nan,nan,nan,nan,nan,143470,MERMAIDHydrophone(452.020),nan,nan,nan
