Datetime	Latitude	Longitude	WaterPressure
2018-08-10T20:23:03.105Z	-15.014704	-155.011307	5000
2018-08-17T15:44:59.716Z	-15.065706	-155.071259	151300
2018-08-17T21:00:18.160Z	-15.067347	-155.073196	5000
2018-08-17T21:55:47.139Z	-15.071092	-155.080811	5000
2018-08-19T00:22:16.859Z	-15.082885	-155.093338	151800
2018-08-19T04:31:46.905Z	-15.08474	-155.095322	151200
2018-08-20T08:40:48.289Z	-15.097296	-155.108658	151300
2018-08-20T13:46:29.028Z	-15.099567	-155.111084	5000
2018-08-20T14:54:05.909Z	-15.102324	-155.113586	5000
2018-08-22T18:56:51.691Z	-15.123554	-155.120102	151800
2018-08-23T00:06:21.352Z	-15.125658	-155.120743	5000
2018-08-23T00:52:12.482Z	-15.127644	-155.131287	5000
2018-08-24T09:13:53.453Z	-15.138571	-155.137695	147400
2018-08-31T10:35:10.888Z	-15.195758	-155.171249	5000
2018-08-31T11:21:40.857Z	-15.194059	-155.17424	5000
2018-09-06T15:52:12.492Z	-15.246298	-155.155975	150500
2018-09-06T21:08:29.030Z	-15.248152	-155.155319	5000
2018-09-06T21:59:45.488Z	-15.244888	-155.160568	5000
2018-09-08T07:27:35.836Z	-15.244329	-155.148605	151900
2018-09-08T22:30:43.070Z	-15.244079	-155.143219	151400
2018-09-09T03:51:47.252Z	-15.24399	-155.141312	5000
2018-09-09T04:45:59.541Z	-15.244811	-155.141708	5000
2018-09-10T04:23:03.966Z	-15.242466	-155.132217	151000
2018-09-16T21:15:12.205Z	-15.226497	-155.067596	152400
2018-09-17T02:30:47.607Z	-15.225974	-155.065491	5000
2018-09-17T03:25:27.499Z	-15.224065	-155.067978	5000
2018-09-25T13:09:14.299Z	-15.22425	-154.953781	5000
2018-09-25T13:55:01.096Z	-15.227522	-154.954849	5000
2018-09-28T10:14:16.850Z	-15.211826	-154.88797	151800
2018-09-28T15:32:00.611Z	-15.21061	-154.882782	5000
2018-09-28T16:21:41.754Z	-15.204242	-154.88208	5000
2018-10-07T01:57:47.286Z	-15.147509	-154.745468	5000
2018-10-07T03:04:40.624Z	-15.1435	-154.750137	5000
2018-10-15T12:26:22.904Z	-15.086056	-154.613861	5000
2018-10-15T13:13:46.233Z	-15.086905	-154.609741	5000
2018-10-23T22:57:18.769Z	-15.010946	-154.454132	5000
2018-10-23T23:48:01.579Z	-15.014153	-154.447952	5000
2018-10-29T07:04:42.475Z	-14.960307	-154.353928	148800
2018-10-29T12:19:46.482Z	-14.958086	-154.350037	5000
2018-10-29T13:17:24.293Z	-14.95879	-154.340439	5000
2018-11-02T11:11:10.696Z	-14.89305	-154.25737	150800
2018-11-02T16:21:46.764Z	-14.889426	-154.252792	5000
2018-11-02T17:10:02.255Z	-14.890244	-154.248962	5000
2018-11-04T19:36:54.309Z	-14.854885	-154.194565	150700
2018-11-05T00:40:10.980Z	-14.851342	-154.189102	5000
2018-11-05T01:36:14.848Z	-14.854133	-154.193008	5000
2018-11-13T11:08:14.392Z	-14.782209	-154.136826	5000
2018-11-13T12:15:39.045Z	-14.784226	-154.134659	5000
2018-11-18T20:28:41.375Z	-14.714675	-154.136658	150000
2018-11-19T01:49:07.813Z	-14.711779	-154.136749	5000
2018-11-19T02:45:37.545Z	-14.713988	-154.132706	5000
2018-11-22T17:30:57.582Z	-14.689486	-154.191162	151100
2018-11-25T16:56:01.014Z	-14.669314	-154.239273	149000
2018-11-25T22:04:00.430Z	-14.667865	-154.242737	5000
2018-11-25T22:57:28.390Z	-14.666237	-154.245651	5000
2018-11-30T17:39:38.608Z	-14.670326	-154.361557	150500
2018-11-30T22:45:09.333Z	-14.670507	-154.366699	5000
2018-11-30T23:42:45.217Z	-14.676424	-154.373444	5000
2018-12-05T04:23:31.943Z	-14.687618	-154.481171	152700
2018-12-05T09:35:27.044Z	-14.688196	-154.48674	5000
2018-12-05T10:30:07.189Z	-14.684991	-154.493774	5000
2018-12-13T19:59:25.284Z	-14.734426	-154.652878	5000
2018-12-13T20:50:07.200Z	-14.740447	-154.659348	5000
2018-12-20T17:12:18.838Z	-14.817711	-154.738953	153400
2018-12-20T22:32:58.070Z	-14.820223	-154.741531	5000
2018-12-20T23:27:24.663Z	-14.821561	-154.748566	5000
2018-12-23T23:11:34.425Z	-14.878425	-154.779007	152800
2018-12-24T04:28:14.235Z	-14.882608	-154.78125	5000
2018-12-24T05:20:16.576Z	-14.887568	-154.78952	5000
2018-12-26T14:14:15.563Z	-14.926026	-154.805298	152600
2018-12-26T19:33:13.788Z	-14.92962	-154.806778	5000
2018-12-26T20:30:24.040Z	-14.932011	-154.812088	5000
2019-01-04T06:04:31.841Z	-15.04404	-154.783951	5000
2019-01-04T06:54:42.072Z	-15.043148	-154.779846	5000
2019-01-05T19:37:28.464Z	-15.05473	-154.768311	150100
2019-01-09T02:23:33.482Z	-15.07958	-154.743561	150500
2019-01-09T07:30:49.945Z	-15.081196	-154.741959	5000
2019-01-09T08:22:41.155Z	-15.084364	-154.74118	5000
2019-01-15T18:12:36.189Z	-15.088515	-154.684265	151600
2019-01-15T23:32:37.425Z	-15.088659	-154.682281	5000
2019-01-16T00:24:36.633Z	-15.089344	-154.676437	5000
2019-01-24T10:04:31.896Z	-15.051673	-154.613708	5000
2019-01-24T11:03:49.484Z	-15.053507	-154.611801	5000
2019-02-01T20:34:06.936Z	-14.930426	-154.552673	5000
2019-02-01T21:31:11.224Z	-14.935673	-154.552826	5000
2019-02-10T06:57:48.222Z	-14.805696	-154.416473	5000
2019-02-10T07:47:38.677Z	-14.811336	-154.415741	5000
2019-02-18T17:28:49.609Z	-14.597725	-154.210831	5000
2019-02-18T18:33:47.834Z	-14.602874	-154.206757	5000
2019-02-22T10:27:29.306Z	-14.523201	-154.096741	149600
2019-02-22T15:46:22.000Z	-14.518383	-154.090088	5000
2019-02-22T16:03:22.000Z	-14.5183	-154.090134	5000
2019-03-01T09:00:54.793Z	-14.378833	-153.95665	150900
2019-03-01T14:02:01.214Z	-14.374484	-153.952484	5000
2019-03-01T14:54:30.785Z	-14.376941	-153.94809	5000
2019-03-10T00:32:37.133Z	-14.255392	-153.807495	5000
2019-03-10T01:24:25.166Z	-14.254945	-153.814682	5000
2019-03-11T23:00:27.173Z	-14.255814	-153.789474	151300
2019-03-18T11:00:30.700Z	-14.258786	-153.703217	5000
2019-03-18T12:05:36.677Z	-14.253699	-153.701035	5000
2019-03-20T15:29:31.340Z	-14.278284	-153.662262	152200
2019-03-20T20:43:07.980Z	-14.280784	-153.658325	5000
2019-03-20T21:33:16.710Z	-14.274644	-153.657593	5000
2019-03-22T13:02:38.247Z	-14.295923	-153.649353	151200
2019-03-28T22:17:04.938Z	-14.378496	-153.617386	150100
2019-03-29T03:26:56.067Z	-14.381279	-153.616302	5000
2019-03-29T04:30:56.847Z	-14.390487	-153.614822	5000
2019-04-03T18:04:29.020Z	-14.4392	-153.589493	149400
2019-04-03T23:15:01.025Z	-14.441088	-153.588516	5000
2019-04-04T00:09:03.906Z	-14.444365	-153.58696	5000
2019-04-11T08:29:11.409Z	-14.500462	-153.663879	149200
2019-04-11T13:36:21.360Z	-14.50209	-153.666107	5000
2019-04-11T14:37:39.275Z	-14.50014	-153.664749	5000
2019-04-12T12:25:55.257Z	-14.506766	-153.675018	151300
2019-04-20T00:05:34.688Z	-14.561371	-153.759644	5000
2019-04-20T01:01:08.029Z	-14.566979	-153.766342	5000
2019-04-23T05:48:47.444Z	-14.602371	-153.822052	149600
2019-04-23T10:53:07.337Z	-14.604709	-153.825729	5000
2019-04-23T11:48:06.553Z	-14.60674	-153.828629	5000
2019-05-01T21:31:17.876Z	-14.677032	-154.051285	5000
2019-05-01T22:28:15.828Z	-14.680863	-154.055374	5000
2019-05-03T00:44:18.041Z	-14.686654	-154.089828	152300
2019-05-03T02:52:46.573Z	-14.687126	-154.092636	152600
2019-05-03T10:23:00.423Z	-14.68878	-154.102478	153100
2019-05-04T20:27:57.789Z	-14.696294	-154.147186	150300
2019-05-05T01:39:37.413Z	-14.697439	-154.153992	5000
2019-05-05T02:41:12.451Z	-14.705431	-154.160675	5000
2019-05-05T20:26:42.889Z	-14.708127	-154.181229	152100
2019-05-05T22:32:33.601Z	-14.708446	-154.183655	151900
2019-05-06T05:08:46.420Z	-14.709449	-154.191299	152300
2019-05-06T05:47:11.882Z	-14.709546	-154.192047	153100
2019-05-06T06:43:32.440Z	-14.709688	-154.19313	152900
2019-05-06T12:32:09.091Z	-14.71057	-154.19986	153500
2019-05-06T16:23:26.473Z	-14.711156	-154.204315	152900
2019-05-06T18:10:33.732Z	-14.711427	-154.206375	153500
2019-05-06T21:27:49.210Z	-14.711926	-154.21019	153000
2019-05-07T07:45:08.116Z	-14.713489	-154.222092	152800
2019-05-07T13:00:59.744Z	-14.714288	-154.22818	5000
2019-05-07T14:14:10.984Z	-14.715325	-154.233765	5000
2019-05-08T10:47:21.796Z	-14.712495	-154.251266	147300
2019-05-09T02:52:43.937Z	-14.710279	-154.264984	152700
2019-05-09T04:13:37.551Z	-14.710093	-154.266129	151700
2019-05-09T04:18:00.708Z	-14.710084	-154.26619	151700
2019-05-09T05:06:12.088Z	-14.709973	-154.266876	152000
2019-05-09T05:10:20.401Z	-14.709964	-154.266937	151900
2019-05-09T05:14:51.430Z	-14.709953	-154.266998	151700
2019-05-09T05:28:14.922Z	-14.709923	-154.267181	151600
2019-05-09T07:44:58.905Z	-14.709609	-154.269119	152400
2019-05-09T07:58:57.984Z	-14.709577	-154.269318	152000
2019-05-09T11:46:46.540Z	-14.709054	-154.272552	152900
2019-05-09T12:45:54.764Z	-14.708918	-154.273392	151600
2019-05-09T13:18:08.832Z	-14.708844	-154.273849	153300
2019-05-09T13:36:55.635Z	-14.708801	-154.274124	152900
2019-05-09T18:08:30.740Z	-14.708178	-154.277969	153100
2019-05-09T23:28:39.017Z	-14.707443	-154.282516	5000
2019-05-10T00:40:50.175Z	-14.714976	-154.278564	5000
2019-05-11T03:26:27.348Z	-14.719609	-154.309586	150200
2019-05-11T04:17:59.858Z	-14.719758	-154.310593	151200
2019-05-11T16:10:29.287Z	-14.721813	-154.324356	153000
2019-05-11T18:48:18.646Z	-14.722269	-154.327408	151400
2019-05-11T19:47:50.962Z	-14.722441	-154.328552	150300
2019-05-11T20:23:05.566Z	-14.722543	-154.329239	150400
2019-05-11T21:43:02.425Z	-14.722774	-154.33078	149400
2019-05-11T22:51:43.273Z	-14.722972	-154.332108	149700
2019-05-11T23:40:31.565Z	-14.723112	-154.333054	149500
2019-05-12T00:10:16.211Z	-14.723198	-154.333618	149500
2019-05-12T00:23:33.255Z	-14.723236	-154.333878	149400
2019-05-12T05:31:33.694Z	-14.724125	-154.339828	5000
2019-05-12T06:54:15.308Z	-14.72087	-154.345154	5000
2019-05-13T04:45:27.740Z	-14.726281	-154.37471	152000
2019-05-13T11:51:50.683Z	-14.728041	-154.384323	150300
2019-05-14T13:06:16.580Z	-14.73429	-154.418457	153500
2019-05-14T18:28:00.555Z	-14.735618	-154.425705	5000
2019-05-14T19:44:35.129Z	-14.733036	-154.43248	5000
2019-05-15T14:08:33.521Z	-14.737044	-154.460251	150400
2019-05-15T14:15:07.257Z	-14.737068	-154.460419	150300
2019-05-15T14:20:13.674Z	-14.737086	-154.460556	150300
2019-05-15T14:37:57.124Z	-14.737151	-154.460999	150500
2019-05-15T16:08:40.380Z	-14.73748	-154.463272	150900
2019-05-15T22:11:22.308Z	-14.738797	-154.472412	150600
2019-05-15T22:39:41.359Z	-14.7389	-154.473114	151100
2019-05-15T22:47:04.478Z	-14.738927	-154.473297	151200
2019-05-16T06:25:18.210Z	-14.740591	-154.484833	150500
2019-05-16T06:57:07.887Z	-14.740706	-154.485626	151100
2019-05-16T08:23:22.512Z	-14.741019	-154.487808	150200
2019-05-16T09:52:02.562Z	-14.741342	-154.490036	151700
2019-05-16T22:57:16.885Z	-14.744192	-154.509796	150600
2019-05-17T04:05:25.977Z	-14.745312	-154.517548	5000
2019-05-17T05:10:20.561Z	-14.749904	-154.517975	5000
2019-05-17T22:54:39.661Z	-14.760106	-154.541656	149800
2019-05-17T23:04:11.260Z	-14.760198	-154.54187	150100
2019-05-17T23:58:48.804Z	-14.760721	-154.543076	149700
2019-05-18T04:07:17.572Z	-14.763103	-154.548615	149900
2019-05-18T06:51:02.533Z	-14.764673	-154.552246	149600
2019-05-19T13:05:45.575Z	-14.78207	-154.592621	152500
2019-05-19T18:26:40.888Z	-14.785147	-154.599762	5000
2019-05-19T19:40:12.163Z	-14.787808	-154.600937	5000
2019-05-22T05:40:16.246Z	-14.801677	-154.681473	150400
2019-05-22T10:56:54.716Z	-14.802938	-154.688797	5000
2019-05-22T12:16:25.770Z	-14.80129	-154.696106	5000
2019-05-26T07:51:33.556Z	-14.825675	-154.843811	149600
2019-05-26T13:01:58.803Z	-14.827053	-154.852158	5000
2019-05-26T14:14:41.244Z	-14.823258	-154.853928	5000
2019-05-27T19:58:01.006Z	-14.826039	-154.899841	153300
2019-05-30T00:39:01.793Z	-14.830969	-154.981216	148900
2019-05-30T05:46:33.410Z	-14.831449	-154.989136	5000
2019-05-30T06:51:24.267Z	-14.827863	-154.986633	5000
2019-06-02T20:56:47.632Z	-14.846236	-155.089966	153100
2019-06-03T02:12:13.351Z	-14.847359	-155.096283	5000
2019-06-03T03:23:49.216Z	-14.848034	-155.10611	5000
2019-06-03T21:35:31.146Z	-14.854281	-155.137589	150900
2019-06-04T00:25:35.798Z	-14.855254	-155.142502	150600
2019-06-04T00:58:59.566Z	-14.855446	-155.143463	151200
2019-06-04T01:05:15.359Z	-14.855481	-155.143646	150800
2019-06-04T01:11:18.056Z	-14.855516	-155.143814	150600
2019-06-04T04:48:47.280Z	-14.856761	-155.150085	151200
2019-06-04T15:39:56.731Z	-14.860487	-155.168869	151100
2019-06-04T17:37:34.568Z	-14.86116	-155.172272	152000
2019-06-04T20:06:23.670Z	-14.862012	-155.176559	151500
2019-06-05T10:41:34.998Z	-14.867021	-155.201797	153100
2019-06-05T16:00:22.004Z	-14.868845	-155.210999	5000
2019-06-21T19:50:22.671Z	-14.960891	-156.019424	5000
2019-06-22T12:31:21.376Z	-14.963048	-156.035172	153600
2019-06-23T06:14:22.714Z	-14.965338	-156.051895	147800
2019-06-23T12:34:21.901Z	-14.966157	-156.057861	149100
2019-06-24T03:03:19.293Z	-14.968029	-156.071533	149300
2019-06-24T08:12:32.398Z	-14.968696	-156.076401	5000
2019-06-24T10:12:58.566Z	-14.967778	-156.088974	5000
2019-06-25T04:26:25.718Z	-14.968795	-156.098206	150800
2019-06-25T04:59:02.853Z	-14.968824	-156.098495	151100
2019-06-25T09:12:27.442Z	-14.96906	-156.100632	151100
2019-06-25T21:33:23.129Z	-14.969748	-156.106888	149800
2019-06-25T22:04:53.250Z	-14.969778	-156.107147	151500
2019-06-25T22:28:53.592Z	-14.9698	-156.107346	150800
2019-06-26T04:28:19.163Z	-14.970134	-156.110382	150500
2019-06-26T14:19:31.007Z	-14.970683	-156.115372	149900
2019-06-26T19:28:19.911Z	-14.97097	-156.117981	5000
2019-06-26T20:29:37.783Z	-14.971165	-156.117188	5000
2019-06-27T14:23:27.265Z	-14.976515	-156.122528	151800
2019-06-27T19:50:23.791Z	-14.978145	-156.124161	149700
2019-06-27T20:48:31.062Z	-14.978434	-156.124451	150700
2019-06-27T20:53:14.562Z	-14.978457	-156.124481	150600
2019-06-27T21:14:35.985Z	-14.978564	-156.124588	150000
2019-06-27T23:18:50.681Z	-14.979183	-156.125198	151100
2019-06-27T23:35:24.931Z	-14.979265	-156.12529	151200
2019-06-28T01:30:16.625Z	-14.979837	-156.125854	151300
2019-06-28T09:15:19.031Z	-14.982155	-156.128174	152000
2019-06-28T10:27:01.963Z	-14.982512	-156.128525	151600
2019-06-29T19:11:38.436Z	-14.992301	-156.138306	150700
2019-06-30T00:20:31.283Z	-14.99384	-156.139847	5000
2019-06-30T01:20:47.969Z	-14.991522	-156.152328	5000
2019-07-02T19:27:37.759Z	-15.036766	-156.182526	150900
2019-07-03T00:40:14.872Z	-15.040331	-156.184906	5000
2019-07-03T01:42:20.114Z	-15.034624	-156.19783	5000
2019-07-05T23:01:07.607Z	-15.074642	-156.268402	151300
2019-07-06T04:09:05.655Z	-15.077605	-156.273621	5000
2019-07-06T05:15:55.441Z	-15.076901	-156.276077	5000
2019-07-08T09:43:43.877Z	-15.09121	-156.332703	150400
2019-07-08T14:57:40.676Z	-15.092637	-156.338348	5000
2019-07-08T15:51:35.777Z	-15.096921	-156.336136	5000
2019-07-09T16:20:02.352Z	-15.097327	-156.358719	153300
2019-07-11T17:15:05.327Z	-15.09814	-156.40387	151600
2019-07-11T22:31:37.215Z	-15.098228	-156.408737	5000
2019-07-11T23:24:35.757Z	-15.092577	-156.413086	5000
2019-07-13T02:20:10.170Z	-15.114326	-156.434967	150800
2019-07-13T23:37:02.682Z	-15.131516	-156.452271	152200
2019-07-14T04:56:05.350Z	-15.135812	-156.456589	5000
2019-07-14T05:47:38.571Z	-15.138532	-156.461288	5000
2019-07-15T01:48:25.729Z	-15.140027	-156.477585	150300
2019-07-15T19:14:21.949Z	-15.14133	-156.49176	151900
2019-07-15T22:41:46.011Z	-15.141588	-156.494583	152100
2019-07-17T00:40:52.453Z	-15.143531	-156.515732	152600
2019-07-17T05:56:17.491Z	-15.143924	-156.520004	5000
2019-07-17T06:51:54.561Z	-15.144616	-156.525085	5000
2019-07-18T00:10:13.484Z	-15.146073	-156.532166	150300
2019-07-18T01:42:13.412Z	-15.146203	-156.532791	150200
2019-07-18T03:03:00.253Z	-15.146316	-156.53334	151200
2019-07-18T03:26:15.311Z	-15.146349	-156.533508	151700
2019-07-18T06:35:35.456Z	-15.146614	-156.53479	151900
2019-07-18T08:17:23.377Z	-15.146757	-156.535492	152200
2019-07-18T08:28:26.768Z	-15.146772	-156.535568	151700
2019-07-18T16:13:03.089Z	-15.147425	-156.538742	152600
2019-07-18T17:05:12.135Z	-15.147498	-156.539093	152300
2019-07-18T17:36:08.631Z	-15.147541	-156.539307	151400
2019-07-18T20:15:20.887Z	-15.147764	-156.54039	150800
2019-07-19T08:04:09.991Z	-15.148759	-156.545227	150900
2019-07-19T13:16:32.611Z	-15.149198	-156.547363	5000
2019-07-19T14:19:27.977Z	-15.140959	-156.548355	5000
2019-07-20T08:41:14.077Z	-15.148889	-156.558334	149300
2019-07-22T10:54:27.530Z	-15.170576	-156.585663	152100
2019-07-22T16:02:02.959Z	-15.172791	-156.58844	5000
2019-07-22T17:04:37.915Z	-15.172932	-156.591888	5000
2019-07-24T17:42:39.194Z	-15.164463	-156.625656	149700
2019-07-24T22:45:49.696Z	-15.163583	-156.629166	5000
2019-07-24T23:43:28.484Z	-15.15856	-156.636337	5000
2019-07-26T13:08:50.682Z	-15.160118	-156.647308	151200
2019-08-02T09:21:52.743Z	-15.166955	-156.695496	5000
2019-08-02T10:11:53.050Z	-15.16631	-156.701965	5000
2019-08-04T11:43:58.046Z	-15.166155	-156.7444	150700
2019-08-04T16:50:08.357Z	-15.166139	-156.748764	5000
2019-08-04T17:47:34.731Z	-15.171298	-156.756699	5000
2019-08-05T18:05:26.194Z	-15.15573	-156.783722	151400
2019-08-05T20:38:36.753Z	-15.154094	-156.78656	154900
2019-08-05T20:54:34.978Z	-15.153924	-156.78685	154700
2019-08-05T21:16:31.339Z	-15.153689	-156.787262	151900
2019-08-05T22:01:22.348Z	-15.153211	-156.788086	151700
2019-08-05T22:13:18.996Z	-15.153083	-156.788315	151000
2019-08-06T06:00:00.103Z	-15.148099	-156.796967	151400
2019-08-06T06:03:41.225Z	-15.14806	-156.797028	151400
2019-08-06T06:27:46.665Z	-15.147802	-156.797485	153000
2019-08-07T00:19:00.550Z	-15.136363	-156.817337	148300
2019-08-07T05:04:23.043Z	-15.133315	-156.822632	5000
2019-08-07T06:18:49.347Z	-15.13468	-156.836487	5000
2019-08-08T01:35:51.105Z	-15.125	-156.870605	151400
2019-08-12T15:25:20.137Z	-15.069875	-157.064865	149800
2019-08-12T20:30:02.826Z	-15.067326	-157.073853	5000
2019-08-12T21:44:00.559Z	-15.070682	-157.08992	5000
2019-08-16T21:51:54.077Z	-15.083783	-157.177658	5000
2019-08-16T23:06:08.638Z	-15.086956	-157.194962	5000
2019-08-20T16:52:52.556Z	-15.127396	-157.270111	5000
2019-08-20T18:18:25.708Z	-15.124946	-157.284653	5000
2019-08-24T15:56:28.351Z	-15.126037	-157.334442	149900
2019-08-24T21:13:46.732Z	-15.126099	-157.33725	5000
2019-08-24T22:50:38.487Z	-15.128159	-157.352829	5000
2019-08-29T09:48:19.784Z	-15.169181	-157.434631	148500
2019-08-29T14:45:29.642Z	-15.171081	-157.438416	5000
2019-08-29T16:05:59.250Z	-15.171095	-157.445908	5000
2019-09-01T15:56:44.913Z	-15.206915	-157.486771	148700
2019-09-01T21:04:00.444Z	-15.209468	-157.489685	5000
2019-09-01T22:24:40.411Z	-15.210425	-157.496155	5000
2019-09-07T11:59:38.266Z	-15.202044	-157.642639	148900
2019-09-07T17:09:16.615Z	-15.20172	-157.6483	5000
2019-09-07T18:17:08.944Z	-15.204081	-157.651642	5000
2019-09-09T03:03:26.763Z	-15.210829	-157.668945	150600
2019-09-09T06:33:44.522Z	-15.211551	-157.670792	149800
2019-09-09T09:32:26.117Z	-15.212164	-157.672363	146100
2019-09-09T11:54:10.518Z	-15.21265	-157.673615	148800
2019-09-13T04:33:50.908Z	-15.230908	-157.720413	150400
2019-09-13T09:48:35.854Z	-15.231989	-157.72319	5000
2019-09-13T10:59:52.678Z	-15.234682	-157.726639	5000
2019-09-16T16:56:45.042Z	-15.259632	-157.766815	150600
2019-09-16T22:09:12.960Z	-15.261299	-157.769501	5000
2019-09-16T23:06:30.387Z	-15.260822	-157.774414	5000
2019-09-17T22:10:59.496Z	-15.264772	-157.78595	150700
2019-09-20T21:06:09.295Z	-15.276912	-157.821442	148500
2019-09-21T01:22:17.854Z	-15.277642	-157.823578	151000
2019-09-21T06:30:52.031Z	-15.278522	-157.826141	5000
2019-09-21T07:44:50.928Z	-15.272602	-157.833725	5000
2019-09-25T08:44:58.046Z	-15.274677	-157.911621	151100
2019-09-25T14:02:06.620Z	-15.27479	-157.915863	5000
2019-09-25T15:00:59.027Z	-15.28088	-157.919312	5000
2019-09-27T17:05:25.215Z	-15.293661	-157.967773	149700
2019-09-27T22:25:39.375Z	-15.295024	-157.972946	5000
2019-09-27T23:28:50.977Z	-15.294421	-157.981796	5000
2019-09-29T02:13:11.414Z	-15.29283	-157.99791	151800
2019-09-30T02:59:03.963Z	-15.291354	-158.012848	149600
2019-09-30T08:15:33.603Z	-15.29104	-158.016022	5000
2019-09-30T09:12:31.014Z	-15.288726	-158.026764	5000
2019-10-06T17:53:36.246Z	-15.229424	-158.187775	152100
2019-10-06T23:02:02.866Z	-15.227427	-158.193192	5000
2019-10-06T23:52:28.917Z	-15.223981	-158.199173	5000
2019-10-14T21:12:22.792Z	-15.185248	-158.359421	151500
