#dataset: GeoCSV v2.2.0-1
#created: 2024-02-28T21:35:37.609Z
"#description: Metadata for drifting Mobile Earthquake Recording in Marine Areas by Independent Divers (MERMAID) hydrophones, www.EarthScopeOceans.org"
#attribution: automaid v3.6.0-P (https://github.com/earthscopeoceans/automaid [doi: 10.5281/zenodo.5057096])
#matlab_reader: https://github.com/joelsimon/GeoCSV/blob/master/readGeoCSV.m
#waterpressure2depth: 100 mbar is approximately equal to the pressure of 1 meter of water
#frequency_response: http://ds.iris.edu/data/reports/MH/MH.Mermaids.Response.V3.pdf
#lineterminator: '\n'
"#delimiter: ','"
#field_unit: unitless,iso8601,unitless,unitless,unitless,unitless,degrees_north,degrees_east,meters,mbar,unitless,hertz,seconds,seconds
#field_type: string,datetime,string,string,string,string,float,float,float,float,string,float,float,float
MethodIdentifier,StartTime,Network,Station,Location,Channel,Latitude,Longitude,Elevation,WaterPressure,InstrumentDescription,SampleRate,TimeDelay,TimeCorrection
Measurement:GPS:u-blox_NEO-M8N,2018-06-26T19:13:54.000Z,MH,P0006,nan,nan,-14.433683,-179.489853,nan,nan,MERMAIDHydrophone(452.020),nan,0.000030,nan
Measurement:GPS:u-blox_NEO-M8N,2018-06-26T19:19:35.000Z,MH,P0006,nan,nan,-14.434667,-179.485046,nan,nan,MERMAIDHydrophone(452.020),nan,-0.000000,nan
Measurement:Pressure:KELLER_Series_6,2018-06-26T19:29:17.000Z,MH,P0006,nan,nan,nan,nan,nan,550,MERMAIDHydrophone(452.020),nan,nan,nan
Algorithm(thermocline):automaid:v3.6.0-P,2018-06-26T19:38:33.916Z,MH,P0006,nan,nan,-14.437951,-179.469025,nan,5000,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-26T19:39:44.000Z,MH,P0006,nan,nan,nan,nan,nan,5560,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-26T19:55:59.000Z,MH,P0006,nan,nan,nan,nan,nan,11450,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-26T20:23:03.000Z,MH,P0006,nan,nan,nan,nan,nan,16650,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-26T20:50:08.000Z,MH,P0006,nan,nan,nan,nan,nan,21990,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-26T21:22:37.000Z,MH,P0006,nan,nan,nan,nan,nan,27890,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-26T21:44:27.000Z,MH,P0006,nan,nan,nan,nan,nan,32900,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-26T22:11:21.000Z,MH,P0006,nan,nan,nan,nan,nan,37980,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-26T22:33:01.000Z,MH,P0006,nan,nan,nan,nan,nan,43890,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-26T22:54:40.000Z,MH,P0006,nan,nan,nan,nan,nan,49200,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-26T23:16:20.000Z,MH,P0006,nan,nan,nan,nan,nan,54210,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-26T23:43:24.000Z,MH,P0006,nan,nan,nan,nan,nan,60280,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-27T00:10:29.000Z,MH,P0006,nan,nan,nan,nan,nan,65560,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-27T00:32:08.000Z,MH,P0006,nan,nan,nan,nan,nan,71680,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-27T00:53:48.000Z,MH,P0006,nan,nan,nan,nan,nan,77060,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-27T01:15:27.000Z,MH,P0006,nan,nan,nan,nan,nan,82680,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-27T01:42:32.000Z,MH,P0006,nan,nan,nan,nan,nan,88580,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-27T02:04:11.000Z,MH,P0006,nan,nan,nan,nan,nan,94920,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-27T02:25:51.000Z,MH,P0006,nan,nan,nan,nan,nan,100600,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-27T02:52:55.000Z,MH,P0006,nan,nan,nan,nan,nan,106200,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-27T03:20:00.000Z,MH,P0006,nan,nan,nan,nan,nan,111870,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-27T03:47:20.000Z,MH,P0006,nan,nan,nan,nan,nan,116880,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-27T04:14:09.000Z,MH,P0006,nan,nan,nan,nan,nan,122480,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-27T04:41:13.000Z,MH,P0006,nan,nan,nan,nan,nan,128280,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-27T05:08:17.000Z,MH,P0006,nan,nan,nan,nan,nan,133800,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-27T06:07:54.000Z,MH,P0006,nan,nan,nan,nan,nan,139080,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-27T07:07:28.000Z,MH,P0006,nan,nan,nan,nan,nan,144120,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-27T07:58:44.000Z,MH,P0006,nan,nan,nan,nan,nan,149640,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-27T13:51:20.000Z,MH,P0006,nan,nan,nan,nan,nan,153370,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-27T14:13:26.000Z,MH,P0006,nan,nan,nan,nan,nan,144230,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-27T14:25:36.000Z,MH,P0006,nan,nan,nan,nan,nan,138330,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-27T14:35:43.000Z,MH,P0006,nan,nan,nan,nan,nan,133210,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-27T14:45:51.000Z,MH,P0006,nan,nan,nan,nan,nan,128200,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-27T14:58:00.000Z,MH,P0006,nan,nan,nan,nan,nan,122580,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-27T15:10:09.000Z,MH,P0006,nan,nan,nan,nan,nan,116920,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-27T15:22:18.000Z,MH,P0006,nan,nan,nan,nan,nan,111860,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-27T15:33:22.000Z,MH,P0006,nan,nan,nan,nan,nan,106140,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-27T15:43:29.000Z,MH,P0006,nan,nan,nan,nan,nan,100370,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-27T15:53:37.000Z,MH,P0006,nan,nan,nan,nan,nan,94310,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-27T16:03:45.000Z,MH,P0006,nan,nan,nan,nan,nan,89060,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-27T16:15:54.000Z,MH,P0006,nan,nan,nan,nan,nan,83330,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-27T16:28:03.000Z,MH,P0006,nan,nan,nan,nan,nan,77830,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-27T16:40:12.000Z,MH,P0006,nan,nan,nan,nan,nan,72050,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-27T16:52:21.000Z,MH,P0006,nan,nan,nan,nan,nan,66270,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-27T17:04:30.000Z,MH,P0006,nan,nan,nan,nan,nan,60950,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-27T17:17:35.000Z,MH,P0006,nan,nan,nan,nan,nan,55070,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-27T17:27:43.000Z,MH,P0006,nan,nan,nan,nan,nan,48770,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-27T17:37:50.000Z,MH,P0006,nan,nan,nan,nan,nan,42820,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-27T17:50:00.000Z,MH,P0006,nan,nan,nan,nan,nan,36890,MERMAIDHydrophone(452.020),nan,nan,nan
Measurement:Pressure:KELLER_Series_6,2018-06-27T18:00:07.000Z,MH,P0006,nan,nan,nan,nan,nan,31520,MERMAIDHydrophone(452.020),nan,nan,nan
